run,mode,region,lead_days,variable,normalized_mse,physical_mse,prediction_second_moment,target_second_moment,normalized_rmse,physical_rmse,prediction_rms,target_rms,rms_ratio
A,inferred,extratropics,0,so,0.005657661090092956,0.014914940978473594,1203.8414718084423,1203.8131713542705,0.07521742544180142,0.1221267414552341,34.69641871733223,34.69601088532038,1.0000117544352056
A,inferred,extratropics,0,sst,0.0,0.0,264.66212894940617,264.66212894940617,0.0,0.0,16.268439659334454,16.268439659334454,1.0
A,inferred,extratropics,0,thetao,0.005397329321416546,0.13384203301925848,90.73792630159762,91.88061453580991,0.07346651837004764,0.365844274274258,9.525645715729597,9.585437628810169,0.9937622135372453
A,inferred,extratropics,0,ts,0.005527495205754752,,,,0.07434712641222088,,,,
A,inferred,extratropics,0,uo,0.20804279456623112,0.00042814981836205196,0.0033788830142959182,0.0036498695552275684,0.45611708427357894,0.020691781420700633,0.05812816025211806,0.06041415028970919,0.9621613475215836
A,inferred,extratropics,0,vo,0.2047728456869713,0.00023271680903410493,0.002974994921101192,0.0030889873151848375,0.45251833740410047,0.015255058473637685,0.054543514014969666,0.05557865881059777,0.981375138987148
A,inferred,extratropics,0,zos,0.0,0.0,0.48620438304814423,0.48620438304814423,0.0,0.0,0.697283574342709,0.697283574342709,1.0
A,inferred,extratropics,5,so,0.0055268784960932375,0.014135094918200893,1203.8972066081249,1203.8158635205882,0.07434297879486157,0.11889110529472292,34.69722188602605,34.69604968178061,1.000033784948321
A,inferred,extratropics,5,sst,0.0006651715969318272,0.0900792926173619,263.6533150721078,264.80069678720804,0.025790920823650854,0.3001321252671261,16.237404813334788,16.272697895161947,0.9978311474806122
A,inferred,extratropics,5,thetao,0.005213778410424342,0.1251699544580059,90.85441752542417,91.89021460419285,0.07220649839470365,0.3537936608505103,9.531758364825672,9.585938378906514,0.9943479697094587
A,inferred,extratropics,5,ts,0.0053703284532587905,,,,0.07328252488321339,,,,
A,inferred,extratropics,5,uo,0.1942299300154145,0.000434635043204796,0.003333452635464054,0.0036474312009881155,0.44071524822204017,0.020847902609250554,0.057736060096477436,0.06039396659425605,0.9559905293912024
A,inferred,extratropics,5,vo,0.2036102270209396,0.00027286869126184773,0.002881859404246588,0.003091959232748583,0.45123189938316594,0.016518737580755005,0.053682952640913745,0.05560538852259359,0.9654271657341497
A,inferred,extratropics,5,zos,0.001367734693992609,0.0006340223454488797,0.4834158251983951,0.4863526396679156,0.03698289731744403,0.02517980034569138,0.6952811123555673,0.6973898763732634,0.9969762050050646
A,inferred,extratropics,10,so,0.005506004518391055,0.013964356195453765,1203.891007824441,1203.8172161582934,0.07420245628273403,0.11817087710368306,34.69713255910985,34.69606917445106,1.0000306485629091
