region,variable,box_width_cells,predicted_anomaly_second_moment,target_anomaly_second_moment,anomaly_cross_moment,anomaly_mse,anomaly_rms_ratio,anomaly_correlation,run
tropics,so,0,0.0031864266208662738,0.00556262085767442,0.0016906387236679575,0.005367770051869032,0.7568542097802925,0.4015680219486135,A
tropics,so,3,0.00048717938787556843,0.0005817810999804177,6.479771873646032e-05,0.0009393650506972842,0.9150917678873582,0.1217125774803103,A
tropics,so,9,0.0013384159524656737,0.002007177723696619,0.0003368803023572761,0.0026718330734223474,0.8165873313900809,0.20553564577067976,A
tropics,sst,0,0.0035379888146476,0.0035379888146476,0.0035379888146476,0.0,1.0,1.0,A
tropics,sst,3,7.860092261001806e-05,7.860092261001806e-05,7.860092261001806e-05,0.0,1.0,1.0,A
tropics,sst,9,0.0003904461821851,0.0003904461821851,0.0003904461821851,0.0,1.0,1.0,A
tropics,thetao,0,0.004153066675565928,0.005018571690612044,0.002668514564911077,0.003834609231707994,0.9096920211413151,0.5845141909907338,A
tropics,thetao,3,0.0005661389087679612,0.000303547318987435,4.711566227175184e-05,0.00077545490306326,1.3656779613279244,0.11365553683269905,A
tropics,thetao,9,0.0014414800970137054,0.0013055355775087021,0.0004057405212684823,0.001935534629307389,1.0507755757006942,0.2957669902652396,A
tropics,uo,0,0.3422566424027394,0.46313475221316275,0.26141558029611656,0.28256023487849535,0.8596511680144986,0.6566014536959819,A
tropics,uo,3,0.06377715764568241,0.10718101578537353,0.039275475071395505,0.09240722327291613,0.7713893627090871,0.4750397290160741,A
tropics,uo,9,0.24621752653506632,0.351497530172728,0.1764026568780575,0.2449097431669331,0.8369477442529392,0.5996315852571469,A
tropics,vo,0,0.34305661844247076,0.4424643999224074,0.2466893574408097,0.2921423036595217,0.8805291427966944,0.6331816871238996,A
tropics,vo,3,0.08611049258300177,0.13395883679659296,0.058353669442714674,0.10336199096626321,0.8017562477526738,0.5433184464703228,A
tropics,vo,9,0.2966827410949094,0.3895317894673487,0.21680667418699387,0.25260118134458415,0.8727195171112055,0.6377567340273111,A
tropics,zos,0,0.0044696328919286,0.0044696328919286,0.0044696328919286,0.0,1.0,1.0,A
tropics,zos,3,0.000141801409652,0.000141801409652,0.000141801409652,0.0,1.0,1.0,A
tropics,zos,9,0.0009003529893093,0.0009003529893093,0.0009003529893093,0.0,1.0,1.0,A
extratropics,so,0,0.003233401801690584,0.0060622746614476,0.0024150682939437155,0.004465539874716884,0.7303180484127249,0.5454836953125459,D
extratropics,so,3,0.0006680372800990262,0.0009373131444178054,0.00035204862117582024,0.0009012531821266736,0.8442245861719802,0.4448974785965785,D
extratropics,so,9,0.0016331026321584738,0.0025095795711831473,0.0009886678680749307,0.0021653464670215315,0.8066892214872734,0.4883634972486257,D
extratropics,sst,0,0.0053585917016284,0.0053585917016284,0.0053585917016284,0.0,1.0,1.0,D
extratropics,sst,3,0.0003471269379275,0.0003471269379275,0.0003471269379275,0.0,1.0,1.0,D
extratropics,sst,9,0.001001836462158,0.001001836462158,0.001001836462158,0.0,1.0,1.0,D
extratropics,thetao,0,0.005024359995218561,0.008439573906043206,0.004496998213010445,0.004469937477968301,0.7715784940066724,0.6905928540246566,D
extratropics,thetao,3,0.001212033533559289,0.0014739693815193037,0.0009195362888305245,0.0008469303403378944,0.9068032893044807,0.6879665522930565,D
extratropics,thetao,9,0.002679219816942772,0.0035871181333156665,0.0021411049219076444,0.0019841281044669107,0.8642339716280137,0.6906546445464936,D
extratropics,uo,0,0.39035687633235044,0.47577047637965314,0.3616062923037961,0.14291476783803614,0.9057997003994616,0.8390856959119329,D
extratropics,uo,3,0.27547544874310304,0.35889915138847456,0.2606425881465022,0.11308942511796564,0.876103133946646,0.828929726249634,D
extratropics,uo,9,0.37399589790428395,0.4573543696153804,0.34668778178541027,0.13797470506682694,0.9042884898689826,0.8382599178320157,D
extratropics,vo,0,0.6482979093125245,0.7347522544486924,0.6146427603999963,0.15376464658451958,0.9393270886977138,0.8905637152646315,D
extratropics,vo,3,0.38182216633164706,0.4512844520607633,0.360826897785931,0.11145282334785217,0.9198253684393253,0.8692468993811103,D
extratropics,vo,9,0.6319779060990933,0.7155817991428588,0.5998150571697509,0.14792959313247506,0.9397694112052437,0.8919423253066553,D
extratropics,zos,0,0.0081600304269655,0.0081600304269655,0.0081600304269655,0.0,1.0,1.0,D
extratropics,zos,3,0.00188648299728,0.00188648299728,0.00188648299728,0.0,1.0,1.0,D
extratropics,zos,9,0.0045925453399317,0.0045925453399317,0.0045925453399317,0.0,1.0,1.0,D
global,so,0,0.0030778774056223735,0.005848825363852453,0.0022848264603276087,0.0043570498439457,0.725423017698627,0.538509332028893,D
global,so,3,0.0005533954508496368,0.0008034343685033046,0.0002595627330789227,0.0008377043493922315,0.8299321517286852,0.38926857320932395,D
global,so,9,0.0014330683164685367,0.0023167754722177142,0.0008070053978262399,0.0021358330010021,0.786486864846351,0.44289524648378936,D
global,sst,0,0.0046924494719603,0.0046924494719603,0.0046924494719603,0.0,1.0,1.0,D
global,sst,3,0.000248875714882,0.000248875714882,0.000248875714882,0.0,1.0,1.0,D
global,sst,9,0.0007781343084214,0.0007781343084214,0.0007781343084214,0.0,1.0,1.0,D
global,thetao,0,0.00453817231244039,0.007122614420689051,0.003923617237748956,0.0038135522825869664,0.7982166336393836,0.6901228793406612,D
global,thetao,3,0.0008995800530546056,0.001031713265675866,0.0005999315906857,0.0007314301403330112,0.9337710412118551,0.6227336235260719,D
global,thetao,9,0.00209456342711135,0.002720648763092356,0.001530408871279444,0.0017543944535855721,0.8774260400541679,0.6410980819245943,D
global,uo,0,0.3695893882437629,0.46828191182766743,0.3354913194419728,0.16688866281148154,0.8883948968473975,0.8064321801692814,D
global,uo,3,0.1954019215039152,0.2631157381952221,0.17981260129265933,0.09889245742376432,0.8617692671642062,0.7930166318234482,D
global,uo,9,0.32305957383294487,0.4154731379599092,0.2909961194592166,0.15654047355174633,0.881799468783609,0.7942814401467564,D
global,vo,0,0.5297052193866773,0.6227195203969733,0.4892897155454728,0.17384530898779707,0.9222971916362125,0.8519276647237446,D
global,vo,3,0.2710478043204479,0.33125217580560795,0.2506243038302656,0.1010513736280686,0.9045729090639046,0.8364131787241207,D
global,vo,9,0.5029048838081795,0.5910971056331288,0.46517827672758105,0.16364543637432102,0.9223877152058934,0.8531926049018606,D
global,zos,0,0.0068097473357361,0.0068097473357361,0.0068097473357361,0.0,1.0,1.0,D
global,zos,3,0.001248119915177,0.001248119915177,0.001248119915177,0.0,1.0,1.0,D
global,zos,9,0.0032416057603603,0.0032416057603603,0.0032416057603603,0.0,1.0,1.0,D
tropics,so,0,0.002831852034819584,0.00556262085767442,0.0020928821899833445,0.0042087085254209735,0.7135025816354509,0.5273145726722648,D
tropics,so,3,0.00036079346161678417,0.0005817810999804177,0.00010471673189636076,0.0007331410947338894,0.7874981188910154,0.22856353608865576,D
tropics,so,9,0.0010986658157563158,0.002007177723696619,0.0005045053242531286,0.0020968328944418317,0.7398435496984396,0.33973479886625046,D
tropics,sst,0,0.0035379888146476,0.0035379888146476,0.0035379888146476,0.0,1.0,1.0,D
tropics,sst,3,7.860092261001806e-05,7.860092261001806e-05,7.860092261001806e-05,0.0,1.0,1.0,D
tropics,sst,9,0.0003904461821851,0.0003904461821851,0.0003904461821851,0.0,1.0,1.0,D
tropics,thetao,0,0.0037689139197570106,0.005018571690612044,0.0030124759502962667,0.002762533719032689,0.8665987195675726,0.6926684601550047,D
tropics,thetao,3,0.0003829663669579111,0.000303547318987435,7.13612408788977e-05,0.0005437912052969541,1.1232259196393208,0.20929982977228956,D
tropics,thetao,9,0.0011338529718060001,0.0013055355775087021,0.0005262588678951986,0.0013868708125641556,0.9319315518657011,0.4325404224672017,D
tropics,uo,0,0.3413637779189639,0.46313475221316275,0.2983502348016498,0.20779806241622822,0.8585291251606477,0.7503501620389837,D
tropics,uo,3,0.06434307306616749,0.10718101578537353,0.04734858407914745,0.07682692051995374,0.7748041982990465,0.5701605468907702,D
tropics,uo,9,0.2430159510298969,0.351497530172728,0.203003878199685,0.18850572446459213,0.8314885084552415,0.6945856483063518,D
tropics,vo,0,0.33741318949006577,0.4424643999224074,0.28541401134192906,0.2090495672039311,0.8732565679268629,0.7386778814407606,D
tropics,vo,3,0.0881074993024,0.13395883679659296,0.06833889629223451,0.08538854395864742,0.8109998122511732,0.6290364895300676,D
tropics,vo,9,0.29263670689038684,0.3895317894673487,0.24534370579075016,0.19148108600413524,0.8667481981299466,0.7266730724806488,D
tropics,zos,0,0.0044696328919286,0.0044696328919286,0.0044696328919286,0.0,1.0,1.0,D
tropics,zos,3,0.000141801409652,0.000141801409652,0.000141801409652,0.0,1.0,1.0,D
tropics,zos,9,0.0009003529893093,0.0009003529893093,0.0009003529893093,0.0,1.0,1.0,D
