step,selection_split,selection_field_mse,selection_current_field_mse,selection_ts_mse,elapsed
0,fitting_set,0.0019428395753493533,0.0019438287406477485,0.0018763187472359277,0
3,fitting_set,0.0020019457369926386,0.0019932085235070257,0.001966343312233221,3.54130633501336
