model,region,lead_days,variable,normalized_mse,normalized_rmse
climatology,tropics,0,so,0.005562620857674422,0.0745829796781707
climatology,tropics,0,sst,0.0035379888146475505,0.0594809954073362
climatology,tropics,0,thetao,0.005018571690612032,0.07084187808501433
climatology,tropics,0,velocity,0.4527995760677851,0.6729038386484246
climatology,tropics,0,zos,0.004469632891928629,0.0668553131166748
climatology,tropics,5,so,0.00559176196079643,0.07477808476282627
climatology,tropics,5,sst,0.0036150958316136755,0.06012566699516668
climatology,tropics,5,thetao,0.005045052813136703,0.07102853520337234
climatology,tropics,5,velocity,0.45435751124162865,0.6740604655679108
climatology,tropics,5,zos,0.004459508571237505,0.066779552044301
climatology,tropics,10,so,0.005680756360481819,0.07537079248941077
climatology,tropics,10,sst,0.0037898622051050213,0.061561856738609026
climatology,tropics,10,thetao,0.005117979349444835,0.07154005416160121
climatology,tropics,10,velocity,0.4640833559400981,0.6812366372561726
climatology,tropics,10,zos,0.0045256025611770554,0.06727259888823275
climatology,tropics,15,so,0.005817021544046627,0.07626940109930473
climatology,tropics,15,sst,0.004149866810143697,0.06441945987156131
climatology,tropics,15,thetao,0.005246629037228039,0.07243361814260033
climatology,tropics,15,velocity,0.47831723400763476,0.6916048250320661
climatology,tropics,15,zos,0.004699319291793966,0.0685515812494064
climatology,tropics,20,so,0.005990181466844034,0.07739626261547798
climatology,tropics,20,sst,0.00465884880571988,0.06825576023838487
climatology,tropics,20,thetao,0.0054112970795855315,0.07356151901358163
climatology,tropics,20,velocity,0.4932686144536572,0.7023308440141706
climatology,tropics,20,zos,0.004832627536315008,0.0695171024735281
climatology,tropics,25,so,0.006198823234306967,0.07873260591589083
climatology,tropics,25,sst,0.005288495695114915,0.07272204407959745
climatology,tropics,25,thetao,0.0056073955876198775,0.07488254528005761
climatology,tropics,25,velocity,0.5119891826267384,0.7155341938906473
climatology,tropics,25,zos,0.005046524013383175,0.07103889085130183
climatology,tropics,30,so,0.006459588579312689,0.08037156573884005
climatology,tropics,30,sst,0.006092555021321482,0.07805482061552305
climatology,tropics,30,thetao,0.0058439693091898995,0.0764458586791325
climatology,tropics,30,velocity,0.5345585285381457,0.7311350959556966
climatology,tropics,30,zos,0.005308795273492085,0.07286148003912687
original,extratropics,0,so,0.005583435289152235,0.07472238813871138
original,extratropics,0,sst,0.0,0.0
original,extratropics,0,thetao,0.005580396340201132,0.07470205044174578
original,extratropics,0,velocity,0.1698454191986469,0.41212306317245445
original,extratropics,0,zos,0.0,0.0
original,extratropics,5,so,0.005682263540669409,0.07538079026296693
original,extratropics,5,sst,0.0008073392423513657,0.028413715743481453
original,extratropics,5,thetao,0.005835140629344301,0.07638809219599807
original,extratropics,5,velocity,0.25938996889889393,0.5093034153615053
original,extratropics,5,zos,0.0019571017568008587,0.044239142812681834
original,extratropics,10,so,0.005842234864325897,0.07643451356766717
original,extratropics,10,sst,0.0023422749110995596,0.04839705477712006
original,extratropics,10,thetao,0.006259118757648584,0.07911459257083098
original,extratropics,10,velocity,0.3803973237724934,0.6167635882349845
