model,region,lead_days,variable,normalized_mse,normalized_rmse
original,extratropics,10,zos,0.0032660167668992625,0.05714907494351298
original,extratropics,15,so,0.006047368967328281,0.07776483117276267
original,extratropics,15,sst,0.0043820915120474585,0.06619736786343894
original,extratropics,15,thetao,0.0067765580919569674,0.08231985235626317
original,extratropics,15,velocity,0.48807202392059207,0.6986215169321598
original,extratropics,15,zos,0.004260685682917593,0.06527392804878218
original,extratropics,20,so,0.006275628813221042,0.07921886652320292
original,extratropics,20,sst,0.006858784112740592,0.08281777655033122
original,extratropics,20,thetao,0.007355249611379615,0.08576275188786572
original,extratropics,20,velocity,0.5804661376513679,0.7618832834833482
original,extratropics,20,zos,0.00518992470549132,0.07204113203921299
original,extratropics,25,so,0.006524349563999634,0.08077344590891015
original,extratropics,25,sst,0.009848433455000723,0.0992392737528884
original,extratropics,25,thetao,0.007986659190892354,0.08936811059260655
original,extratropics,25,velocity,0.6604560699704034,0.812684483653037
original,extratropics,25,zos,0.0059416582055314094,0.07708215231512032
original,extratropics,30,so,0.006792718431467198,0.0824179496922072
original,extratropics,30,sst,0.013398058270339361,0.11574998172932625
original,extratropics,30,thetao,0.008665082162490649,0.09308642308355526
original,extratropics,30,velocity,0.7292374422865812,0.8539540047839703
original,extratropics,30,zos,0.006787142434129156,0.08238411518083541
original,global,0,so,0.0055241727702859305,0.07432477897905873
original,global,0,sst,0.0,0.0
original,global,0,thetao,0.0050254222751002975,0.07089021283012414
original,global,0,velocity,0.1939290402212528,0.44037375060424844
original,global,0,zos,0.0,0.0
original,global,5,so,0.005615372789320811,0.07493579111026194
original,global,5,sst,0.0006431060163491869,0.025359535018394698
original,global,5,thetao,0.005253650947326513,0.07248207328247801
original,global,5,velocity,0.2965508656856514,0.5445648406623874
original,global,5,zos,0.0014111399015580607,0.03756514210751852
original,global,10,so,0.005768643480688154,0.0759515864264082
original,global,10,sst,0.0018451112302518302,0.04295475794660971
original,global,10,thetao,0.005613973241089767,0.0749264522120844
original,global,10,velocity,0.43253339392938617,0.6576727103426036
original,global,10,zos,0.0024554079193903596,0.049552072806194086
original,global,15,so,0.005958365705478165,0.07719045086976863
original,global,15,sst,0.00338926241436799,0.05821737210118635
original,global,15,thetao,0.006042414875183619,0.0777329716091159
original,global,15,velocity,0.5378049075017262,0.7333518306391047
original,global,15,zos,0.003300508627705608,0.057450053330746424
original,global,20,so,0.0061703218394223505,0.07855139616469176
original,global,20,sst,0.005234123540411869,0.07234724279757916
original,global,20,thetao,0.006510451621444915,0.08068736965253555
original,global,20,velocity,0.6081578893065136,0.7798447853941921
original,global,20,zos,0.0040787027048115885,0.06386472191133058
original,global,25,so,0.006402936233198869,0.08001834935312568
original,global,25,sst,0.00743844932547267,0.08624644529180707
original,global,25,thetao,0.007010913251347239,0.08373119640460919
original,global,25,velocity,0.6611227089423312,0.8130945264496197
original,global,25,zos,0.00471159857415561,0.06864108517612182
original,global,30,so,0.006666539002092013,0.08164887630636451
original,global,30,sst,0.010055743804615361,0.10027833168045508
original,global,30,thetao,0.007555003582518686,0.08691952359808863
original,global,30,velocity,0.7159648192239403,0.8461470435000883
original,global,30,zos,0.005412730204900958,0.07357125936737088
original,tropics,0,so,0.005458325963000164,0.07388048431757986
original,tropics,0,sst,0.0,0.0
original,tropics,0,thetao,0.004137579607065168,0.06432402045165685
original,tropics,0,velocity,0.2355026842858929,0.48528618802299833
original,tropics,0,zos,0.0,0.0
original,tropics,5,so,0.005537032862303997,0.07441124150492315
original,tropics,5,sst,0.00035848081769826164,0.01893358966752638
original,tropics,5,thetao,0.004323052982831017,0.06574992762605156
original,tropics,5,velocity,0.36224223954968476,0.6018656324709734
original,tropics,5,zos,0.0004649578865306535,0.021562882148049075
original,tropics,10,so,0.005679770494329187,0.07536425209825402
original,tropics,10,sst,0.0009834992474725343,0.031360791563232814
original,tropics,10,thetao,0.004578362929155973,0.06766360121332572
original,tropics,10,velocity,0.525944962776734,0.7252206304130723
original,tropics,10,zos,0.001050578159835105,0.03241262346424777
original,tropics,15,so,0.005843938983463599,0.07644566033113717
original,tropics,15,sst,0.0016686349814390325,0.040848928767337735
original,tropics,15,thetao,0.004858556749820702,0.06970334819663043
original,tropics,15,velocity,0.6286812333795125,0.7928942132337155
original,tropics,15,zos,0.001636468895917914,0.04045329276978469
original,tropics,20,so,0.006028792007510827,0.07764529610678825
original,tropics,20,sst,0.002418497383284018,0.04917822061933533
original,tropics,20,thetao,0.00514098480955288,0.07170066115143486
original,tropics,20,velocity,0.6630002341764458,0.8142482632320721
original,tropics,20,zos,0.002152893962714817,0.04639928838586662
original,tropics,25,so,0.006234588154453186,0.07895940827066263
original,tropics,25,sst,0.003261814392501002,0.05711229633363556
original,tropics,25,thetao,0.005420572156563151,0.07362453501763627
original,tropics,25,velocity,0.6716414606084791,0.8195373454629624
original,tropics,25,zos,0.0025798376318010336,0.050792102061255874
original,tropics,30,so,0.0064907915518132905,0.08056544887117113
original,tropics,30,sst,0.004263328786967553,0.0652941711561419
original,tropics,30,thetao,0.0057371565431233625,0.07574401985056882
original,tropics,30,velocity,0.7040022547925678,0.8390484221977703
original,tropics,30,zos,0.0030307984461706403,0.05505268791049753
truth,extratropics,0,so,0.0,0.0
truth,extratropics,0,sst,0.0,0.0
truth,extratropics,0,thetao,0.0,0.0
truth,extratropics,0,velocity,0.0,0.0
truth,extratropics,0,zos,0.0,0.0
truth,extratropics,5,so,0.00021507349863930357,0.01466538436725419
truth,extratropics,5,sst,0.0008073392423513657,0.028413715743481453
truth,extratropics,5,thetao,0.00026479084149497764,0.016272395075555952
truth,extratropics,5,velocity,0.13786202842485532,0.3712977624829637
truth,extratropics,5,zos,0.0019571017568008587,0.044239142812681834
truth,extratropics,10,so,0.0005731591550500728,0.023940742575159876
truth,extratropics,10,sst,0.0023422749110995596,0.04839705477712006
truth,extratropics,10,thetao,0.0008113384913699198,0.02848400413161604
truth,extratropics,10,velocity,0.3156223335916821,0.5618027532788373
truth,extratropics,10,zos,0.0032660167668992625,0.05714907494351298
truth,extratropics,15,so,0.0009711166603563444,0.03116274475004319
truth,extratropics,15,sst,0.0043820915120474585,0.06619736786343894
truth,extratropics,15,thetao,0.0014712980778361093,0.03835750354019549
truth,extratropics,15,velocity,0.45906139024350634,0.6775406926845843
truth,extratropics,15,zos,0.004260685682917593,0.06527392804878218
truth,extratropics,20,so,0.001385554945595646,0.03722304320707331
truth,extratropics,20,sst,0.006858784112740592,0.08281777655033122
truth,extratropics,20,thetao,0.002193970090327154,0.04683983443957882
truth,extratropics,20,velocity,0.5749650703607437,0.7582645121332949
truth,extratropics,20,zos,0.00518992470549132,0.07204113203921299
truth,extratropics,25,so,0.0018162883295611812,0.042617934365254975
truth,extratropics,25,sst,0.009848433455000723,0.0992392737528884
truth,extratropics,25,thetao,0.002968578738945127,0.0544846651723687
truth,extratropics,25,velocity,0.6724368713118813,0.820022482199044
truth,extratropics,25,zos,0.0059416582055314094,0.07708215231512032
truth,extratropics,30,so,0.0022625264336332395,0.04756602183947318
truth,extratropics,30,sst,0.013398058270339361,0.11574998172932625
truth,extratropics,30,thetao,0.003786226625019266,0.06153232179122828
truth,extratropics,30,velocity,0.7558624206000918,0.8694034855003123
truth,extratropics,30,zos,0.006787142434129156,0.08238411518083541
truth,global,0,so,0.0,0.0
truth,global,0,sst,0.0,0.0
truth,global,0,thetao,0.0,0.0
truth,global,0,velocity,0.0,0.0
truth,global,0,zos,0.0,0.0
truth,global,5,so,0.00026079973105410954,0.016149295063689607
truth,global,5,sst,0.0006431060163491869,0.025359535018394698
truth,global,5,thetao,0.00026271944906731335,0.01620862267644334
truth,global,5,velocity,0.16972243368570183,0.41197382645709646
truth,global,5,zos,0.0014111399015580607,0.03756514210751852
truth,global,10,so,0.0006850335994933387,0.026173146534059267
truth,global,10,sst,0.0018451112302518302,0.04295475794660971
truth,global,10,thetao,0.0007641235062714184,0.027642783981925885
truth,global,10,velocity,0.37136626903884656,0.6093982844075347
truth,global,10,zos,0.0024554079193903596,0.049552072806194086
truth,global,15,so,0.0011351375934459125,0.033691803060179375
truth,global,15,sst,0.00338926241436799,0.05821737210118635
truth,global,15,thetao,0.0013529863115311223,0.03678296224519067
truth,global,15,velocity,0.5238622025106893,0.7237832565835502
truth,global,15,zos,0.003300508627705608,0.057450053330746424
truth,global,20,so,0.0015890675071507233,0.039863109602121145
truth,global,20,sst,0.005234123540411869,0.07234724279757916
truth,global,20,thetao,0.001976810163977099,0.0444613333580663
truth,global,20,velocity,0.6239492953108828,0.7899046115265329
truth,global,20,zos,0.0040787027048115885,0.06386472191133058
truth,global,25,so,0.0020461394671340695,0.04523427314696313
truth,global,25,sst,0.00743844932547267,0.08624644529180707
truth,global,25,thetao,0.002622685182447668,0.05121215854118696
truth,global,25,velocity,0.6965241955988335,0.8345802511435515
truth,global,25,zos,0.00471159857415561,0.06864108517612182
truth,global,30,so,0.0025214673538412335,0.05021421465921013
truth,global,30,sst,0.010055743804615361,0.10027833168045508
truth,global,30,thetao,0.0033034785245782622,0.057475895161173976
truth,global,30,velocity,0.7664922855433982,0.8754954514692799
truth,global,30,zos,0.005412730204900958,0.07357125936737088
truth,tropics,0,so,0.0,0.0
truth,tropics,0,sst,0.0,0.0
truth,tropics,0,thetao,0.0,0.0
truth,tropics,0,velocity,0.0,0.0
truth,tropics,0,zos,0.0,0.0
truth,tropics,5,so,0.0003404126266003254,0.01845027443157216
truth,tropics,5,sst,0.00035848081769826164,0.01893358966752638
truth,tropics,5,thetao,0.00026161080372282604,0.016174387275035368
truth,tropics,5,velocity,0.2260795318972614,0.4754782139039195
truth,tropics,5,zos,0.0004649578865306535,0.021562882148049075
truth,tropics,10,so,0.0008800619941270973,0.02966583884077943
truth,tropics,10,sst,0.0009834992474725343,0.031360791563232814
truth,tropics,10,thetao,0.0006909988761730634,0.02628685747998538
truth,tropics,10,velocity,0.47093808495898565,0.6862492877657401
truth,tropics,10,zos,0.001050578159835105,0.03241262346424777
truth,tropics,15,so,0.0014212796397807047,0.037699862596310675
truth,tropics,15,sst,0.0016686349814390325,0.040848928767337735
truth,tropics,15,thetao,0.0011636219377066256,0.03411190316746671
truth,tropics,15,velocity,0.6400227418000047,0.8000142134987382
truth,tropics,15,zos,0.001636468895917914,0.04045329276978469
truth,tropics,20,so,0.0019443855646521836,0.04409518754526602
truth,tropics,20,sst,0.002418497383284018,0.04917822061933533
truth,tropics,20,thetao,0.0016233623675105406,0.040290971290235
truth,tropics,20,velocity,0.7143699405462358,0.8452040821873944
truth,tropics,20,zos,0.002152893962714817,0.04639928838586662
truth,tropics,25,so,0.002447909043313857,0.04947634832234345
truth,tropics,25,sst,0.003261814392501002,0.05711229633363556
truth,tropics,25,thetao,0.002053440156621914,0.04531489994054841
truth,tropics,25,velocity,0.7462364386990944,0.863849777854399
truth,tropics,25,zos,0.0025798376318010336,0.050792102061255874
truth,tropics,30,so,0.0029744322503092086,0.05453835577196299
truth,tropics,30,sst,0.004263328786967553,0.0652941711561419
truth,tropics,30,thetao,0.002503850283367905,0.0500384880204019
truth,tropics,30,velocity,0.794621639290368,0.8914155256054093
truth,tropics,30,zos,0.0030307984461706403,0.05505268791049753
E,extratropics,0,ts,0.005498733640683803,0.07415344658668134
E,extratropics,5,ts,0.005625109501760439,0.07500073000818351
E,extratropics,10,ts,0.00588112124931821,0.07668846881584095
E,extratropics,15,ts,0.00621322633885032,0.07882402133138298
E,extratropics,20,ts,0.006592611210807477,0.08119489645788999
E,extratropics,25,ts,0.0070144660192721945,0.08375240903563427
E,extratropics,30,ts,0.00747465691679465,0.08645609820478051
E,global,0,ts,0.005198034997316411,0.07209739937970308
E,global,5,ts,0.0053106912502694685,0.07287448970846704
E,global,10,ts,0.005531588444045334,0.07437464920283883
E,global,15,ts,0.005812426481098604,0.07623927125241035
E,global,20,ts,0.006130391432952976,0.07829681623765411
E,global,25,ts,0.006480041596980088,0.08049870556089761
E,global,30,ts,0.00687023515426537,0.08288688167777437
E,tropics,0,ts,0.004733355171588434,0.06879938351168878
E,tropics,5,ts,0.004823685459451529,0.06945275703275954
E,tropics,10,ts,0.004986731384532515,0.07061679251093549
E,tropics,15,ts,0.005182197669431211,0.07198748272742429
E,tropics,20,ts,0.005397330371826893,0.07346652551895246
E,tropics,25,ts,0.005625426869884725,0.07500284574524306
E,tropics,30,ts,0.005897464114691674,0.07679494849722653
blur3_truth,extratropics,0,ts,0.0039132521740240685,0.06255599231108135
blur3_truth,extratropics,5,ts,0.004018753738245768,0.0633936411499274
blur3_truth,extratropics,10,ts,0.004232072020026113,0.06505437740864263
blur3_truth,extratropics,15,ts,0.004521236725725771,0.06724014221970215
blur3_truth,extratropics,20,ts,0.0048600394228662455,0.06971398297950165
blur3_truth,extratropics,25,ts,0.005249975324377592,0.07245671345277532
blur3_truth,extratropics,30,ts,0.00568915720655184,0.07542650201720771
blur3_truth,global,0,ts,0.003623764963527699,0.0601977156005749
blur3_truth,global,5,ts,0.0037589807106523624,0.061310526915468296
blur3_truth,global,10,ts,0.0040091387351841815,0.06331776002974349
blur3_truth,global,15,ts,0.00431931340790852,0.06572148361006863
blur3_truth,global,20,ts,0.004662768197232588,0.0682844652701666
blur3_truth,global,25,ts,0.005037871626634312,0.07097796578258855
blur3_truth,global,30,ts,0.005456136949750024,0.07386566827525508
blur3_truth,tropics,0,ts,0.0031130827519714973,0.05579500651466489
blur3_truth,tropics,5,ts,0.0032993929700487206,0.05744034270483351
blur3_truth,tropics,10,ts,0.0036131921196082997,0.06010983380120344
blur3_truth,tropics,15,ts,0.003959831928361784,0.0629271954592113
blur3_truth,tropics,20,ts,0.004311714543816548,0.06566364704931145
blur3_truth,tropics,25,ts,0.004661841857668294,0.06827768198810132
blur3_truth,tropics,30,ts,0.005044637994866194,0.0710256150615128
blur9_truth,extratropics,0,ts,0.020112202910601715,0.14181749860507947
blur9_truth,extratropics,5,ts,0.020164610013774845,0.142002147919582
blur9_truth,extratropics,10,ts,0.02027561854641427,0.14239248065264637
blur9_truth,extratropics,15,ts,0.020441731566945776,0.14297458363970073
blur9_truth,extratropics,20,ts,0.020639335677554736,0.14366396791664476
blur9_truth,extratropics,25,ts,0.020881793204136082,0.14450533970804014
blur9_truth,extratropics,30,ts,0.02117045964404112,0.1455007204244746
blur9_truth,global,0,ts,0.019672425751087845,0.14025842488452467
blur9_truth,global,5,ts,0.01972705135656805,0.14045302188478556
blur9_truth,global,10,ts,0.019840369178983887,0.1408558453845061
blur9_truth,global,15,ts,0.020002021254008483,0.14142850226884424
blur9_truth,global,20,ts,0.020190108413361222,0.14209190129406116
blur9_truth,global,25,ts,0.020412091532691412,0.14287089113143872
blur9_truth,global,30,ts,0.020673895862043434,0.14378419893035338
blur9_truth,tropics,0,ts,0.0187364613391158,0.1368811942493044
blur9_truth,tropics,5,ts,0.018794700580266645,0.1370937656506183
blur9_truth,tropics,10,ts,0.018911646481375263,0.13751962216853006
blur9_truth,tropics,15,ts,0.019065056200276827,0.13807626950449098
blur9_truth,tropics,20,ts,0.01923616375304174,0.13869449791913788
blur9_truth,tropics,25,ts,0.01942232041970338,0.13936398537535938
blur9_truth,tropics,30,ts,0.019637274579228862,0.14013306026498124
climatology,extratropics,0,ts,0.007250924283745398,0.08515235923769462
climatology,extratropics,5,ts,0.00728712101168831,0.08536463560332411
climatology,extratropics,10,ts,0.007384661746050654,0.08593405463522977
climatology,extratropics,15,ts,0.007548687879371077,0.08688318525106614
climatology,extratropics,20,ts,0.007764334019517221,0.08811545845943958
climatology,extratropics,25,ts,0.008040292646016084,0.08966767893737455
climatology,extratropics,30,ts,0.008368353471438631,0.0914787050161874
climatology,global,0,ts,0.006485719892270755,0.0805339673198257
climatology,global,5,ts,0.006518837302677539,0.08073931695696675
climatology,global,10,ts,0.006610335464306012,0.08130396954826997
climatology,global,15,ts,0.006762903433628115,0.08223687392908437
climatology,global,20,ts,0.006961582599564017,0.08343609889948125
climatology,global,25,ts,0.0072107426988377195,0.08491609210766661
climatology,global,30,ts,0.007509905786373571,0.08665971259110875
climatology,tropics,0,ts,0.005290596274143227,0.07273648516489663
climatology,tropics,5,ts,0.005318407386966567,0.07292741176654062
climatology,tropics,10,ts,0.005399367854963327,0.07348039095543332
climatology,tropics,15,ts,0.0055318252906373325,0.07437624143930192
climatology,tropics,20,ts,0.005700739273214782,0.07550324015043845
climatology,tropics,25,ts,0.005903109410963422,0.07683169535395808
climatology,tropics,30,ts,0.006151778944251294,0.0784332770209896
original,extratropics,0,ts,0.0055819158146766835,0.0747122199822538
original,extratropics,5,ts,0.005758702085006855,0.075886112596488
original,extratropics,10,ts,0.0060506768109872405,0.07778609651465511
original,extratropics,15,ts,0.006411963529642625,0.08007473715000646
original,extratropics,20,ts,0.006815439212300328,0.08255567341073736
original,extratropics,25,ts,0.007255504377445994,0.08517924851421263
original,extratropics,30,ts,0.007728900296978923,0.0879141643705889
original,global,0,ts,0.005274797522693114,0.07262780130702784
original,global,5,ts,0.0054345118683236625,0.07371914180403664
original,global,10,ts,0.00569130836088896,0.07544076060651139
original,global,15,ts,0.006000390290330892,0.07746218619643323
original,global,20,ts,0.006340386730433633,0.07962654538804025
original,global,25,ts,0.006706924742273053,0.08189581639054008
original,global,30,ts,0.00711077129230535,0.08432538936942628
original,tropics,0,ts,0.004797952785032666,0.06926725622567034
original,tropics,5,ts,0.0049300429225675076,0.0702142643810181
original,tropics,10,ts,0.00512906671174258,0.0716175028309601
original,tropics,15,ts,0.00535124786664215,0.0731522239350394
original,tropics,20,ts,0.005584888408531854,0.07473211095996053
original,tropics,25,ts,0.005827580155508168,0.07633858890173545
original,tropics,30,ts,0.0061139740474683265,0.07819190525539281
truth,extratropics,0,ts,0.0,0.0
truth,extratropics,5,ts,0.0002399321700671406,0.015489744028457687
truth,extratropics,10,ts,0.0006922488232099963,0.026310621870453695
truth,extratropics,15,ts,0.0012212073690962269,0.034945777557470754
truth,extratropics,20,ts,0.0017897625179614002,0.04230558494999685
truth,extratropics,25,ts,0.002392433534253154,0.048912508975242255
truth,extratropics,30,ts,0.0030243765293262526,0.05499433179270617
truth,global,0,ts,0.0,0.0
truth,global,5,ts,0.0002617595900607114,0.01617898606404961
truth,global,10,ts,0.0007245785528823786,0.026917996821501755
truth,global,15,ts,0.0012440619524885174,0.03527126241699491
truth,global,20,ts,0.0017829388355639112,0.04222486039721045
truth,global,25,ts,0.002334412324790869,0.04831575648575596
truth,global,30,ts,0.002912472939209748,0.05396733214834459
truth,tropics,0,ts,0.0,0.0
truth,tropics,5,ts,0.0003010117151615757,0.017349689194956077
truth,tropics,10,ts,0.0007855304351500804,0.028027315874876075
truth,tropics,15,ts,0.001292450788743665,0.0359506716035134
truth,tropics,20,ts,0.001783873966081362,0.04223593216778058
truth,tropics,25,ts,0.0022506745999678855,0.04744127527763019
truth,tropics,30,ts,0.002739141266838557,0.05233680604353457
