arm,label,method,composite,spectral_error_dex,sst_rmse/day5,velocity_rmse/day5,eke_rmse/day5,sst_variance_map_rmse/day5,sst_rmse/day15,velocity_rmse/day15,eke_rmse/day15,sst_variance_map_rmse/day15,sst_rmse/day30,velocity_rmse/day30,eke_rmse/day30,sst_variance_map_rmse/day30,sst_rmse,velocity_rmse,eke_rmse,ohc_0_700_rmse,ohc_700_2000_rmse
obs75,D → 75% OM4 → observations,source-with-zero-forcing,2.543567114731224,0.4281640324622843,0.5639304358638364,0.14186552515445722,0.02346207674811494,1.0572521671337825,0.9755162565025395,0.14521893920502926,0.02728645025689551,1.8518180844453511,1.4859010073702204,0.1546018495590342,0.028988126394611274,2.767710493928443,1.0084492332455322,0.14722877130617354,0.026578884466540578,6164538826.617072,4263138556.7896004
obs75,D → 75% OM4 → observations,source-inferred-persistence,2.431262684277979,0.21547029800701537,0.3944099539665385,0.16744416106774598,0.021567117818721917,0.16251468924275256,0.7643892954350137,0.19491757410394006,0.025517135713339648,0.27778724600509047,1.214907939785774,0.21752296731551957,0.027071356355541164,0.07244246647559771,0.7912357297291087,0.19329490082906853,0.02471853662920091,6227323022.405569,4246217860.4683495
obs75,D → 75% OM4 → observations,inferred-anomaly-persistence,2.4313433131913347,0.21547029800701537,0.3944099539665385,0.16744416106774598,0.021567117818721917,0.16251468924275256,0.7643892954350137,0.19491757410394006,0.025517135713339648,0.27778724600509047,1.214907939785774,0.21752296731551957,0.027071356355541164,0.07244246647559771,0.7912357297291087,0.19329490082906853,0.02471853662920091,6225538655.316918,4247411099.123182
obs75,D → 75% OM4 → observations,seasonal-climatology,1.3780512850815465,1.6402581261804532,0.9487160727374434,0.20042391938808574,0.031029778121511163,1.144697945573061,0.8456264659447679,0.20017246937158076,0.031028839217341862,1.15419287476738,0.9173717495967937,0.2000667019186821,0.03073433926687305,1.114814998744051,0.9039047627596682,0.20022103022611618,0.030930985535242025,838171742.102,372852154.41622376
random-4000,Observation-only random (4k),selected,0.9343445088210505,0.5891105823604056,1.0890919168123052,0.11663017527703023,0.024043736578790387,2.2609010898702055,0.900220655998194,0.12933637452609587,0.02800148206866472,1.815949398835257,1.161320425345488,0.14386482119358143,0.029233725550223185,1.8239098326393797,1.050210999385329,0.12994379033223583,0.0270929813992261,999882268.5329134,716767593.5988955
random-4000,Observation-only random (4k),selected-inferred-persistence,0.7098494087927502,0.21547029798499365,0.39440995383291055,0.16744415841785681,0.02156711782767133,0.16251467757023647,0.7643892957441745,0.19491757181153732,0.025517135714456952,0.2777872303620848,1.2149079399642753,0.2175229653238281,0.027071356336568504,0.07244246294509057,0.79123572984712,0.19329489851774073,0.02471853662623226,925014024.6494952,647509166.7294017
random-4000,Observation-only random (4k),selected-inferred-anomaly-persistence,0.7161427194226172,0.21547029798499365,0.39440995383291055,0.16744415841785681,0.02156711782767133,0.16251467757023647,0.7643892957441745,0.19491757181153732,0.025517135714456952,0.2777872303620848,1.2149079399642753,0.2175229653238281,0.027071356336568504,0.07244246294509057,0.79123572984712,0.19329489851774073,0.02471853662623226,930788718.3791256,667526379.734388
random-4000,Observation-only random (4k),source-with-zero-forcing,2.5798964523075942,0.4227307794272249,0.5687457423980282,0.14247478552036538,0.023441829669773297,1.0178124277535496,0.9897962427422713,0.14542824378706418,0.027180080692106787,1.840060975383162,1.5145320530455526,0.1546355466059335,0.028923961282578466,2.780925712962188,1.0243580127286174,0.1475128586377877,0.026515290548152853,6335756111.267691,4312745039.291337
random-4000,Observation-only random (4k),source-inferred-persistence,2.4585628507975015,0.21547029800701537,0.3944099539665385,0.16744416106774598,0.021567117818721917,0.16251468924275256,0.7643892954350137,0.19491757410394006,0.025517135713339648,0.27778724600509047,1.214907939785774,0.21752296731551957,0.027071356355541164,0.07244246647559771,0.7912357297291087,0.19329490082906853,0.02471853662920091,6350697049.561506,4283487647.259622
random-4000,Observation-only random (4k),inferred-anomaly-persistence,2.4585482250518567,0.21547029800701537,0.3944099539665385,0.16744416106774598,0.021567117818721917,0.16251468924275256,0.7643892954350137,0.19491757410394006,0.025517135713339648,0.27778724600509047,1.214907939785774,0.21752296731551957,0.027071356355541164,0.07244246647559771,0.7912357297291087,0.19329490082906853,0.02471853662920091,6348301212.394705,4284642085.559053
random-4000,Observation-only random (4k),seasonal-climatology,1.3780512850815465,1.6402581261804532,0.9487160727374434,0.20042391938808574,0.031029778121511163,1.144697945573061,0.8456264659447679,0.20017246937158076,0.031028839217341862,1.15419287476738,0.9173717495967937,0.2000667019186821,0.03073433926687305,1.114814998744051,0.9039047627596682,0.20022103022611618,0.030930985535242025,838171742.102,372852154.41622376
random,Observation-only random (8k),selected,0.9125436045876036,0.5107823987908141,1.1019173732834338,0.11599441453199792,0.023215404238858373,2.036498661008708,0.9736002644459611,0.12649025359433447,0.02720219123109741,1.540597402507002,1.3747144087532333,0.14268144748993752,0.029063413659676584,1.8085891877857971,1.1500773488275426,0.1283887052054233,0.026493669709877456,1035392564.775852,731621576.2350394
random,Observation-only random (8k),selected-inferred-persistence,0.7085676787105892,0.21547029798499362,0.39440995383291055,0.16744415841785681,0.02156711782767133,0.16251467757023647,0.7643892957441745,0.19491757181153732,0.025517135714456952,0.2777872303620848,1.2149079399642753,0.2175229653238281,0.027071356336568504,0.07244246294509057,0.79123572984712,0.19329489851774073,0.02471853662623226,843175937.0697905,684093458.6744102
random,Observation-only random (8k),selected-inferred-anomaly-persistence,0.7139626425579467,0.21547029798499362,0.39440995383291055,0.16744415841785681,0.02156711782767133,0.16251467757023647,0.7643892957441745,0.19491757181153732,0.025517135714456952,0.2777872303620848,1.2149079399642753,0.2175229653238281,0.027071356336568504,0.07244246294509057,0.79123572984712,0.19329489851774073,0.02471853662623226,846108850.2107892,702270277.5372216
random,Observation-only random (8k),source-with-zero-forcing,2.5799676253295933,0.42291221071534224,0.5687037413949092,0.1424767226057864,0.02344086563059952,1.017764869854446,0.9897035212963637,0.14542810997236463,0.027179731923770344,1.8399621002373632,1.5143974505200009,0.15463107349710054,0.028923904107928444,2.7809521089067974,1.0242682377370913,0.1475119686917505,0.026514833887432768,6335750889.239528,4312723584.168614
random,Observation-only random (8k),source-inferred-persistence,2.4585622974713246,0.2154702980070154,0.3944099539665385,0.16744416106774598,0.021567117818721917,0.16251468924275256,0.7643892954350137,0.19491757410394006,0.025517135713339648,0.27778724600509047,1.214907939785774,0.21752296731551957,0.027071356355541164,0.07244246647559771,0.7912357297291087,0.19329490082906853,0.02471853662920091,6350720123.067642,4283474000.162777
random,Observation-only random (8k),inferred-anomaly-persistence,2.4585481695263782,0.2154702980070154,0.3944099539665385,0.16744416106774598,0.021567117818721917,0.16251468924275256,0.7643892954350137,0.19491757410394006,0.025517135713339648,0.27778724600509047,1.214907939785774,0.21752296731551957,0.027071356355541164,0.07244246647559771,0.7912357297291087,0.19329490082906853,0.02471853662920091,6348326352.555855,4284629210.2962003
random,Observation-only random (8k),seasonal-climatology,1.3780512850815465,1.6402581261804532,0.9487160727374434,0.20042391938808574,0.031029778121511163,1.144697945573061,0.8456264659447679,0.20017246937158076,0.031028839217341862,1.15419287476738,0.9173717495967937,0.2000667019186821,0.03073433926687305,1.114814998744051,0.9039047627596682,0.20022103022611618,0.030930985535242025,838171742.102,372852154.41622376
