region,channel,mse,mean_bias_mse,temporal_amplitude_mse,temporal_pattern_mse,origins
global,uo_0,0.11270449307179396,0.01173842729290591,0.012501427747449154,0.08846463803143889,99
global,uo_1,0.1288206049432992,0.01269605016012038,0.014988931771731991,0.1011356230114468,99
global,uo_2,0.14070145202716658,0.014094711733525082,0.016855738923709007,0.10975100136993252,99
global,uo_3,0.15356522075625295,0.015264204453283206,0.019275791312206185,0.11902522499076353,99
global,uo_4,0.15001841850068634,0.016070880296116922,0.01982141947802811,0.11412611872654133,99
global,uo_5,0.14682455526196253,0.017440029502541744,0.0203747327902248,0.109009792969196,99
global,uo_6,0.15549814819005578,0.020077500898589933,0.020220167813390654,0.11520047947807517,99
global,uo_7,0.20207730364432963,0.025594319103661767,0.0257285822871131,0.15075440225355477,99
global,uo_8,0.22272898761107585,0.02574781217072672,0.03042265278816464,0.1665585226521845,99
global,uo_9,0.22955171077219894,0.026112581284062516,0.03242130155748137,0.17101782793065504,99
global,uo_10,0.23808713669952064,0.025657794952120234,0.0364410130507744,0.17598832869662598,99
global,uo_11,0.2536431697081324,0.02614331637985119,0.039936369247749286,0.1875634840805319,99
global,uo_12,0.27918492102447173,0.029855273091805395,0.04468494113495929,0.204644706797707,99
global,uo_13,0.30778357213160323,0.0356336505025455,0.04809780627833949,0.22405211535071823,99
global,uo_14,0.3439086233322808,0.044421788244880335,0.05313542124517416,0.2463514138422263,99
global,uo_15,0.42662328482583556,0.057640824147437056,0.07599535494214887,0.2929871057362496,99
global,uo_16,0.5069490026824957,0.0647591905874823,0.10412283293374598,0.3380669791612673,99
global,uo_17,0.4906081542742897,0.07028734362560873,0.09349903353717728,0.3268217771115036,99
global,uo_18,0.39634082929466724,0.05475790286947424,0.0727186100070889,0.26886431641810404,99
global,vo_0,0.1827894248123197,0.01603589378678325,0.02132559295718603,0.14542793806835042,99
global,vo_1,0.18551005171107462,0.01562272603595025,0.02158653887500415,0.1483007868001202,99
global,vo_2,0.1871698587364855,0.016808583766106874,0.02142790842121254,0.14893336654916609,99
global,vo_3,0.19888053609651954,0.017081374459356195,0.024783869145976037,0.1570152924911873,99
global,vo_4,0.20453243036601662,0.018431861231754176,0.02826973776242926,0.1578308313718332,99
global,vo_5,0.21125601319538623,0.02073484723951392,0.03313066448997613,0.15739050146589617,99
global,vo_6,0.20933128691280303,0.021029775280417228,0.0320635546305353,0.15623795700185053,99
global,vo_7,0.2080068209730834,0.01921039025553197,0.033049103639685266,0.15574732707786615,99
global,vo_8,0.21358491491613918,0.01902095522145543,0.03724185806369214,0.15732210163099164,99
global,vo_9,0.2198737264352708,0.01996251140890346,0.041369929124565524,0.1585412859018018,99
global,vo_10,0.23177090996940258,0.021464337708869168,0.04736684805299248,0.16293972420754094,99
global,vo_11,0.25397956512578374,0.02427522417847871,0.05541011669129996,0.17429422425600505,99
global,vo_12,0.29040061140760615,0.029913761883108583,0.06508842637403549,0.1953984231504621,99
global,vo_13,0.3341486332810435,0.03802833816685736,0.07378739925777836,0.2223328958564078,99
global,vo_14,0.38710747219629676,0.04873303209610283,0.07779192828103994,0.26058251181915404,99
global,vo_15,0.4853745946932238,0.0637552616317356,0.09574103891700114,0.32587829414448716,99
global,vo_16,0.5452787197281025,0.06961873654235697,0.11246366423128247,0.3631963189544631,99
global,vo_17,0.5151345851872374,0.08005046196721642,0.09705140305705848,0.33803272016296254,99
global,vo_18,0.4556284533572242,0.0658968580512797,0.07625164612719355,0.3134799491787508,99
global,thetao_0,0.0,0.0,0.0,0.0,99
global,thetao_1,0.0018849157609111403,0.0004479301931909742,0.0002129908673622132,0.001223994700357952,99
global,thetao_2,0.002230284116505539,0.0005274366694707215,0.00036401274573277245,0.0013388347013020435,99
global,thetao_3,0.004347661436758535,0.0010564466003198548,0.0006910022458764656,0.0026002125905622135,99
global,thetao_4,0.00548981831012009,0.0015807887331658482,0.0008240951279872627,0.0030849344489669805,99
global,thetao_5,0.006375013986996463,0.0023176822342429724,0.0008769518891199986,0.0031803798636334895,99
global,thetao_6,0.007405834457053587,0.0029584529179559568,0.0010180709556100852,0.0034293105834875435,99
global,thetao_7,0.008070393565903918,0.0038726960809864984,0.0008222161905116829,0.003375481294405737,99
global,thetao_8,0.009746768676473685,0.00549845351788651,0.0008096258246239594,0.003438689333963216,99
global,thetao_9,0.010561078219521042,0.005969629826217751,0.0009693575026550958,0.0036220908906481964,99
global,thetao_10,0.009923661564104128,0.005792259447247299,0.0007500296952018524,0.0033813724216549767,99
global,thetao_11,0.012790658334165053,0.008329641303480073,0.0011711013991754656,0.0032899156315095066,99
global,thetao_12,0.014064300905709093,0.011098154366694677,0.0008588073210620686,0.0021073392179523473,99
global,thetao_13,0.00788289216959907,0.006167061471719583,0.00039864102148193963,0.0013171896763975492,99
