index,date,members,mean_mse,sample_mse,d_mse,climatology_mse,crps,d_mae,spread_variance,coverage90,anomaly_correlation,mean_anomaly_m2,sample_anomaly_m2,truth_anomaly_m2
306,2019-01-13 12:00:00,16,0.0014141410089717526,0.0016535908593940487,0.0019656724735489044,0.0028977036427815907,0.020812033122555307,0.031424048242126856,0.00023944970404914294,0.3602936565876007,0.716955255590483,0.0014277222127041529,0.0016671717118308816,0.0028977036427815907
312,2019-02-12 12:00:00,16,0.0014491333262387678,0.0016919453094376795,0.0019797125863907903,0.002955838141040615,0.021267642662558872,0.031633867642882896,0.00024281185146307401,0.36002862453460693,0.7167100528956416,0.0012829863311811984,0.0015257980801830654,0.002955838141040615
318,2019-03-14 12:00:00,16,0.0014609285433067438,0.001700412703596118,0.0020086991546383335,0.0029413331470645983,0.02167826731404099,0.03213518330908616,0.00023948411637742827,0.34057000279426575,0.7120143778896061,0.0012841457236519868,0.001523629883941361,0.0029413331470645983
324,2019-04-13 12:00:00,16,0.001595192538163942,0.0018245821032268972,0.002097741807898324,0.002937671242070508,0.021835149718541058,0.031949156826023506,0.00022938953578832469,0.34965816140174866,0.6773440454307823,0.00114475468708779,0.001374144135052223,0.002937671242070508
330,2019-05-13 12:00:00,16,0.001518224264849451,0.0017457134379915476,0.00209208946221961,0.002926386223264851,0.021226232259673572,0.032248599915412735,0.00022748943661377204,0.3538588285446167,0.6941807947208667,0.0012417817031011081,0.001469270993341727,0.002926386223264851
336,2019-06-12 12:00:00,16,0.0014877525360416604,0.001718984412158339,0.002019630535906188,0.002929560530011455,0.021418193762678284,0.03152749433197832,0.0002312317882927865,0.3524828851222992,0.7035032549520618,0.001242157823555221,0.0014733896996718993,0.002929560530011455
342,2019-07-12 12:00:00,16,0.0014577078655452491,0.0016822104408722304,0.0019488696552668297,0.0028892760621207856,0.021021184123558245,0.031092735958185624,0.00022450251677772018,0.3541458547115326,0.7039958576626837,0.0013449362505972469,0.0015694387088257059,0.0028892760621207856
348,2019-08-11 12:00:00,16,0.001441973922576108,0.0016731990069784842,0.0019908168050777825,0.002850210589848832,0.0208125813160287,0.031247640903337093,0.00023122502585311495,0.37263426184654236,0.7035951179503768,0.0012954586119059868,0.001526683696308363,0.002850210589848832
354,2019-09-10 12:00:00,16,0.0014261801422619945,0.001655067471762157,0.0020074590812855764,0.002946488760811075,0.020417563666686678,0.031140147428419418,0.0002288871831270095,0.37434202432632446,0.7213043580426806,0.001318243759503043,0.0015471310890032054,0.002946488760811075
360,2019-10-10 12:00:00,16,0.0015170756454427285,0.0017490186608862522,0.0020230987599441446,0.003068089487253367,0.021784319634550298,0.03186648660833957,0.00023194311790473098,0.3506704270839691,0.7128723401271949,0.001384292010106357,0.0016162350255498807,0.003068089487253367
366,2019-11-09 12:00:00,16,0.0015959600018800864,0.001836365259147061,0.002116098874868892,0.0030252192497899322,0.022000693579920738,0.032262990324326335,0.0002404052865416051,0.35297155380249023,0.6891983160146519,0.001222380234408799,0.0014627853745772508,0.0030252192497899322
372,2019-12-09 12:00:00,16,0.0017188023239559274,0.0019482858020338884,0.0022268527651765394,0.0030081825857585227,0.022729277050711483,0.032936200970511864,0.00022948341952869986,0.3586947023868561,0.6547832406805942,0.0011112078339819112,0.00134069119496135,0.0030081825857585227
