run,arm,phase,learning_rate,step,elapsed_hours,split,ts_rmse
C,C,reconstruction,0.0003,59479,2.3353435272224954,train probe,0.0431483819041014
C,C,reconstruction,0.0003,67837,2.6687450743636063,validation,0.05646470926229848
C,C,reconstruction,0.0003,67837,2.6687450743636063,train probe,0.042863136239459664
C,C,reconstruction,0.0003,76270,3.0021393105677756,validation,0.05657590259442222
C,C,reconstruction,0.0003,76270,3.0021393105677756,train probe,0.04267418201514021
C,C,reconstruction,0.0003,84812,3.335535340233877,validation,0.05641071957357839
C,C,reconstruction,0.0003,84812,3.335535340233877,train probe,0.04238661175500684
C,C,reconstruction,0.0003,93083,3.668928526734445,validation,0.05620907322798941
C,C,reconstruction,0.0003,93083,3.668928526734445,train probe,0.04216304109766464
C,C,reconstruction,0.0003,101375,4.002624055335554,validation,0.056264922030378875
C,C,reconstruction,0.0003,101375,4.002624055335554,train probe,0.04191529919647659
C,C,reconstruction,0.0003,109657,4.3360207472550005,validation,0.056624955032159204
C,C,reconstruction,0.0003,109657,4.3360207472550005,train probe,0.041891420689061695
C,C,reconstruction,0.0003,117977,4.669416306736934,validation,0.05635025763828793
C,C,reconstruction,0.0003,117977,4.669416306736934,train probe,0.04159263494900721
C,C,reconstruction,0.0003,126257,5.00281598525138,validation,0.05634676818544517
C,C,reconstruction,0.0003,126257,5.00281598525138,train probe,0.04150268608992434
C,C,reconstruction,0.0003,134704,5.336198224680832,validation,0.05631679627002395
C,C,reconstruction,0.0003,134704,5.336198224680832,train probe,0.041477370193835
C,C,reconstruction,0.0003,142930,5.669606380841384,validation,0.05659986747812643
C,C,reconstruction,0.0003,142930,5.669606380841384,train probe,0.04147995790800518
D,D,reconstruction,0.0003,0,0.0,validation,1.0190318554362268
D,D,reconstruction,0.0003,8776,0.33335104972722346,validation,0.05939376183274577
D,D,reconstruction,0.0003,8776,0.33335104972722346,train probe,0.05122428214239595
D,D,reconstruction,0.0003,17482,0.6670188699644415,validation,0.057015455113082314
D,D,reconstruction,0.0003,17482,0.6670188699644415,train probe,0.046975209985577616
D,D,reconstruction,0.0003,26186,1.000670550666675,validation,0.05673114966517287
D,D,reconstruction,0.0003,26186,1.000670550666675,train probe,0.04464056470000347
D,D,reconstruction,0.0003,34812,1.3343632998200095,validation,0.05615664341262842
D,D,reconstruction,0.0003,34812,1.3343632998200095,train probe,0.0438297699872023
D,D,reconstruction,0.0003,43439,1.6680442049824988,validation,0.05518815441988327
D,D,reconstruction,0.0003,43439,1.6680442049824988,train probe,0.0433850844731346
D,D,reconstruction,0.0003,52094,2.001740001358056,validation,0.056140342756815224
D,D,reconstruction,0.0003,52094,2.001740001358056,train probe,0.04223949497676581
D,D,reconstruction,0.0003,60834,2.3351255820033354,validation,0.05612607839218454
D,D,reconstruction,0.0003,60834,2.3351255820033354,train probe,0.04173150766699341
D,D,reconstruction,0.0003,69566,2.668503237210001,validation,0.05629287425218496
D,D,reconstruction,0.0003,69566,2.668503237210001,train probe,0.041422699976008184
D,D,reconstruction,0.0003,78350,3.001893083875281,validation,0.0558786689009254
D,D,reconstruction,0.0003,78350,3.001893083875281,train probe,0.041079504076156556
D,D,reconstruction,0.0003,87138,3.335298197404999,validation,0.055887562052365516
D,D,reconstruction,0.0003,87138,3.335298197404999,train probe,0.04097597016078229
D,D,reconstruction,0.0003,95919,3.6686947211638876,validation,0.055275179781598745
D,D,reconstruction,0.0003,95919,3.6686947211638876,train probe,0.040475484690833057
E,E,reconstruction,0.0003,0,0.0,validation,0.9617324270334138
E,E,reconstruction,0.0003,8174,0.33333478416582996,validation,0.0946070320034576
E,E,reconstruction,0.0003,8174,0.33333478416582996,train probe,0.09177702323855985
E,E,reconstruction,0.0003,16273,0.666961582342208,validation,0.08766382412478173
E,E,reconstruction,0.0003,16273,0.666961582342208,train probe,0.08390887049005157
E,E,reconstruction,0.0003,24234,1.000592990700275,validation,0.09101901314122472
E,E,reconstruction,0.0003,24234,1.000592990700275,train probe,0.08725921003230246
E,E,reconstruction,0.0003,32145,1.3339653016491664,validation,0.09589595733201267
E,E,reconstruction,0.0003,32145,1.3339653016491664,train probe,0.09166723085450176
E,E,reconstruction,0.0003,39341,1.667355335884996,validation,0.9270932522075257
E,E,reconstruction,0.0003,39341,1.667355335884996,train probe,0.9290669718460567
E,E,reconstruction,0.0003,46641,2.0007468088377696,validation,0.9270857300173752
E,E,reconstruction,0.0003,46641,2.0007468088377696,train probe,0.9290658491262255
E,E,reconstruction,0.0003,54279,2.334145060458056,validation,0.9270909376939799
E,E,reconstruction,0.0003,54279,2.334145060458056,train probe,0.9290667793798962
E,E,reconstruction,0.0003,62426,2.6675196462941595,validation,0.9270869194275724
E,E,reconstruction,0.0003,62426,2.6675196462941595,train probe,0.9290660415925786
E-lr1,E,reconstruction,0.0001,0,0.0,validation,0.9617324270334138
E-lr1,E,reconstruction,0.0001,8896,0.3333587339519484,validation,0.11098987239711693
E-lr1,E,reconstruction,0.0001,8896,0.3333587339519484,train probe,0.10841951938483042
E-lr1,E,reconstruction,0.0001,17820,0.6669269651933347,validation,0.09959890273152354
E-lr1,E,reconstruction,0.0001,17820,0.6669269651933347,train probe,0.09672459609338527
E-lr1,E,reconstruction,0.0001,26303,1.000522300272504,validation,0.13041509821464575
E-lr1,E,reconstruction,0.0001,26303,1.000522300272504,train probe,0.12764961948007467
E-lr1,E,reconstruction,0.0001,34532,1.3339096408327815,validation,0.10999123222049502
E-lr1,E,reconstruction,0.0001,34532,1.3339096408327815,train probe,0.10620768296901403
E-lr1,E,reconstruction,0.0001,42544,1.667289048436958,validation,0.10099267665000643
E-lr1,E,reconstruction,0.0001,42544,1.667289048436958,train probe,0.09769423699654467
E-lr1,E,reconstruction,0.0001,51050,2.000653051816399,validation,0.09890786147047778
E-lr1,E,reconstruction,0.0001,51050,2.000653051816399,train probe,0.095153329002635
E-lr1,E,reconstruction,0.0001,59961,2.334206542434452,validation,0.09911380233630675
E-lr1,E,reconstruction,0.0001,59961,2.334206542434452,train probe,0.09571161037896998
E-lr1,E,reconstruction,0.0001,68199,2.667598634922502,validation,0.10291750417769481
E-lr1,E,reconstruction,0.0001,68199,2.667598634922502,train probe,0.09932069928578463
E-lr1,E,reconstruction,0.0001,76529,3.000966701445836,validation,0.12221417151819258
E-lr1,E,reconstruction,0.0001,76529,3.000966701445836,train probe,0.11972169586172819
E-lr1,E,reconstruction,0.0001,84613,3.334332128497222,validation,0.21370403389508388
E-lr1,E,reconstruction,0.0001,84613,3.334332128497222,train probe,0.21329044280309953
E-lr1,E,reconstruction,0.0001,93323,3.667710728631678,validation,0.18985638517553333
E-lr1,E,reconstruction,0.0001,93323,3.667710728631678,train probe,0.19031374409461574
E-lr1,E,reconstruction,0.0001,102283,4.001102685802503,validation,0.22979347256106195
E-lr1,E,reconstruction,0.0001,102283,4.001102685802503,train probe,0.22944381691090876
F,F,reconstruction,0.0003,0,0.0,validation,0.9600969064995445
F,F,reconstruction,0.0003,7287,0.33334512908721486,validation,0.10633673949034146
F,F,reconstruction,0.0003,7287,0.33334512908721486,train probe,0.1029220377343239
F,F,reconstruction,0.0003,14633,0.666972156218334,validation,0.09332311317070317
F,F,reconstruction,0.0003,14633,0.666972156218334,train probe,0.08941290005136164
F,F,reconstruction,0.0003,22391,1.0006358351202733,validation,0.08865954170496429
F,F,reconstruction,0.0003,22391,1.0006358351202733,train probe,0.08496271602917581
F,F,reconstruction,0.0003,30672,1.3342356000872193,validation,0.08816901991634463
F,F,reconstruction,0.0003,30672,1.3342356000872193,train probe,0.08354643090745233
F,F,reconstruction,0.0003,39614,1.6678434769647235,validation,0.08626802507916194
F,F,reconstruction,0.0003,39614,1.6678434769647235,train probe,0.08135905912879007
F,F,reconstruction,0.0003,48668,2.00142779050694,validation,0.08336900218403852
F,F,reconstruction,0.0003,48668,2.00142779050694,train probe,0.07902453640047871
F,F,reconstruction,0.0003,57726,2.335040967606943,validation,0.08317632120303219
F,F,reconstruction,0.0003,57726,2.335040967606943,train probe,0.07841111185254275
F,F,reconstruction,0.0003,66366,2.668659255705279,validation,0.08291160112701335
F,F,reconstruction,0.0003,66366,2.668659255705279,train probe,0.07777966528998931
F,F,reconstruction,0.0003,74434,3.002268131354164,validation,0.08814147543264432
F,F,reconstruction,0.0003,74434,3.002268131354164,train probe,0.08274879153005255
F,F,reconstruction,0.0003,83396,3.335633950222497,validation,0.09060218211366157
F,F,reconstruction,0.0003,83396,3.335633950222497,train probe,0.08550256426351192
F,F,reconstruction,0.0003,92471,3.6689954378369376,validation,0.14410596859928418
F,F,reconstruction,0.0003,92471,3.6689954378369376,train probe,0.14255829242047816
F,F,reconstruction,0.0003,101543,4.002370102569726,validation,0.16982125449157354
F,F,reconstruction,0.0003,101543,4.002370102569726,train probe,0.1574401175196945
F,F,reconstruction,0.0003,110629,4.335747774347773,validation,0.22272062207662643
F,F,reconstruction,0.0003,110629,4.335747774347773,train probe,0.21387351910698796
F,F,reconstruction,0.0003,119700,4.669128743108611,validation,0.6473713578384866
F,F,reconstruction,0.0003,119700,4.669128743108611,train probe,0.6517248587183715
F-lr1,F,reconstruction,0.0001,0,0.0,validation,0.9600969064995445
F-lr1,F,reconstruction,0.0001,8743,0.3333598513891694,validation,0.11549660377700763
F-lr1,F,reconstruction,0.0001,8743,0.3333598513891694,train probe,0.11258721679570564
F-lr1,F,reconstruction,0.0001,17809,0.6669320705852846,validation,0.1010916920545322
F-lr1,F,reconstruction,0.0001,17809,0.6669320705852846,train probe,0.0983847766417524
F-lr1,F,reconstruction,0.0001,26879,1.000483603344441,validation,0.0950413419149911
F-lr1,F,reconstruction,0.0001,26879,1.000483603344441,train probe,0.09186127108385049
F-lr1,F,reconstruction,0.0001,35936,1.3340537036636184,validation,0.0911732246475545
F-lr1,F,reconstruction,0.0001,35936,1.3340537036636184,train probe,0.0878650654609212
F-lr1,F,reconstruction,0.0001,44225,1.6676468116488994,validation,0.08898758853974126
F-lr1,F,reconstruction,0.0001,44225,1.6676468116488994,train probe,0.08549606401550415
F-lr1,F,reconstruction,0.0001,51905,2.0012930118452803,validation,0.08833676329240492
F-lr1,F,reconstruction,0.0001,51905,2.0012930118452803,train probe,0.08403383506346666
F-lr1,F,reconstruction,0.0001,60890,2.334945051796676,validation,0.08785894670743312
F-lr1,F,reconstruction,0.0001,60890,2.334945051796676,train probe,0.08320677138115558
F-lr1,F,reconstruction,0.0001,69956,2.668513941949447,validation,0.08879267534591224
F-lr1,F,reconstruction,0.0001,69956,2.668513941949447,train probe,0.08483810150020511
F-lr1,F,reconstruction,0.0001,79025,3.0018764107375078,validation,0.09023294943141676
F-lr1,F,reconstruction,0.0001,79025,3.0018764107375078,train probe,0.08754399079353495
F-lr1,F,reconstruction,0.0001,87431,3.3352727912080526,validation,0.09327900811157887
F-lr1,F,reconstruction,0.0001,87431,3.3352727912080526,train probe,0.08957948380708429
F-lr1,F,reconstruction,0.0001,95086,3.668647162798621,validation,0.09093633542019755
F-lr1,F,reconstruction,0.0001,95086,3.668647162798621,train probe,0.08647547656270102
F-lr1,F,reconstruction,0.0001,103860,4.002019039615003,validation,0.0911863395964826
F-lr1,F,reconstruction,0.0001,103860,4.002019039615003,train probe,0.08639472198586008
F-lr1,F,reconstruction,0.0001,112916,4.335381319108338,validation,0.09774527306786333
F-lr1,F,reconstruction,0.0001,112916,4.335381319108338,train probe,0.09264722068464275
