region,channel,mse,mean_bias_mse,temporal_amplitude_mse,temporal_pattern_mse,origins
global,uo_0,0.27167902015315804,0.03553672522699227,0.07033097113237514,0.16581132379379068,99
global,uo_1,0.2796671929998426,0.03855645168224185,0.06363576787708666,0.17747497344051405,99
global,uo_2,0.28624564376879147,0.041856285091771764,0.06309072335518394,0.1812986353218358,99
global,uo_3,0.2869784577227461,0.04388433808929171,0.06484573919213181,0.17824838044132257,99
global,uo_4,0.26094517199485345,0.04176008518614412,0.061719109134526,0.1574659776741833,99
global,uo_5,0.25088748100356173,0.046566515209369275,0.060959212089933004,0.1433617537042594,99
global,uo_6,0.25992953742531305,0.05164272417113521,0.06664431095279803,0.1416425023013798,99
global,uo_7,0.33311206103221913,0.060894187869637996,0.09174657339380027,0.1804712997687809,99
global,uo_8,0.36159923476997263,0.05822943339542437,0.10714697561181363,0.19622282576273456,99
global,uo_9,0.3636130754935872,0.05575088950004889,0.11139934114674128,0.196462844846797,99
global,uo_10,0.36909314968686796,0.05667700121934903,0.11686587009537618,0.19555027837214273,99
global,uo_11,0.3801712892021129,0.05740190320199365,0.1240416893741722,0.19872769662594708,99
global,uo_12,0.40357457131470775,0.064274436286831,0.1323555929801962,0.20694454204768056,99
global,uo_13,0.4306420573674192,0.07853608256345411,0.13958621022339407,0.21251976458057106,99
global,uo_14,0.4652462268855511,0.0939880750570767,0.1573445253389676,0.21391362648950682,99
global,uo_15,0.5442666595929626,0.1055263193658,0.20147333781560506,0.23726700241155746,99
global,uo_16,0.6165459655215114,0.11212227446970224,0.2578832872906069,0.24654040376120223,99
global,uo_17,0.6001909094749216,0.13711680569269585,0.24382934738228063,0.21924475639994503,99
global,uo_18,0.46590312471070844,0.09377452949298364,0.1833473454928089,0.18878124972491592,99
global,vo_0,0.4417928710433504,0.047735714021388494,0.14345188376011145,0.2506052732618505,99
global,vo_1,0.42246186107597805,0.0480599132862739,0.1279484167863883,0.24645353100331582,99
global,vo_2,0.4140321530180299,0.050812832936494495,0.11889466562567448,0.24432465445586096,99
global,vo_3,0.4148902599564225,0.05315030604279463,0.11810002445957374,0.24363992945405408,99
global,vo_4,0.40699667439789605,0.05446440217132096,0.11602724043434597,0.23650503179222906,99
global,vo_5,0.40180833536500227,0.05805972003727984,0.11547583958850627,0.22827277573921614,99
global,vo_6,0.3952447114811952,0.061494713649097504,0.11267217470013394,0.22107782313196375,99
global,vo_7,0.39085744139542694,0.056456205261850655,0.11578573454522502,0.21861550158835127,99
global,vo_8,0.3941617347083362,0.05295280167368136,0.1246323632076202,0.21657656982703463,99
global,vo_9,0.39638310119451187,0.053416317795825015,0.13190953883984152,0.21105724455884528,99
global,vo_10,0.4032936858962014,0.0567560228395034,0.14362572719673508,0.2029119358599629,99
global,vo_11,0.420417422372007,0.061971032935998996,0.1607880722113205,0.1976583172246876,99
global,vo_12,0.4520640144364745,0.07451760833726745,0.18170170287682302,0.19584470322238404,99
global,vo_13,0.48861516631828006,0.08913997742004047,0.1976150329144783,0.2018601559837613,99
global,vo_14,0.5354548333404805,0.10100669842476273,0.21911968990027905,0.2153284450154388,99
global,vo_15,0.6222428110799298,0.11504518830414334,0.27335595337978197,0.23384166939600448,99
global,vo_16,0.661454206752871,0.1118018516950083,0.309357439238291,0.24029491581957182,99
global,vo_17,0.6328568854674858,0.139017801924529,0.26469579123443304,0.22914329230852384,99
global,vo_18,0.554643324255713,0.11869373206289464,0.21509915364593607,0.22085043854688227,99
global,thetao_0,0.0,0.0,0.0,0.0,99
global,thetao_1,0.0022872008048302685,0.0006703551700649714,0.00034543963218254786,0.0012714060025827481,99
global,thetao_2,0.002724386641121618,0.0007710936022483235,0.0005231270107994114,0.0014301660280738831,99
global,thetao_3,0.005648201269340993,0.001505908353572096,0.0009973891026997539,0.003144903813069141,99
global,thetao_4,0.007729364921167407,0.0026996972658018775,0.0013946226893566725,0.0036350449660088593,99
global,thetao_5,0.008418993134351712,0.0037445630305432617,0.0014146127725466237,0.003259817331261825,99
global,thetao_6,0.009563140858030833,0.004705656102612276,0.0015036584995145234,0.003353826255904032,99
global,thetao_7,0.01036301231111883,0.005839580210006201,0.0012771004750143063,0.0032463316260983176,99
global,thetao_8,0.01232339409806954,0.00781989979941532,0.0012406609635194409,0.0032628333351347794,99
global,thetao_9,0.013188378668717311,0.008501612148330416,0.0013703925447606385,0.003316373975626259,99
global,thetao_10,0.012917028410508015,0.008971818191603299,0.0010779303861937375,0.002867279832710982,99
global,thetao_11,0.01767862667108569,0.013462678331734697,0.0016509405638987775,0.002565007775452213,99
global,thetao_12,0.01964853522283842,0.017014987513621974,0.001043970828339809,0.0015895768808766465,99
global,thetao_13,0.010162210115241843,0.008857602034843167,0.0003327532408558795,0.0009718548395427982,99
global,thetao_14,0.007449765811360071,0.0063271926876832954,0.00034969217727265,0.0007728809464041369,99
global,thetao_15,0.006441222470189407,0.00525006064421488,0.00041786935258223806,0.0007732924733922862,99
global,thetao_16,0.012578270430520152,0.010758414048268439,0.0006911414507885478,0.00112871493146316,99
global,thetao_17,0.012417718817805798,0.010600559112284972,0.0009666464115277785,0.0008505132939930413,99
global,thetao_18,0.00838345011625586,0.00671229859425546,0.0010457181628165534,0.0006254333591838447,99
global,so_0,0.027344677510137118,0.013418392592477362,0.007129476315168542,0.006796808602491217,99
global,so_1,0.021259519333832032,0.010725915032154566,0.004744493979920767,0.005789110321756699,99
global,so_2,0.016455159937452057,0.008213941338291147,0.0035446107790277053,0.004696607820133197,99
global,so_3,0.011917650276279133,0.005473107168074005,0.002466625436665444,0.0039779176715396955,99
global,so_4,0.01102556455165564,0.005283166625062355,0.002090247347057756,0.003652150579535529,99
global,so_5,0.011276191572809513,0.00635069282277491,0.0017187150558620776,0.0032067836941725245,99
global,so_6,0.014443948606910395,0.008647158854675176,0.002315331208201578,0.0034814585440336317,99
global,so_7,0.017135297334312165,0.01133361824549084,0.002391130280334811,0.0034105488084865093,99
global,so_8,0.013800897457384885,0.009606670028261443,0.0015147714253773543,0.0026794560037460805,99
