split,variant,seed,region,lead_step,method,weighted_squared_error,weight,weighted_bias_u,weighted_bias_v,vector_rmse_m_per_s,bias_u_m_per_s,bias_v_m_per_s,forecast_dates,minimum_valid_cells,maximum_valid_cells,minimum_lead_days,maximum_lead_days
test,D0,15,global_outside_5deg,4,samudra,98469.27856445312,3845922.880859375,-36208.40730977331,-5594.630366333172,0.16001109319336418,-0.00941475126554865,-0.0014546912508768368,118,624487,624500,20.0,20.0
test,D0,15,global_outside_5deg,4,seasonal_climatology,140704.5692138672,3845922.880859375,-2208.4075447694318,935.4601162445483,0.191273063926162,-0.000574220444138485,0.00024323423667702845,118,624487,624500,20.0,20.0
test,D0,15,global_outside_5deg,6,damped_linear,302189.826171875,3845922.728515625,-554.3156075068567,166.0136361886793,0.2803106782963787,-0.00014413071885113011,4.316613928765907e-05,118,624487,624500,30.0,30.0
test,D0,15,global_outside_5deg,6,persistence,200924.24951171875,3845922.728515625,-760.4593341016791,171.11674488736793,0.2285682484778255,-0.00019773130865663195,4.449302728279522e-05,118,624487,624500,30.0,30.0
test,D0,15,global_outside_5deg,6,samudra,143337.4423828125,3845922.728515625,-57373.889860200245,-5856.6622257395975,0.19305433067958483,-0.014918107801490934,-0.0015228236860598701,118,624487,624500,30.0,30.0
test,D0,15,global_outside_5deg,6,seasonal_climatology,140707.18591308594,3845922.728515625,-2324.7772023829757,952.5836838498093,0.19127484626995375,-0.0006044783960805807,0.0002476866414363632,118,624487,624500,30.0,30.0
test,D0,15,gulf_stream,1,damped_linear,3299.114095687866,159350.86157226562,-0.4958562828171642,-0.21707491266695111,0.14388696750363492,-3.1117263999999986e-06,-1.3622449889830537e-06,118,21273,21273,5.0,5.0
test,D0,15,gulf_stream,1,persistence,3572.1201610565186,159350.86157226562,-1.268503594367815,-0.738098881905624,0.14972206962480092,-7.960443902542369e-06,-4.631910205084747e-06,118,21273,21273,5.0,5.0
test,D0,15,gulf_stream,1,samudra,1370.8851642608643,159350.86157226562,-266.91601577456476,-47.80946158022694,0.09275201009293962,-0.001675020851101695,-0.000300026376440678,118,21273,21273,5.0,5.0
test,D0,15,gulf_stream,1,seasonal_climatology,12356.287864685059,159350.86157226562,-44.964830272994135,-8.637433757770044,0.2784625531709558,-0.0002821750057033898,-5.4203872338983034e-05,118,21273,21273,5.0,5.0
test,D0,15,gulf_stream,2,damped_linear,10037.241661071777,159350.86157226562,1.3067719974931449,2.173852016099058,0.25097472226276396,8.200595745762715e-06,1.3641921949152538e-05,118,21273,21273,10.0,10.0
test,D0,15,gulf_stream,2,persistence,9130.656341552734,159350.86157226562,-0.23852286422932023,1.131802875332966,0.23937224372374935,-1.4968407567796558e-06,7.102583972033897e-06,118,21273,21273,10.0,10.0
test,D0,15,gulf_stream,2,samudra,3957.4477043151855,159350.86157226562,-747.6013815708362,-26.794532709442116,0.15759062732119286,-0.004691542764152542,-0.00016814802533898315,118,21273,21273,10.0,10.0
