split,variant,seed,region,lead_step,method,weighted_squared_error,weight,weighted_bias_u,weighted_bias_v,vector_rmse_m_per_s,bias_u_m_per_s,bias_v_m_per_s,forecast_dates,minimum_valid_cells,maximum_valid_cells,minimum_lead_days,maximum_lead_days
test,D0,17,southern_ocean,2,persistence,26430.91111755371,851759.26171875,41.01990895171523,-3.12457084420987,0.17615607895614507,4.8159040699999995e-05,-3.668373194915255e-06,118,139797,139797,10.0,10.0
test,D0,17,southern_ocean,2,samudra,11306.59506225586,851759.26171875,-564.0697318563488,2239.773037147643,0.11521459218516059,-0.0006622407964406779,0.0026295845995593222,118,139797,139797,10.0,10.0
test,D0,17,southern_ocean,2,seasonal_climatology,38417.165435791016,851759.26171875,-695.0351280159733,-28.392787679988118,0.2123754081866458,-0.0008159994956949152,-3.3334286994067796e-05,118,139797,139797,10.0,10.0
test,D0,17,southern_ocean,4,damped_linear,59543.43325805664,851759.26171875,56.958622596563565,-0.7087240911506738,0.2643982058869519,6.687173847881356e-05,-8.32070894915251e-07,118,139797,139797,20.0,20.0
test,D0,17,southern_ocean,4,persistence,44449.790435791016,851759.26171875,77.79262198429205,-2.694050286798409,0.22844224871501606,9.133170072881355e-05,-3.1629245584745766e-06,118,139797,139797,20.0,20.0
test,D0,17,southern_ocean,4,samudra,23898.501205444336,851759.26171875,279.48910850170853,6620.091122100396,0.16750466251962343,0.00032813157550847454,0.007772256105254237,118,139797,139797,20.0,20.0
test,D0,17,southern_ocean,4,seasonal_climatology,38510.492614746094,851759.26171875,-686.6850215864948,-27.713939306966473,0.21263321449055514,-0.0008061961312881357,-3.2537291406779665e-05,118,139797,139797,20.0,20.0
test,D0,17,southern_ocean,6,damped_linear,87545.9306640625,851759.26171875,89.84279381741608,0.8430735902915178,0.3205970705139114,0.00010547909233898307,9.898026686440656e-07,118,139797,139797,30.0,30.0
test,D0,17,southern_ocean,6,persistence,53500.470703125,851759.26171875,121.09379156181896,-2.134933931189193,0.2506226796819588,0.00014216903414406782,-2.5064992271186434e-06,118,139797,139797,30.0,30.0
test,D0,17,southern_ocean,6,samudra,32777.89994812012,851759.26171875,2497.5464949958496,12583.763446422263,0.19616979141986682,0.0029322211183898305,0.014773849856389831,118,139797,139797,30.0,30.0
test,D0,17,southern_ocean,6,seasonal_climatology,38599.453125,851759.26171875,-671.6993691548756,-26.19814796178448,0.2128786676963058,-0.000788602366118644,-3.0757690745762716e-05,118,139797,139797,30.0,30.0
test,D4,15,global_outside_5deg,1,damped_linear,27433.24774169922,3845924.107421875,-96.93379259633457,14.2399168461144,0.0844575069837466,-2.5204291579563796e-05,3.702599543926041e-06,118,624489,624500,5.0,5.0
test,D4,15,global_outside_5deg,1,persistence,31544.43113708496,3845924.107421875,-131.30033182287653,14.999974189893774,0.09056512585202303,-3.414012553432679e-05,3.900226257961456e-06,118,624489,624500,5.0,5.0
test,D4,15,global_outside_5deg,1,samudra,12990.615036010742,3845924.107421875,10521.308355863806,-13871.716469713394,0.058118514004234206,0.00273570358176329,-0.0036068617274437934,118,624489,624500,5.0,5.0
test,D4,15,global_outside_5deg,1,seasonal_climatology,140708.361328125,3845924.107421875,-2012.4686375502622,893.7283722568222,0.19127561089773085,-0.0005232731019487864,0.0002323832575198514,118,624489,624500,5.0,5.0
test,D4,15,global_outside_5deg,2,damped_linear,89074.21203613281,3845923.544921875,-189.48336549861529,31.83424637260531,0.15218633957135283,-4.926862515215819e-05,8.277399693667593e-06,118,624487,624500,10.0,10.0
test,D4,15,global_outside_5deg,2,persistence,87412.56359863281,3845923.544921875,-258.1695160167038,33.37373716113186,0.15076016545388077,-6.712809368183845e-05,8.67769126747157e-06,118,624487,624500,10.0,10.0
test,D4,15,global_outside_5deg,2,samudra,39776.59976196289,3845923.544921875,22844.66351649699,-29829.855243313283,0.10169825579501254,0.00593996818960712,-0.007756226793093787,118,624487,624500,10.0,10.0
test,D4,15,global_outside_5deg,2,seasonal_climatology,140706.06982421875,3845923.544921875,-2088.5202316307355,905.5235078057755,0.1912740673710968,-0.0005430477770127282,0.00023545021039261715,118,624487,624500,10.0,10.0
test,D4,15,global_outside_5deg,4,damped_linear,204122.14624023438,3845922.880859375,-362.99495999104704,94.06405395543142,0.23038000178998325,-9.438435747051056e-05,2.4458122762568945e-05,118,624487,624500,20.0,20.0
test,D4,15,global_outside_5deg,4,persistence,163141.49682617188,3845922.880859375,-500.4077811982921,97.46058417649199,0.20595955063406624,-0.00013011383657450653,2.5341273654118185e-05,118,624487,624500,20.0,20.0
test,D4,15,global_outside_5deg,4,samudra,81796.44927978516,3845922.880859375,42902.77934889748,-52672.687700833674,0.14583673747780979,0.011155392522928284,-0.013695721243652164,118,624487,624500,20.0,20.0
test,D4,15,global_outside_5deg,4,seasonal_climatology,140704.5692138672,3845922.880859375,-2208.4075447694318,935.4601162445483,0.191273063926162,-0.000574220444138485,0.00024323423667702845,118,624487,624500,20.0,20.0
test,D4,15,global_outside_5deg,6,damped_linear,302189.826171875,3845922.728515625,-554.3156075068567,166.0136361886793,0.2803106782963787,-0.00014413071885113011,4.316613928765907e-05,118,624487,624500,30.0,30.0
test,D4,15,global_outside_5deg,6,persistence,200924.24951171875,3845922.728515625,-760.4593341016791,171.11674488736793,0.2285682484778255,-0.00019773130865663195,4.449302728279522e-05,118,624487,624500,30.0,30.0
test,D4,15,global_outside_5deg,6,samudra,109681.90283203125,3845922.728515625,58715.88567115701,-71364.60708871525,0.1688757189777644,0.015267047680341471,-0.018555912878743454,118,624487,624500,30.0,30.0
test,D4,15,global_outside_5deg,6,seasonal_climatology,140707.18591308594,3845922.728515625,-2324.7772023829757,952.5836838498093,0.19127484626995375,-0.0006044783960805807,0.0002476866414363632,118,624487,624500,30.0,30.0
test,D4,15,gulf_stream,1,damped_linear,3299.114095687866,159350.86157226562,-0.4958562828171642,-0.21707491266695111,0.14388696750363492,-3.1117263999999986e-06,-1.3622449889830537e-06,118,21273,21273,5.0,5.0
test,D4,15,gulf_stream,1,persistence,3572.1201610565186,159350.86157226562,-1.268503594367815,-0.738098881905624,0.14972206962480092,-7.960443902542369e-06,-4.631910205084747e-06,118,21273,21273,5.0,5.0
test,D4,15,gulf_stream,1,samudra,1583.9744319915771,159350.86157226562,418.16714312697826,-547.1815635092472,0.09970039422608028,0.0026241912908474578,-0.0034338161595762716,118,21273,21273,5.0,5.0
test,D4,15,gulf_stream,1,seasonal_climatology,12356.287864685059,159350.86157226562,-44.964830272994135,-8.637433757770044,0.2784625531709558,-0.0002821750057033898,-5.4203872338983034e-05,118,21273,21273,5.0,5.0
test,D4,15,gulf_stream,2,damped_linear,10037.241661071777,159350.86157226562,1.3067719974931449,2.173852016099058,0.25097472226276396,8.200595745762715e-06,1.3641921949152538e-05,118,21273,21273,10.0,10.0
test,D4,15,gulf_stream,2,persistence,9130.656341552734,159350.86157226562,-0.23852286422932023,1.131802875332966,0.23937224372374935,-1.4968407567796558e-06,7.102583972033897e-06,118,21273,21273,10.0,10.0
test,D4,15,gulf_stream,2,samudra,4169.3418617248535,159350.86157226562,917.343559861742,-1178.1797775967318,0.1617545646487606,0.005756753059322034,-0.0073936203794067795,118,21273,21273,10.0,10.0
test,D4,15,gulf_stream,2,seasonal_climatology,12322.88410949707,159350.86157226562,-44.758416835999604,-8.2380034431918,0.27808590323873184,-0.00028087966638135596,-5.169726327118643e-05,118,21273,21273,10.0,10.0
test,D4,15,gulf_stream,4,damped_linear,20519.66244506836,159350.86157226562,6.721989780740956,10.794343824701567,0.35884582528781406,4.218357977118645e-05,6.773947575932203e-05,118,21273,21273,20.0,20.0
test,D4,15,gulf_stream,4,persistence,14992.542945861816,159350.86157226562,3.6313981372801925,8.71023796049915,0.3067329580090432,2.2788694717118633e-05,5.466075222033899e-05,118,21273,21273,20.0,20.0
test,D4,15,gulf_stream,4,samudra,7812.334693908691,159350.86157226562,1739.357587018611,-2139.7446752566566,0.2214181472892004,0.010915269424067797,-0.013427882686949152,118,21273,21273,20.0,20.0
test,D4,15,gulf_stream,4,seasonal_climatology,12248.992156982422,159350.86157226562,-42.752830349354504,-2.895473116560095,0.27725090363818095,-0.0002682936880762712,-1.8170426491525416e-05,118,21273,21273,20.0,20.0
test,D4,15,gulf_stream,6,damped_linear,29672.388900756836,159350.86157226562,7.1523677097368275,15.397398503506814,0.4315181311557357,4.488439936355931e-05,9.662576249406781e-05,118,21273,21273,30.0,30.0
test,D4,15,gulf_stream,6,persistence,17826.196487426758,159350.86157226562,2.5165024681435098,12.271250311597893,0.33446612344752924,1.5792211245762708e-05,7.700774373305086e-05,118,21273,21273,30.0,30.0
test,D4,15,gulf_stream,6,samudra,9860.944435119629,159350.86157226562,2346.313780257772,-2913.9030241543696,0.24876085901638206,0.014724198897372882,-0.018286082644322035,118,21273,21273,30.0,30.0
test,D4,15,gulf_stream,6,seasonal_climatology,12179.417266845703,159350.86157226562,-45.94923049713695,-0.8653356452372127,0.2764623828112767,-0.0002883525701949153,-5.430379457627112e-06,118,21273,21273,30.0,30.0
test,D4,15,kuroshio,1,damped_linear,2636.329963684082,168432.75634765625,5.345647314119864,0.6787297399033979,0.12510843888686504,3.1737575457627125e-05,4.02967780508475e-06,118,21916,21916,5.0,5.0
test,D4,15,kuroshio,1,persistence,3012.5318565368652,168432.75634765625,7.741901760846215,1.145071022302897,0.13373729849508517,4.596434760508474e-05,6.798386769491531e-06,118,21916,21916,5.0,5.0
test,D4,15,kuroshio,1,samudra,1324.1469974517822,168432.75634765625,315.4061034939654,-495.05035155400265,0.08866553157805292,0.0018725936114406781,-0.002939157217923729,118,21916,21916,5.0,5.0
test,D4,15,kuroshio,1,seasonal_climatology,17417.884490966797,168432.75634765625,-185.60772360340084,-50.04591019305102,0.32157658965722646,-0.0011019692821525424,-0.0002971269441779661,118,21916,21916,5.0,5.0
test,D4,15,kuroshio,2,damped_linear,8430.175765991211,168432.75634765625,7.709973429589548,0.3834081926825865,0.22372011654595336,4.577478631101694e-05,2.276327960169499e-06,118,21916,21916,10.0,10.0
test,D4,15,kuroshio,2,persistence,8267.14584350586,168432.75634765625,12.502491434826151,1.3160939841107835,0.22154631038301859,7.422838470338981e-05,7.813765045762709e-06,118,21916,21916,10.0,10.0
test,D4,15,kuroshio,2,samudra,3758.577362060547,168432.75634765625,692.7627777810984,-1073.4300991423147,0.14938206853417407,0.004112993177830509,-0.006373048345338982,118,21916,21916,10.0,10.0
test,D4,15,kuroshio,2,seasonal_climatology,17400.295608520508,168432.75634765625,-185.17163342613355,-51.182640917996764,0.32141418183201886,-0.0010993801766440677,-0.00030387581387288136,118,21916,21916,10.0,10.0
test,D4,15,kuroshio,4,damped_linear,19176.05451965332,168432.75634765625,12.165785677031746,-1.760717862075905,0.3374165262510805,7.222933318220339e-05,-1.0453535881355928e-05,118,21916,21916,20.0,20.0
test,D4,15,kuroshio,4,persistence,15577.424392700195,168432.75634765625,21.750797607187646,0.10465385609765399,0.3041126937606038,0.00012913638700000002,6.213390932203328e-07,118,21916,21916,20.0,20.0
test,D4,15,kuroshio,4,samudra,7267.894470214844,168432.75634765625,1368.9906730131638,-2014.198571011737,0.20772608136579657,0.008127817312372882,-0.011958473011355933,118,21916,21916,20.0,20.0
test,D4,15,kuroshio,4,seasonal_climatology,17362.80170440674,168432.75634765625,-185.07688847337403,-56.103899686503624,0.3210677057818873,-0.0010988176675762712,-0.00033309375743220335,118,21916,21916,20.0,20.0
test,D4,15,kuroshio,6,damped_linear,28853.986206054688,168432.75634765625,14.346969880335848,-7.083915676930309,0.4138944777617405,8.51792144915254e-05,-4.205782669915253e-05,118,21916,21916,30.0,30.0
test,D4,15,kuroshio,6,persistence,19827.588081359863,168432.75634765625,28.7244978561988,-4.285858217216051,0.34310074891319736,0.0001705398550677966,-2.5445514935169487e-05,118,21916,21916,30.0,30.0
test,D4,15,kuroshio,6,samudra,9927.025085449219,168432.75634765625,1989.2526226098976,-2911.273162551158,0.2427707062681652,0.011810366734745763,-0.017284483289830507,118,21916,21916,30.0,30.0
test,D4,15,kuroshio,6,seasonal_climatology,17305.647300720215,168432.75634765625,-187.7613354865332,-65.29853543050378,0.3205388291682021,-0.0011147554641864406,-0.00038768311370338985,118,21916,21916,30.0,30.0
test,D4,15,north_pacific_gyre,1,damped_linear,237.9908126592636,105038.52392578125,11.755313716714937,-1.8396669925820932,0.04759987266451405,0.00011191430798305085,-1.75142121559322e-05,118,12775,12775,5.0,5.0
test,D4,15,north_pacific_gyre,1,persistence,300.9781548976898,105038.52392578125,15.869372027537302,-2.2492065708644606,0.05352949949139508,0.00015108144549661015,-2.1413158589830514e-05,118,12775,12775,5.0,5.0
test,D4,15,north_pacific_gyre,1,samudra,117.4237664937973,105038.52392578125,619.8510635382181,-409.51859447331157,0.03343518251879447,0.00590117835220339,-0.0038987466613932204,118,12775,12775,5.0,5.0
test,D4,15,north_pacific_gyre,1,seasonal_climatology,2062.3169803619385,105038.52392578125,947.5699389205982,229.86610842917983,0.14012105667702737,0.009021165792372882,0.002188398121355932,118,12775,12775,5.0,5.0
test,D4,15,north_pacific_gyre,2,damped_linear,845.8003673553467,105038.52392578125,23.207575200002132,-3.718757993939543,0.08973453768590445,0.0002209434627661017,-3.540375335593221e-05,118,12775,12775,10.0,10.0
test,D4,15,north_pacific_gyre,2,persistence,927.7695398330688,105038.52392578125,31.435687082718136,-4.537835626199459,0.09398223089932019,0.00029927769267711865,-4.32016317118644e-05,118,12775,12775,10.0,10.0
test,D4,15,north_pacific_gyre,2,samudra,455.2411804199219,105038.52392578125,1370.8039155698314,-883.7100091271831,0.06583342733051949,0.01305048723398305,-0.008413199044491526,118,12775,12775,10.0,10.0
test,D4,15,north_pacific_gyre,2,seasonal_climatology,2059.4081926345825,105038.52392578125,952.6718585326805,226.69649503932877,0.1400222051829007,0.009069737682203389,0.0021582223984745763,118,12775,12775,10.0,10.0
test,D4,15,north_pacific_gyre,4,damped_linear,2264.227765083313,105038.52392578125,46.36704211264079,-6.324291557611356,0.1468201795192995,0.00044142891940677966,-6.0209257720338986e-05,118,12775,12775,20.0,20.0
test,D4,15,north_pacific_gyre,4,persistence,2034.5097370147705,105038.52392578125,62.823269168093006,-7.962455785121845,0.1391731898198598,0.0005980974105508475,-7.580509976271187e-05,118,12775,12775,20.0,20.0
