split,precision,index,date,field_mse,current_field_mse,ts_mse,batch_full_mse,climatology_mse,bias,pred_anomaly_m2,true_anomaly_m2,cross_anomaly,pred_anomaly_mean,true_anomaly_mean,bf16_rounding_mse
heldout,bf16,0,2014-11-04 12:00:00,0.003306072438135743,0.003308261198453421,0.003204965265467763,0.07689929008483887,0.005565342059201066,0.0035369798124120166,0.003369593852143177,0.005565342059201066,0.0028133373524609506,0.007600136207293078,0.004063156402011066,3.0651264617576e-06
heldout,bf16,6,2014-12-04 12:00:00,0.003131919540464878,0.0031637165136977376,0.003084843512624502,0.07689929008483887,0.005515152027389995,0.004151792636451978,0.0037147579218582524,0.005515152027389995,0.003033096718927648,0.008413665078703534,0.004261872444795709,3.504250977261017e-06
heldout,bf16,12,2015-01-03 12:00:00,0.0031798584386706352,0.0031746738580724345,0.0032454715110361576,0.08035241067409515,0.0055809811430472004,0.004037534498456721,0.003434501713203274,0.0055809811430472004,0.0029204044985875316,0.008272186322647273,0.004234651804172233,3.2520346845097436e-06
heldout,bf16,18,2015-02-02 12:00:00,0.0032555945217609406,0.003262664589657998,0.003345742356032133,0.08035241067409515,0.0054762578783444415,0.002825445021459305,0.00322756043049303,0.0054762578783444415,0.002720576857269484,0.006615533801223763,0.003790088785800418,3.158145100596475e-06
heldout,bf16,24,2015-03-04 12:00:00,0.003523587714880705,0.003522708804637043,0.0034245385322719812,0.08182089030742645,0.005488952158290761,0.0020868418489621626,0.003170996287831978,0.005488952158290761,0.0025686198180851437,0.005809911488368227,0.0037230696377693003,3.3585605685870443e-06
heldout,bf16,30,2015-04-03 12:00:00,0.003483066102489829,0.0034826966479174267,0.0033759011421352625,0.08182089030742645,0.005552582552068846,0.0023037241287042856,0.0032337053447248102,0.005552582552068846,0.002651795625520667,0.006257380567872612,0.0039536564375844295,3.191534141366948e-06
heldout,bf16,36,2015-05-03 12:00:00,0.003449781332165003,0.0034460258160572887,0.003356137778609991,0.07952706515789032,0.005574092192872072,0.005514563085905368,0.0033328682947327557,0.005574092192872072,0.0027304673323890584,0.009668661840011679,0.004154098757230149,3.31887691655227e-06
heldout,bf16,42,2015-06-02 12:00:00,0.0033480285201221704,0.0033427970646939258,0.003421469358727336,0.07952706515789032,0.005524974459871739,0.0056643205279965315,0.0031443698758069436,0.005524974459871739,0.0026632736354215,0.009791769547148044,0.00412744901668879,3.2877553298313613e-06
heldout,bf16,48,2015-07-02 12:00:00,0.0034230435267090797,0.0034206286283730977,0.0034659765660762787,0.08082526922225952,0.005548764772237192,0.0032202450657330484,0.0031908197469453447,0.005548764772237192,0.0026594779484692154,0.007289951137165204,0.004069706075125926,3.398142151771698e-06
heldout,bf16,54,2015-08-01 12:00:00,0.003216174663975835,0.0032232635884714843,0.0036166084464639425,0.08082526922225952,0.005433020970556193,0.0020010612278938875,0.00312204086726576,0.005433020970556193,0.002665899120529611,0.0061637599478342395,0.004162698714674513,3.1443423143914653e-06
heldout,bf16,60,2015-08-31 12:00:00,0.003767218440771103,0.003764853117234233,0.0038310657255351543,0.08194030821323395,0.0054406980192941625,0.003915358927101467,0.002892215471555607,0.0054406980192941625,0.002284030181405003,0.008198883998529763,0.004283525082128595,3.238440792343969e-06
heldout,bf16,66,2015-09-30 12:00:00,0.004272118676453829,0.004276041628969634,0.003947337623685598,0.08194030821323395,0.0057383891312256284,0.0054092684866355115,0.003116941416627203,0.0057383891312256284,0.0022896444612149703,0.009984329270034044,0.004575060788316412,3.0696839471018937e-06
heldout,bf16,72,2015-10-30 12:00:00,0.004072592128068209,0.004060182117764607,0.0038660725113004446,0.08228126168251038,0.005931091443670408,0.006095769974299041,0.003345157938322766,0.005931091443670408,0.0026080336295576374,0.010705294342397908,0.004609524358613405,3.277411488370121e-06
heldout,bf16,78,2015-11-29 12:00:00,0.0038176989182829857,0.0038360232656104516,0.003748222254216671,0.08228126168251038,0.005951902248693391,0.006627839875471972,0.003269265889295253,0.005951902248693391,0.0026925724362889853,0.011344173369837498,0.004716333500760196,3.234256648780316e-06
heldout,bf16,84,2015-12-29 12:00:00,0.0039230529218912125,0.003940854999284717,0.003800413105636835,0.08296142518520355,0.005739476350659646,0.008400025049717458,0.0032690439318486413,0.005739476350659646,0.002533832642186336,0.012480709299493516,0.004080684244426288,3.16737520603356e-06
heldout,bf16,90,2016-01-28 12:00:00,0.003907295875251293,0.0038977958078332273,0.003749320050701499,0.08296142518520355,0.005768033901025721,0.009055654828244187,0.0031894219764973222,0.005768033901025721,0.0025298300311682263,0.012304850060601849,0.0032491952318451996,3.4759697636537785e-06
heldout,bf16,96,2016-02-27 12:00:00,0.003930447623133659,0.00392169938343544,0.0037946407683193684,0.08168841898441315,0.005698394144486896,0.004999877209951757,0.00309688783983766,0.005698394144486896,0.002436791302441573,0.008029241033180715,0.0030293638266349274,3.786404510440198e-06
heldout,bf16,102,2016-03-28 12:00:00,0.003801782848313451,0.0037948508471395597,0.0036817314103245735,0.08168841898441315,0.005602717631885679,0.008223408394963938,0.0031598368541631327,0.005602717631885679,0.002483851818480124,0.01113125155619931,0.002907843160633628,3.526801430138207e-06
heldout,bf16,108,2016-04-27 12:00:00,0.003648430109024048,0.0036564374488713683,0.0036638276651501656,0.08011230081319809,0.005537109453710845,0.008187019569345134,0.0032804813627992147,0.005537109453710845,0.002580576682287587,0.011012871604665731,0.0028258520293996197,3.3630794353385655e-06
heldout,bf16,114,2016-05-27 12:00:00,0.003898024093359709,0.0038987056146779636,0.0036669112741947174,0.08011230081319809,0.00548073890498524,0.009982341675959003,0.003246806444460273,0.00548073890498524,0.0024144198702150325,0.012817834373598957,0.002835492695333073,3.2559686696771516e-06
heldout,bf16,120,2016-06-26 12:00:00,0.0037399339489638805,0.00374030061220192,0.0036892681382596493,0.07805564999580383,0.005317400571972668,0.008487030804675312,0.0031651484677401275,0.005317400571972668,0.0023711242143558122,0.011023720443034155,0.0025366896428302035,3.311757956775419e-06
heldout,bf16,126,2016-07-26 12:00:00,0.003838245291262865,0.0038431339317802236,0.0037605504039674997,0.07805564999580383,0.005468292456841816,0.0064587972609072295,0.002991491025814285,0.005468292456841816,0.0023083247758797784,0.008983523790104482,0.002524726526111024,3.4365993902171474e-06
heldout,bf16,132,2016-08-25 12:00:00,0.003630675608292222,0.003638877957182109,0.0037134913727641106,0.0771389752626419,0.005334418115985185,0.006339874960581924,0.003135991249492807,0.005334418115985185,0.0024157657035553193,0.008704689021690902,0.0023648140599305326,3.3444536416125833e-06
heldout,bf16,138,2016-09-24 12:00:00,0.0036544245667755604,0.0036641799246496976,0.003637326881289482,0.0771389752626419,0.005480553656828002,0.008928388694981353,0.003185234316369936,0.005480553656828002,0.002500804020883681,0.011348458922479657,0.0024200702424306115,3.287096579430104e-06
heldout,bf16,144,2016-10-24 12:00:00,0.0037151584401726723,0.003716110917179425,0.003727844450622797,0.07970723509788513,0.005591452156871426,0.008123343224384598,0.0034250914061928,0.005591452156871426,0.0026502163249307927,0.010656169959754526,0.002532826737581248,3.4768731057910088e-06
heldout,bf16,150,2016-11-23 12:00:00,0.004079191014170647,0.004070423823575249,0.003808366134762764,0.07970723509788513,0.0055921839815768065,0.005846287510905629,0.0033201605021264684,0.0055921839815768065,0.0024209603282131327,0.00847224275892776,0.0026259552547795383,3.5532411425814306e-06
heldout,bf16,156,2016-12-23 12:00:00,0.0038266433402895927,0.003831892996732497,0.003735644044354558,0.0811275839805603,0.005559274176517092,0.0047003530276589975,0.0031435568002948304,0.005559274176517092,0.002435468988171447,0.007626276602177483,0.0029259235804906946,3.7029755891985625e-06
heldout,bf16,162,2017-01-23 12:00:00,0.0036186757497489452,0.0036180329960836632,0.00378175126388669,0.0811275839805603,0.005553293969956434,0.006222946722783612,0.0034255337608674356,0.005553293969956434,0.002680397367687137,0.008984090050925181,0.002761143327330592,3.4867925619228617e-06
heldout,bf16,168,2017-02-22 12:00:00,0.0037423446774482727,0.0037558007434252026,0.003713103709742427,0.08360184729099274,0.005544185326148242,0.004853122210642289,0.003233467589621369,0.005544185326148242,0.002510926085025832,0.007677292567163065,0.0028241703550311867,3.784522794225776e-06
heldout,bf16,174,2017-03-24 12:00:00,0.0035152884665876627,0.0035200260599553344,0.0035882857628166676,0.08360184729099274,0.005548147326248119,0.00409504550622568,0.003320534578432781,0.005548147326248119,0.0026743279233611616,0.007168395004183107,0.0030733494877468828,3.765302810911856e-06
heldout,bf16,180,2017-04-23 12:00:00,0.0037036221474409103,0.003716403148341831,0.0036066179163753986,0.07846541702747345,0.005631189942896377,0.004924217590573809,0.0033877515729884883,0.005631189942896377,0.002651269187700586,0.00775216275459216,0.0028279451668977306,3.7885585942623625e-06
heldout,bf16,186,2017-05-23 12:00:00,0.003666847711429,0.0036944414696380655,0.0035508847795426846,0.07846541702747345,0.005600323813606199,0.004965437796647273,0.0033836666190882087,0.005600323813606199,0.002644774479110872,0.0077287556442883305,0.0027633178442790867,3.779723909157047e-06
heldout,bf16,192,2017-06-22 12:00:00,0.003561442717909813,0.003578427883520243,0.0035745915956795216,0.07879698276519775,0.00546919027519543,0.007013400439224007,0.003451724804714303,0.00546919027519543,0.0026712435989331147,0.010080324631187229,0.003066924181593933,3.6021262842796325e-06
heldout,bf16,198,2017-07-22 12:00:00,0.0034453594125807285,0.0034586026716972255,0.0036130682565271854,0.07879698276519775,0.005686696823718529,0.005435615331441598,0.003706999323425543,0.005686696823718529,0.0029675467306375415,0.008518167828367564,0.0030825524962523575,3.725522772666925e-06
heldout,bf16,204,2017-08-21 12:00:00,0.003634603461250663,0.003647371831679319,0.0036887985188513994,0.07979100197553635,0.005729785072872435,0.003654988497947538,0.003448599694884204,0.005729785072872435,0.0027655064628426328,0.006701400678407997,0.0030464121747765557,3.7758562626411714e-06
heldout,bf16,210,2017-09-20 12:00:00,0.0037521133199334145,0.0037535159228388147,0.0036155041307210922,0.07979100197553635,0.00580799362533061,0.00456743056463143,0.0033941289474936284,0.00580799362533061,0.002724303326702552,0.007513645109037677,0.0029462145375408863,3.7639747852768034e-06
heldout,bf16,216,2017-10-20 12:00:00,0.0037721050903201103,0.0037750172473064907,0.003655392909422517,0.08052120357751846,0.005997694257576005,0.007384234036714547,0.0036582342638293787,0.005997694257576005,0.0029404556350951794,0.010431610094390354,0.0030473760642962993,3.6360469661431027e-06
heldout,bf16,222,2017-11-19 12:00:00,0.003666238160803914,0.0036685456062324593,0.0036832988262176514,0.08052120357751846,0.005926523465126541,0.0068318133007394906,0.0033929634565216253,0.005926523465126541,0.002825470662509019,0.009419050036353663,0.0025872367427675954,3.7259949838789565e-06
heldout,bf16,228,2017-12-19 12:00:00,0.0038702143356204033,0.003877822085043028,0.0037260535173118114,0.08062182366847992,0.0059095183121744815,0.006646524350293589,0.003271502259058113,0.0059095183121744815,0.002651599238713483,0.009353796103696623,0.0027072717597577426,3.3031340184530467e-06
heldout,bf16,234,2018-01-18 12:00:00,0.0037208418361842632,0.0037268479862612607,0.0036725648678839207,0.08062182366847992,0.006026958463123025,0.006011269711822429,0.0035022221111085734,0.006026958463123025,0.002901166290740516,0.00882416132064453,0.0028128916038777283,3.5937613489849945e-06
heldout,bf16,240,2018-02-17 12:00:00,0.003866921877488494,0.0038605374867909216,0.0037372030783444643,0.08262543380260468,0.0060307517908922414,0.006366960426529556,0.0033716390543475526,0.0060307517908922414,0.002770926680535179,0.009115749952463054,0.0027487895296915794,3.4856153020341566e-06
heldout,bf16,246,2018-03-19 12:00:00,0.004035674035549164,0.004034696019454867,0.003756399732083082,0.08262543380260468,0.005987935839860698,0.004256300253352693,0.0032803372953302515,0.005987935839860698,0.002616788557572716,0.007285791341881954,0.0030294910702924043,3.2988111929482123e-06
heldout,bf16,252,2018-04-18 12:00:00,0.0039320895448327065,0.003943738793406205,0.0037004342302680016,0.0826796218752861,0.0059772900680023595,0.00650492898405416,0.0032141162523868813,0.0059772900680023595,0.0026238337624160317,0.009396786915956077,0.002891857934115515,3.3372413424942067e-06
heldout,bf16,258,2018-05-18 12:00:00,0.003962648566812277,0.0039730994928392155,0.00374875171110034,0.0826796218752861,0.005968817306669474,0.0030470586003957015,0.00315935648123778,0.005968817306669474,0.002577537146438683,0.006384917753829207,0.0033378591542144484,3.500495605926318e-06
heldout,bf16,264,2018-06-17 12:00:00,0.0039029933977872133,0.003916871921030278,0.0038827788084745407,0.07606448978185654,0.005863208671435852,0.002880492947413241,0.003300413681126036,0.005863208671435852,0.0026233752147099805,0.0061774337246800586,0.003296940771008234,3.368262082166438e-06
heldout,bf16,270,2018-07-17 12:00:00,0.003928245045244694,0.0039422375661728876,0.003926386125385761,0.07606448978185654,0.005814938609756069,0.0008278876534256465,0.003152889906403797,0.005814938609756069,0.0025127954798263475,0.004297816335226331,0.0034699286768963334,3.565723688770016e-06
heldout,bf16,276,2018-08-16 12:00:00,0.0039944397285580635,0.004010989836471471,0.003952347673475742,0.0764835998415947,0.0057023359417040535,0.00015302974800372155,0.002825544850726014,0.0057023359417040535,0.0022584454793198577,0.0035918514845276975,0.003438821737126463,3.6180388733648313e-06
heldout,bf16,282,2018-09-15 12:00:00,0.004255541600286961,0.004264699883027384,0.003935144282877445,0.0764835998415947,0.005860279650535414,0.005584205260689771,0.003001543332087569,0.005860279650535414,0.0022985615480499576,0.009127873694485032,0.003543668428309967,3.4886529242829997e-06
heldout,bf16,288,2018-10-15 12:00:00,0.00416967086493969,0.00415576274231354,0.00393552053719759,0.07585938274860382,0.005865924550300353,0.007485678518263432,0.0029433936725524034,0.005865924550300353,0.0023267777422587357,0.010970829011396219,0.003485150497287867,3.950424353340132e-06
heldout,bf16,294,2018-11-14 12:00:00,0.004089352674782276,0.0040686268868983765,0.003974637947976589,0.07585938274860382,0.005860380498470723,0.008748948957543556,0.00308682194324946,0.005860380498470723,0.0024392877814911106,0.012421525666400587,0.0036725767129996457,3.5433981992829875e-06
heldout,bf16,300,2018-12-14 12:00:00,0.003947483841329813,0.003959687664488828,0.003969159908592701,0.07935379445552826,0.005696860372817136,0.010053175450590071,0.0031430104048144054,0.005696860372817136,0.002440091555848444,0.013829554439484264,0.003776378991348029,3.4946239804555963e-06
heldout,bf16,306,2019-01-13 12:00:00,0.003910521976649761,0.003908408000153229,0.003926709294319153,0.07935379445552826,0.005761594656572427,0.007745596406239776,0.0033364423079396974,0.005761594656572427,0.0025948144827616453,0.011552676687700476,0.0038070802812840664,3.343717413274808e-06
heldout,bf16,312,2019-02-12 12:00:00,0.00393788143992424,0.003936324378418621,0.003970449790358543,0.08079192042350769,0.005877185019639929,0.006517876277282855,0.0030766794549286873,0.005877185019639929,0.002508770047555905,0.010392253324971231,0.0038743770378194763,3.0031615968350135e-06
heldout,bf16,318,2019-03-14 12:00:00,0.003994552884250879,0.003993959149514105,0.00404627900570631,0.08079192042350769,0.00584834462484951,0.007050040523828591,0.0031015036190434695,0.00584834462484951,0.0024779445473103834,0.0110913060467243,0.004041265528956307,3.1030129674542916e-06
heldout,bf16,324,2019-04-13 12:00:00,0.0041627706959843636,0.004171005801850078,0.004105996340513229,0.07712382078170776,0.00584106329200363,0.0035228713410836113,0.002836769858146811,0.00584106329200363,0.002253413676989103,0.007047991913724297,0.0035251205768676197,3.3031564726759777e-06
heldout,bf16,330,2019-05-13 12:00:00,0.004158416762948036,0.004159766897045742,0.004015018697828054,0.07712382078170776,0.005818624850393317,0.0030288441073592688,0.003017110560919664,0.005818624850393317,0.0023379842614818127,0.006845542453346519,0.003816698341361492,3.3129069807079874e-06
heldout,bf16,336,2019-06-12 12:00:00,0.004004811402410269,0.0040156943206907545,0.0039248475804924965,0.07654806226491928,0.005824936799832131,0.005383378339064036,0.002923541669756335,0.005824936799832131,0.00236639206850104,0.009125373455890063,0.003741995128075346,3.302268502743432e-06
heldout,bf16,342,2019-07-12 12:00:00,0.0038601902779191732,0.003874998187384424,0.004005827009677887,0.07654806226491928,0.005744837668897757,0.004434132542429447,0.0030630492273772698,0.005744837668897757,0.002466444352361653,0.007941354984997892,0.0035072224442441965,3.1472699579093387e-06
heldout,bf16,348,2019-08-11 12:00:00,0.003943537827581167,0.003958403111137351,0.004010338336229324,0.07986505329608917,0.005667162678150223,0.005075192755427023,0.0030230073380901534,0.005667162678150223,0.002365883454696064,0.00843727376834093,0.0033620810087275905,3.3215082604625852e-06
heldout,bf16,354,2019-09-10 12:00:00,0.003982885740697384,0.00399149347781604,0.0040412708185613155,0.07986505329608917,0.00585859543592811,0.006521456185784761,0.0031207997429087146,0.00585859543592811,0.002493950848855479,0.010265975218315059,0.003744519021514358,3.5535001625314987e-06
heldout,bf16,360,2019-10-10 12:00:00,0.0040289973840117455,0.004022590383065442,0.004087289795279503,0.08031375706195831,0.006100378625752834,0.00721053588178666,0.0031470491727206393,0.006100378625752834,0.002612418708274419,0.011282264512748365,0.004071728641557203,3.478605434168491e-06
heldout,bf16,366,2019-11-09 12:00:00,0.0042176516726613045,0.004207505225383471,0.004194133449345827,0.08031375706195831,0.006015137941614776,0.0061566045756178914,0.0028813384045777613,0.006015137941614776,0.002344485555774246,0.010741385797666194,0.004584781217250536,3.572816175229929e-06
heldout,bf16,372,2019-12-09 12:00:00,0.0044355010613799095,0.004427720851254656,0.004204920493066311,0.0828322172164917,0.005981263226781549,0.002803237275131238,0.0027482006774210963,0.005981263226781549,0.0021508715277868354,0.007698101590948258,0.0048948643183422446,3.267616846929239e-06
