model,region,channel,mse,mean_bias_mse,amplitude_mse,pattern_mse,prediction_temporal_variance,target_temporal_variance
original,extratropics,thetao_16,0.005109087708814038,0.0028053328019914284,0.0006947980006795457,0.0016089569061430568,0.001812628431715167,0.0012577201494336427
original,extratropics,thetao_17,0.005664715188297394,0.003542943398900887,0.0008345014408031191,0.0012872703485933923,0.0017728155393088288,0.0004021371876022739
original,extratropics,thetao_18,0.0050235388566884235,0.0031896838564942887,0.0009098601572786469,0.0009239948429154815,0.0016169452589372627,0.0001941498164460081
original,extratropics,so_0,0.010860944599494151,0.002346881373825739,0.001665247717448804,0.006848815508219604,0.01654017374039368,0.02250318321814565
original,extratropics,so_1,0.009021857811111447,0.0020580949822764307,0.0011858958274596353,0.005777867001375376,0.01446185672235111,0.018910048611717134
original,extratropics,so_2,0.00692166346888412,0.0017082673624479394,0.0009932595718631536,0.004220136534573026,0.007438244440720493,0.01112342689167923
original,extratropics,so_3,0.005381412503554826,0.001478793180016509,0.0006903892274543479,0.003212230096083981,0.0037838033869247736,0.005756070898539643
original,extratropics,so_4,0.005095623694847407,0.0015551867386718252,0.0006769426345773119,0.002863494321598266,0.002698363281174579,0.004216178441689167
original,extratropics,so_5,0.005461699139696203,0.0018131537385781223,0.0007748575450519878,0.002873687856066081,0.002405908024502728,0.0038646384564642406
original,extratropics,so_6,0.007436222266918816,0.002519815036824493,0.001261332561906716,0.003655074668187607,0.0027757532144547627,0.005020423413303531
original,extratropics,so_7,0.0087087065590541,0.003346422195721709,0.0012212283532770992,0.004141056010055265,0.0035453992126834805,0.005616857845804635
original,extratropics,so_8,0.007752368486635836,0.0034364319765413584,0.0009426438829883145,0.0033732926271061794,0.003503934470324274,0.004930135864393053
original,extratropics,so_9,0.0058620528661117235,0.0027918424916850274,0.0007674846806057667,0.002302725693820922,0.0024995296912261973,0.0035040721445682146
original,extratropics,so_10,0.004312975428491886,0.002353405452078138,0.0004958116574424809,0.0014637583189713204,0.001408618684069187,0.0017661517292267219
original,extratropics,so_11,0.006293223321373067,0.003933998959612273,0.0009062791367829759,0.0014529452249778122,0.0011015331741123222,0.001911206516367111
original,extratropics,so_12,0.005365284644501711,0.003981527873503848,0.0005107500208423656,0.0008730067501554982,0.0008949169022859168,0.00105730073181634
original,extratropics,so_13,0.0016357146981074262,0.0010478291584844924,0.00021875165123005964,0.00036913388839288265,0.0005455772676574672,0.00033902046565120655
original,extratropics,so_14,0.0011424049221423664,0.0005752935738551069,0.0002939051355770766,0.00027320621271017615,0.0005242565206144414,9.706637828344697e-05
original,extratropics,so_15,0.0015778199355950793,0.0007906570980075374,0.0004565435173082964,0.000330619320279219,0.0007283076562243615,0.0001289985475377099
original,extratropics,so_16,0.0024668858825045853,0.0012182883268741331,0.0006535719917921768,0.0005950255638383506,0.0011063713136752233,0.00023825598770891736
original,extratropics,so_17,0.006023838971934427,0.004300106498363392,0.0006880454867252449,0.0010356869868457922,0.0014501882241569738,0.0002942142156629995
original,extratropics,so_18,0.004764571311642086,0.003603200833057537,0.0005437183826672271,0.0006176520959173203,0.0010141030933564148,0.00011714786299516924
original,extratropics,zos,0.0,0.0,0.0,0.0,0.007972005707860857,0.007972005707860857
E,global,uo_0,0.1287158415450613,0.006762257857184918,0.008675904763391196,0.1132776789244852,0.5224686297559513,0.5990345021066248
E,global,uo_1,0.1205566701462098,0.006046540918359474,0.007242101684580448,0.10726802754326988,0.5758076576820184,0.6540295873389004
E,global,uo_2,0.10924540641359118,0.005285994987333873,0.0061008356343688645,0.09785857579188846,0.6040732183076728,0.672473366622728
E,global,uo_3,0.10515904945141205,0.005591404193768491,0.005919124780969865,0.09364852047667369,0.5624250204581824,0.6330916375132282
E,global,uo_4,0.10366035035247927,0.006128858009360485,0.006414348274961615,0.09111714406815714,0.435566769731286,0.5045496848794151
E,global,uo_5,0.10731713363199491,0.008120030339149209,0.007243894894678434,0.09195320839816729,0.32787892864735446,0.3926780588079272
E,global,uo_6,0.11534367144374827,0.008405593992439965,0.007290026432680897,0.09964805101862739,0.28485629621596653,0.3424953634955388
E,global,uo_7,0.1548891933008945,0.009757655877744718,0.009391977415071294,0.13573956000807852,0.36661788971396087,0.43941640146928007
E,global,uo_8,0.1793878102546582,0.010706224617042437,0.011328994965231015,0.15735259067238477,0.4039659800952306,0.48970509474469537
E,global,uo_9,0.19283458197519254,0.011629313930907098,0.012445748270195294,0.16875951977409015,0.4021780028903909,0.49808748768768746
E,global,uo_10,0.20910206717484964,0.012046093989019792,0.015046916945558535,0.18200905624027133,0.3949137477375124,0.5021850676160491
E,global,uo_11,0.23243538788113605,0.013366152723386463,0.016566083725234482,0.20250315143251507,0.3913119272004953,0.5075078014036235
E,global,uo_12,0.26072703847503276,0.015183872323757865,0.019913215128549707,0.22562995102272515,0.38410934867591484,0.515987118091078
E,global,uo_13,0.28912335647244636,0.018365220533568646,0.020712357404054978,0.2500457785348227,0.3798486878979777,0.5109175247328925
E,global,uo_14,0.3197366234675377,0.022842990346071127,0.021352342418201126,0.2755412907032654,0.38091554451404824,0.5108992247592519
E,global,uo_15,0.3888636196386346,0.0282850783744829,0.028772365932000814,0.33180617533215095,0.4062346252597665,0.5620886447805769
E,global,uo_16,0.4607829752182916,0.031595837165902044,0.04008897373492835,0.3890981643174612,0.4158247389582024,0.603570314527994
E,global,uo_17,0.45225704166796393,0.03190010711789793,0.03966596444587428,0.3806909701041917,0.3710000941370089,0.5400868597540659
E,global,uo_18,0.38914169650106206,0.028782098017804986,0.03201509137974039,0.3283445071035167,0.30944316504760205,0.4443803396291085
E,global,vo_0,0.17665254966588453,0.008821404694972935,0.008966159096972943,0.1588649858739387,0.6099779185033375,0.6928473415522045
E,global,vo_1,0.14837470131882247,0.006837633152866989,0.007841277929817349,0.13369579023613812,0.6124655370015849,0.6928754185797239
E,global,vo_2,0.1182146611631413,0.005871958308946566,0.006724821224232706,0.10561788162996204,0.630655847382341,0.7010410930188267
E,global,vo_3,0.10465127773911499,0.005026681110166733,0.006694360495527487,0.09293023613342077,0.6345475964170374,0.7065111279708967
E,global,vo_4,0.1028134169197585,0.005506573634979478,0.007272632584758671,0.09003421070002036,0.6006752616225078,0.6711591026931776
E,global,vo_5,0.11446287696102192,0.005866681523641359,0.008947039976346289,0.09964915546103426,0.5486441324020103,0.6147539353610598
E,global,vo_6,0.11877441062503326,0.005938342525333585,0.008743807497942511,0.10409226060175716,0.5185344432961964,0.5785346762365356
E,global,vo_7,0.12241739257569284,0.005934827980593735,0.00932679525283674,0.10715576934226237,0.5196007427177155,0.5805352453762502
E,global,vo_8,0.1317936351493233,0.006624861360291978,0.010657941952213373,0.11451083183681797,0.5263335990308406,0.5898052825824417
E,global,vo_9,0.144452705369501,0.007465122545143824,0.011326272271866401,0.12566131055249077,0.5221533402705212,0.5906174031225241
E,global,vo_10,0.1653004980885574,0.008597980083415046,0.01322829211885001,0.14347422588629233,0.5063954185569703,0.5888358438138577
E,global,vo_11,0.19746551321322386,0.010628294783540593,0.014786988902858058,0.17205022952682522,0.5010509823999488,0.5907040654581993
E,global,vo_12,0.2346365406189033,0.013057469268450448,0.019341221881074514,0.20223784946937828,0.4787917869567713,0.5879985613244103
E,global,vo_13,0.28175886603539185,0.01666904164134777,0.022346953137102228,0.2427428712569418,0.46200397525949904,0.5797093035638115
E,global,vo_14,0.3359303964043069,0.022300939947249212,0.024493872326184177,0.28913558413087354,0.4637870998961594,0.5948692239421971
E,global,vo_15,0.4222389473554633,0.027012660776161664,0.033691278382471934,0.3615350081968297,0.4758873574169934,0.6450684595553559
E,global,vo_16,0.4800391208954508,0.028707744546468284,0.04147483861295286,0.4098565377360297,0.4616018752806806,0.6550629584470266
E,global,vo_17,0.4623968857245841,0.030059527595828372,0.03872258837626769,0.39361476975248805,0.4190366032195861,0.589188395988543
E,global,vo_18,0.43212145212576347,0.028502564047011656,0.03081467330646107,0.37280421477229075,0.3938236440557945,0.5327725697122075
E,global,thetao_0,0.0,0.0,0.0,0.0,0.029044610350279495,0.029044610350279495
E,global,thetao_1,0.0008001565549675111,0.00025332772615048097,6.190147094922047e-05,0.00048492735786780924,0.026950493133292182,0.027948585304476886
E,global,thetao_2,0.0016579197518861704,0.00038210409417313617,0.00022082225152438565,0.001054993406188647,0.02118014804688481,0.022641841530216308
E,global,thetao_3,0.003013826181286847,0.0006188802673240526,0.00035400976507187723,0.002040936148890918,0.013467000455043877,0.01548652602943612
E,global,thetao_4,0.003988609127260252,0.0010508850040699352,0.0004935280148588557,0.002444196108331462,0.008008674854890532,0.01072779523011616
E,global,thetao_5,0.004475643547978073,0.001294723852766775,0.0005434040289126689,0.002637515666298629,0.007388192119639117,0.009825321273652125
E,global,thetao_6,0.0055150335061824925,0.0017875636106093424,0.000684899012456483,0.003042570883116667,0.005686932847120477,0.008177617769002908
E,global,thetao_7,0.0063364295454187095,0.002541141760083659,0.0006388223711314383,0.0031564654142036135,0.004435421955848561,0.006386563093216424
E,global,thetao_8,0.007037279890988121,0.0032334701885279463,0.000599435614357944,0.0032043740881022324,0.0048323190758082606,0.006327869775487354
E,global,thetao_9,0.0071682619779645275,0.0032210832931838743,0.0006376208170842599,0.003309557867696397,0.00543959110852665,0.0069560220576852265
E,global,thetao_10,0.006735999016532819,0.0033014602548010396,0.0005943921818683559,0.002840146579863423,0.004799090886579607,0.005934194366543516
E,global,thetao_11,0.008604223444956713,0.004787217167860353,0.0010218397873844722,0.00279516648971188,0.00326922664795914,0.004911586599916761
E,global,thetao_12,0.008340748435883583,0.005805365363180412,0.0006660741194296981,0.0018693089532734822,0.00164065495329627,0.002175614104692997
E,global,thetao_13,0.003661520556029622,0.0023840335060326748,0.000288985445197744,0.0009885016047992041,0.001110453848281995,0.0008776299933484789
E,global,thetao_14,0.002660245566360491,0.0016225616711361467,0.0003008009552106274,0.000736882940013715,0.00108036365638982,0.0007602193151228861
E,global,thetao_15,0.002362484639011062,0.001273655596414818,0.0003789303172776675,0.0007098987253185854,0.0010809390767482995,0.000757788994317736
E,global,thetao_16,0.004200249600186021,0.0024699923809344635,0.0006471111794980715,0.0010831460397534814,0.001373023715794846,0.0008298297593824304
E,global,thetao_17,0.0050176016880517866,0.0033232347198431807,0.000793698595503831,0.0009006683727047745,0.001452821781760676,0.0002850461057775996
E,global,thetao_18,0.004824919782461298,0.0032106095700638305,0.0008949022462765433,0.0007194079661209179,0.0014490036271922308,0.00014309257269669185
E,global,so_0,0.012302799352225073,0.002897510755613792,0.001789591564145406,0.007615697032465873,0.017270735448630017,0.023273160802380375
E,global,so_1,0.009642138193712886,0.002312410452794684,0.000993571483270887,0.0063361562576473105,0.015025545006629464,0.018708610565594176
E,global,so_2,0.007629155759476055,0.001768041263298513,0.0009636623651395128,0.004897452131038031,0.009049160226450447,0.013071763079868303
E,global,so_3,0.0063476915181934265,0.001422616111015667,0.0008518873977245196,0.004073188009453237,0.005136586465335358,0.008282375491599445
E,global,so_4,0.006300730066702297,0.0017250448262597234,0.0009667602224898539,0.003608925017952716,0.0034738938797512576,0.006395067415591622
E,global,so_5,0.005991451476351552,0.0017500235318822805,0.0008379353572205276,0.003403492587248742,0.0026740192206867433,0.004778143129010718
E,global,so_6,0.00798219390304269,0.002599258308598938,0.0012825849567050206,0.00410035063773873,0.0028993469708683043,0.0056756992957724675
E,global,so_7,0.009080828999903973,0.003625158310208678,0.0012652557706816932,0.004190414919013603,0.0032562930177951438,0.005817349090717328
E,global,so_8,0.006859294554550752,0.002931187689712351,0.0008666111175767856,0.0030614957472616107,0.002751318928518713,0.004174496347736307
E,global,so_9,0.004924231825600782,0.0022150547163005715,0.0006573587315882492,0.0020518183777119533,0.002054031556290156,0.0027389671113865754
E,global,so_10,0.0034589637204776496,0.0018535290108616404,0.00042741968209435805,0.001178015027521669,0.001098355029609152,0.0013011459161065587
E,global,so_11,0.004939787520060154,0.0031618720717874606,0.0006551077242023757,0.0011228077240703215,0.0009417535070317184,0.0012717272415799159
E,global,so_12,0.003939787805943517,0.0028806399875962803,0.0004175731715077544,0.0006415746468394861,0.0007766799647653215,0.0006783720496123947
E,global,so_13,0.0013954219225972067,0.0009059495392043282,0.00022379185572009324,0.00026568052767278905,0.00046561806800403627,0.00021769701613185837
E,global,so_14,0.0011679939163619446,0.0005825818594076888,0.0003732438509485234,0.0002121682060056896,0.000557489696292886,6.32419877260446e-05
E,global,so_15,0.001328920644410573,0.0006876278069205477,0.0004166373410180007,0.00022465549647201555,0.0005925776356597519,8.274829859884066e-05
E,global,so_16,0.0019207438331500827,0.0010205460835360392,0.0005095703461329424,0.0003906274034811102,0.0007977248377031091,0.00016312596857391413
E,global,so_17,0.005848501483960465,0.004385483571687271,0.0006575504231224413,0.0008054674891507515,0.001254429981505288,0.00022477508269040913
E,global,so_18,0.005263476777934865,0.004174964459443886,0.0005605649813442106,0.0005279473371467725,0.0009661309199352114,9.370869941972795e-05
E,global,zos,0.0,0.0,0.0,0.0,0.0073459313602027366,0.0073459313602027366
E,tropics,uo_0,0.20306998810519983,0.00897169307431536,0.010479990383906538,0.18361830464697793,1.100363527874679,1.2132808435510807
E,tropics,uo_1,0.21266249544052046,0.008572828079043325,0.01154258114635906,0.19254708621511812,1.2305138517130705,1.3752918149273463
E,tropics,uo_2,0.18677242133122407,0.007187098892458361,0.00900784330354738,0.1705774791352183,1.2701469958274652,1.3902622937971814
E,tropics,uo_3,0.17783818491969208,0.008079884079516422,0.008760248225692926,0.16099805261448277,1.1341831204844064,1.2621200299874458
E,tropics,uo_4,0.1841550536929573,0.00993858743429338,0.01072662112123677,0.16348984513742715,0.8191565027236523,0.9480019890044887
E,tropics,uo_5,0.19133169680968934,0.015035804412833852,0.012912406402804345,0.1633834859940512,0.5200702146928744,0.6370922318434203
E,tropics,uo_6,0.1816917860983098,0.013857096030888336,0.010949567480236991,0.15688512258718448,0.302006082122868,0.38176560405882176
E,tropics,uo_7,0.21667341478805494,0.013334260915907968,0.012090958461798685,0.1912481954103482,0.304617312842096,0.3891941372420615
E,tropics,uo_8,0.24097951717270238,0.012615711932806277,0.014112823909769336,0.2142509813301267,0.3244163767791483,0.4234292282987556
E,tropics,uo_9,0.2660812635768228,0.013411885157129565,0.01639166936828686,0.2362777090514064,0.3422720992475052,0.46285219116637594
E,tropics,uo_10,0.29707608044833683,0.012440621534654434,0.021494313731966825,0.26314114518171555,0.3634736796032622,0.5083110124172783
E,tropics,uo_11,0.33995127877161313,0.013214375069797038,0.023768088818489505,0.3029688148833266,0.38526397879540153,0.5464003534977127
E,tropics,uo_12,0.38387323444740706,0.013862824744203894,0.02878667628975173,0.34122373341345147,0.40549589537752767,0.5925246821382217
E,tropics,uo_13,0.39966791838791377,0.014657079948830799,0.028109703762874572,0.3569011346762083,0.4083018735122225,0.5910806257724263
E,tropics,uo_14,0.37193445881011417,0.015098044501219947,0.022604708372208904,0.3342317059366853,0.3680789433591221,0.5085349160426602
E,tropics,uo_15,0.38794401073391,0.019643313151071536,0.028294652990092536,0.34000604459274586,0.34790044352658694,0.501116711400031
E,tropics,uo_16,0.3768099560289543,0.025136139141031785,0.02952974076156033,0.32214407612636214,0.3024945773291279,0.43534307809436895
E,tropics,uo_17,0.31678678056341075,0.02448366475664442,0.026582363595104894,0.26572075221166147,0.2303341269592258,0.32277875703858905
E,tropics,uo_18,0.2395281110320131,0.018909621884123904,0.01927300161675771,0.20134548753113152,0.15780065458102058,0.2107163107708395
E,tropics,vo_0,0.29726504945743687,0.012886225032281507,0.012533356288301944,0.27184546813685334,0.8395535860578234,0.9554508471616625
E,tropics,vo_1,0.2804588853669239,0.010749824195122092,0.014306245538795226,0.25540281563300665,0.8608094985843577,1.0048866057568693
E,tropics,vo_2,0.21581491506057288,0.009064144333570527,0.01208049406028069,0.19467027666672168,0.8528172762817635,0.9761045328816207
E,tropics,vo_3,0.1934710674304596,0.00709881856375025,0.012960100021120139,0.17341214884558925,0.8007237750157481,0.9341669793568357
E,tropics,vo_4,0.19608683780034392,0.008692759666595757,0.01473011255393764,0.1726639655798105,0.675659591586727,0.808585290282726
E,tropics,vo_5,0.2207065728548044,0.009023689917539476,0.01826240918812639,0.19342047374913854,0.4557488334237624,0.5747196226301562
E,tropics,vo_6,0.2151631019868696,0.008109560899654247,0.016342801878835776,0.19071073920837958,0.2650953387150742,0.35954933682992773
E,tropics,vo_7,0.2042667943267655,0.006594794417179609,0.016068828949439548,0.18160317096014633,0.20353302999333486,0.28900963729383616
E,tropics,vo_8,0.21068303797348906,0.006639606601025807,0.017383313412745165,0.18666011795971804,0.18539405448388116,0.2773016387718543
E,tropics,vo_9,0.22879990703603686,0.0067514751359835905,0.017227001797903756,0.20482143010214957,0.18708680880371692,0.28091789708255527
E,tropics,vo_10,0.26071661183146616,0.00735171057961477,0.019232845317208445,0.23413205593464295,0.19305901568768596,0.29751029359761244
E,tropics,vo_11,0.30856962237506536,0.008962967369353148,0.021155764874250454,0.2784508901314618,0.20970868678606497,0.322145163495836
E,tropics,vo_12,0.3474656357402992,0.010449147414091675,0.028626929467300475,0.30838955885890706,0.21565795129415677,0.3576378774205102
E,tropics,vo_13,0.36532037227028047,0.011549518241630693,0.03021084106605772,0.32356001296259207,0.22257096617519834,0.36947456807198015
E,tropics,vo_14,0.35638006822391866,0.013345026049304584,0.028301216253125126,0.314733825921489,0.2333286964430326,0.37100176023066794
E,tropics,vo_15,0.3875520160968247,0.016985417301188323,0.035891519622914786,0.33467507917272155,0.26941115047478065,0.4325233681845797
E,tropics,vo_16,0.36985641082406473,0.02060877647853474,0.0352446085918646,0.3140030257536654,0.267699458542686,0.41887602440762006
E,tropics,vo_17,0.3096159626342128,0.021675147882849993,0.027224369758900087,0.2607164449924627,0.22160106296571777,0.31744214359468165
E,tropics,vo_18,0.2796757173866297,0.016139268474490126,0.022259708843716947,0.24127674006842267,0.192134585305171,0.265450782046103
E,tropics,thetao_0,0.0,0.0,0.0,0.0,0.010753789477855387,0.010753789477855387
E,tropics,thetao_1,0.0007386838077622338,0.00026585097902963485,5.6382841109766814e-05,0.00041644998762283204,0.01045001736444663,0.010630510819407628
E,tropics,thetao_2,0.0018440910643615696,0.0004753592461339696,0.0003328491572603108,0.0010358826609672851,0.00887265403553571,0.01044928805147907
E,tropics,thetao_3,0.003465977101892191,0.0007529754783742346,0.0004987752946244993,0.0022142263288934586,0.008345562760699804,0.010375614107473867
E,tropics,thetao_4,0.0046414709415412165,0.0011694751272694531,0.0006354152843755025,0.0028365805298962606,0.009545216607410884,0.012915861603011
E,tropics,thetao_5,0.00537278509765205,0.0014246795643534707,0.0007297285028213032,0.0032183770304772714,0.013659812112433927,0.017216327896806872
E,tropics,thetao_6,0.006560029621816638,0.0020532833082746245,0.0008390917792845617,0.003667654534257452,0.009249882886280906,0.012769840256248137
E,tropics,thetao_7,0.006382269769822981,0.0026801296164968855,0.0005256154226331046,0.0031765247306929914,0.004424764817033594,0.006135436944488088
E,tropics,thetao_8,0.006135311129359471,0.0032082522730936722,0.0003362154173191032,0.0025908434389466956,0.0026615964625541044,0.0033794776156559057
E,tropics,thetao_9,0.005428616762425923,0.00275600995398779,0.000244542848946006,0.002428063959492127,0.0021935662838960756,0.0023854607823139634
E,tropics,thetao_10,0.004251514468296779,0.0018416888560160033,0.00022209878664456012,0.0021877268256362144,0.002031943019332326,0.002004143718935543
E,tropics,thetao_11,0.003522721795278737,0.0015385840653767328,0.00023114138244051784,0.0017529963474614825,0.0015922572502789312,0.0014624305047677053
E,tropics,thetao_12,0.003119203579765722,0.0016520574513096567,0.00025566285241551185,0.0012114832760405552,0.0011643914997580829,0.0008447769038505539
E,tropics,thetao_13,0.003259076682583083,0.002130995921399814,0.0002543107132726892,0.000873770047910579,0.0008909740789820613,0.0005488688971099257
E,tropics,thetao_14,0.0023154351886144967,0.0014271056402922796,0.00032068749690955154,0.000567642051412662,0.000789232869815304,0.00022980130393914858
E,tropics,thetao_15,0.0019814738748098093,0.0011101742091618716,0.000447578571113591,0.00042372109453434135,0.0008099088531761411,0.00010674484143556267
E,tropics,thetao_16,0.0034026803505349413,0.002034227572279422,0.0007704493788475275,0.0005980033994079866,0.0012585983578268037,0.00016030285683409385
E,tropics,thetao_17,0.004125628818863803,0.002508442821673165,0.0010841444051918594,0.0005330415919987795,0.001535897351236512,9.840778793155573e-05
E,tropics,thetao_18,0.004139823470266791,0.0023968210670019677,0.0012054600416983139,0.0005375423615664934,0.0016633665995906565,6.382428024516082e-05
E,tropics,so_0,0.013346114923696565,0.0032738373339588787,0.002165184776207326,0.00790709281353036,0.016608853644350944,0.024607578824991202
E,tropics,so_1,0.009651117281209036,0.0022288450359683114,0.0008848963401037007,0.006537375905137028,0.014436373524694904,0.01835951049824228
E,tropics,so_2,0.008552485930878225,0.0016957803234200841,0.0010650122854716408,0.005791693321986506,0.011296744717198152,0.016437824681763292
E,tropics,so_3,0.008164394504739991,0.0015914410027147528,0.0012183430286524365,0.005354610473372802,0.007335073896029921,0.012635562756725062
E,tropics,so_4,0.008128117066001452,0.0017713593464705568,0.0015239395166844114,0.00483281820284648,0.004812256485654397,0.010147343224036553
E,tropics,so_5,0.007466304160056219,0.0021244747273663797,0.0011012400955023166,0.004240589337187525,0.00310585408335487,0.006352146915831238
E,tropics,so_6,0.009523379623045483,0.003213959405385887,0.0015326066438398358,0.00477681357381976,0.003109713177056979,0.006796515894959555
E,tropics,so_7,0.01029848029076494,0.004527134756631434,0.0015100617883329562,0.004261283745800551,0.0029470432857625793,0.006156246942763223
E,tropics,so_8,0.006247613452758285,0.0027677938228183917,0.0007925407880307806,0.0026872788419091123,0.001887449253559276,0.0029107061562107456
E,tropics,so_9,0.0038955185520026126,0.0016780202200813827,0.0005418068100844403,0.0016756915218367903,0.0013965013970266792,0.0014765667343314185
E,tropics,so_10,0.002276084752103094,0.001124317389452405,0.000333137963218633,0.0008186293994320568,0.0008251302495206112,0.0005422053251463009
E,tropics,so_11,0.0019612449700762247,0.001078609963830877,0.00032109285626235386,0.0005615421499829924,0.0007500209737114916,0.00023677657429338705
E,tropics,so_12,0.0015025788434538374,0.0008971616400495798,0.0003304404426639753,0.0002749767607402824,0.0005614640388899405,6.925529047844299e-05
E,tropics,so_13,0.0010448067491201569,0.0006659272000969727,0.0002384532600219803,0.0001404262890012037,0.0003618585497705459,2.330102710265994e-05
E,tropics,so_14,0.00100820925996804,0.0004470249214986372,0.000449436591825925,0.00011174774664347823,0.0005539941497262082,9.133427873695678e-06
E,tropics,so_15,0.001086558299371092,0.0005226370554168852,0.00045344634378475705,0.00011047490016944971,0.0005567803159561182,8.688606102678689e-06
E,tropics,so_16,0.0018019745797805305,0.0009455467403236858,0.0006080779810843906,0.00024834985837245474,0.0008143300905395519,4.556883010914709e-05
E,tropics,so_17,0.0048194117890681416,0.0034284311538333267,0.0008570992112673472,0.0005338814239674658,0.001289200749792879,0.00011409199581429226
E,tropics,so_18,0.004479263817073904,0.003296409976510887,0.0007503475960282498,0.00043250624453476167,0.0010941412560881462,5.731852015110199e-05
E,tropics,zos,0.0,0.0,0.0,0.0,0.0062609109913306146,0.0062609109913306146
E,extratropics,uo_0,0.08581235690851784,0.00548738009607344,0.007634920209059108,0.07269005660338529,0.18901434900487848,0.24460488157600485
E,extratropics,uo_1,0.06741019029946739,0.004588834591679652,0.004760658959853635,0.0580606967479341,0.1980320713565919,0.23785014363171958
E,extratropics,uo_2,0.06437138466674633,0.004185602204182189,0.0044182077451132284,0.0557675747174509,0.21853779524901767,0.25700429049713436
E,extratropics,uo_3,0.06298084241123474,0.004147253556035586,0.004270322932872333,0.05456326592232681,0.2306140906167082,0.26804478326842607
E,extratropics,uo_4,0.056918306296369285,0.0039166065454533,0.0039102774701858575,0.049091422280730115,0.21282206496354059,0.24704369865260617
E,extratropics,uo_5,0.05855757318741069,0.004106320088272331,0.003954058954153165,0.0504971941449852,0.21633681999101648,0.25082733526608536
E,extratropics,uo_6,0.07655378741807771,0.005218417679112514,0.005150505709920541,0.06618486402904464,0.2748298411247415,0.3195363670848186
E,extratropics,uo_7,0.1183377305936043,0.0076417411690821065,0.007795263984593779,0.10290072543992843,0.40329737641370983,0.46912785653576305
E,extratropics,uo_8,0.14256116396700272,0.009564511958198713,0.009664499857823878,0.12333215215098015,0.4515298988122024,0.5293324356782443
E,extratropics,uo_9,0.14844190675122856,0.010548950722939052,0.010054241043571657,0.12783871498471785,0.43848531642065136,0.5194426717356754
E,extratropics,uo_10,0.15520003105287622,0.011804364722202886,0.011096570699550732,0.13229909563112263,0.4141771787189813,0.49843164849546145
E,extratropics,uo_11,0.1660031003223351,0.013459935203139926,0.012116084222695889,0.14042708089649927,0.3950489010394747,0.4834767867999506
E,extratropics,uo_12,0.18411836688867314,0.016005689834017855,0.014393076511475903,0.15371960054317943,0.37080487816675073,0.46837345806845776
E,extratropics,uo_13,0.220131976330466,0.020679488483693456,0.016095638808042274,0.18335684903873023,0.3620909211571425,0.4608873569765841
E,extratropics,uo_14,0.287106712974413,0.027684519385322914,0.020569465083933047,0.23885272850515704,0.3889400164000458,0.5123772652655655
E,extratropics,uo_15,0.38943793949321187,0.03368185854431205,0.029070699257511393,0.32668538169138844,0.4426643203946242,0.6001656244265802
E,extratropics,uo_16,0.5144495729029855,0.03572418745566408,0.04683731052365334,0.4318880749236681,0.4882533056721296,0.7110832444704661
E,extratropics,uo_17,0.5372468883535007,0.036552953793194724,0.04787421023038571,0.45281972432992007,0.45924956033633196,0.6764192234882326
E,extratropics,uo_18,0.4855088314631978,0.035141027810367674,0.04022235854288603,0.4101454451099441,0.4071171360729623,0.5948849245680697
E,extratropics,vo_0,0.10705728145448992,0.0064759411049116564,0.0069078318069179055,0.09367350854266036,0.47750925347563794,0.5413211092507317
E,extratropics,vo_1,0.07216009023947995,0.004580238837233931,0.004110891980826761,0.06346895942141924,0.4691672750189395,0.512840186505783
E,extratropics,vo_2,0.06172188897768348,0.004024264058997993,0.0036248620318630386,0.054072762886822445,0.5020648581433294,0.5418294741924613
E,extratropics,vo_3,0.053106092800838584,0.003824148334152967,0.0030581359137751346,0.046223808552910486,0.5381098330765407,0.5743945917490989
E,extratropics,vo_4,0.04865096418759003,0.0036564043182944306,0.0029421875739892894,0.04205237229530631,0.5571330856419316,0.5913578927222475
E,extratropics,vo_5,0.052802183884995246,0.004034447784340667,0.003540675529815644,0.04522706057083893,0.6025579139815458,0.6379887682516379
E,extratropics,vo_6,0.06242154323902657,0.004668957645607269,0.00430111693983584,0.053451468653583474,0.6667056513086209,0.7065627714930403
E,extratropics,vo_7,0.07399539158128865,0.005544392953509884,0.005338216732391002,0.06311278189538776,0.7065860498380252,0.7530014762182456
E,extratropics,vo_8,0.08462443095335836,0.006616044586408498,0.0066367375084887695,0.0713716488584611,0.7301866090031495,0.7766560231766871
E,extratropics,vo_9,0.09333231594731477,0.007897644978635491,0.007750011673548393,0.0776846592951309,0.7252276190577175,0.778317468692097
E,extratropics,vo_10,0.10683866021368647,0.009361573823591667,0.00954927798596508,0.08792780840412974,0.6983778370285589,0.7673321215296502
E,extratropics,vo_11,0.12881612010027596,0.011657274644211615,0.010851827871579602,0.10630701758448476,0.6810666903084669,0.7566422965938033
E,extratropics,vo_12,0.1644460891373146,0.014680094074310646,0.01356462669432807,0.13620136836867588,0.6424861133658348,0.7313048635634335
E,extratropics,vo_13,0.22960773763980294,0.019864160233302893,0.017439063756570106,0.19230451364992995,0.611435240461898,0.7109177891196817
E,extratropics,vo_14,0.3231469232932447,0.027899470163746432,0.022113825657557408,0.2731336274719408,0.6078514835272434,0.7348134903895971
E,extratropics,vo_15,0.44390094651169354,0.033274671393268486,0.03231723086944014,0.3783090442489849,0.6048316831912744,0.7778028115165156
