model,region,channel,mse,mean_bias_mse,amplitude_mse,pattern_mse,prediction_temporal_variance,target_temporal_variance
original,global,vo_1,0.12632995580955494,0.006762974126619247,0.009650277361430917,0.10991670432150477,0.6043216281645397,0.6928754185797239
original,global,vo_2,0.10222597843279749,0.005869130770755179,0.007872306330329596,0.08848454133171271,0.624521278086453,0.7010410930188267
original,global,vo_3,0.09390920992577546,0.0050369829813178245,0.007799052561319419,0.08107317438313821,0.6323056366745912,0.7065111279708967
original,global,vo_4,0.0922449685478155,0.004974848985088783,0.008120386977322333,0.07914973258540436,0.6037238590737093,0.6711591026931776
original,global,vo_5,0.10098642515149227,0.005443653126856646,0.011135499546297323,0.08440727247833826,0.5425978431946129,0.6147539353610598
original,global,vo_6,0.1042777392824632,0.005910883010243502,0.012759606697617857,0.08560724957460182,0.5088511144258218,0.5785346762365356
original,global,vo_7,0.10542024316028344,0.005709486036562057,0.013969381879157845,0.08574137524456353,0.5103341914860205,0.5805352453762502
original,global,vo_8,0.1128439935181531,0.006081317313327715,0.01569109379046612,0.09107158241435927,0.5146491722634761,0.5898052825824417
original,global,vo_9,0.12293785696252549,0.006884249080086543,0.017530585741995574,0.09852302214044334,0.5074671786003896,0.5906174031225241
original,global,vo_10,0.13993855448950113,0.008034195150135003,0.0210569250883688,0.11084743425099733,0.4907366095128216,0.5888358438138577
original,global,vo_11,0.16404184633334065,0.009551785943739205,0.025561636643741975,0.12892842374585944,0.47283314711834085,0.5907040654581993
original,global,vo_12,0.19582873220967242,0.01168460456649617,0.03148719853825686,0.1526569291049194,0.44688059895862975,0.5879985613244103
original,global,vo_13,0.23461698700533995,0.015245081922591434,0.036655257610026235,0.1827166474727223,0.4203929724253364,0.5797093035638115
original,global,vo_14,0.2776081385373414,0.020151302102647626,0.03978272716754103,0.21767410926715272,0.4108092254236693,0.5948692239421971
original,global,vo_15,0.3506931216870222,0.02404954659378281,0.050183648628092034,0.27645992646514733,0.41553664783323446,0.6450684595553559
original,global,vo_16,0.40112741562225984,0.026110531138011928,0.05767299197205433,0.3173438925121935,0.39710665203523426,0.6550629584470266
original,global,vo_17,0.38790567197013937,0.02822809823575002,0.05179300422665361,0.30788456950773574,0.3588516422776896,0.589188395988543
original,global,vo_18,0.3525318075112179,0.025755599968851604,0.045882603645662684,0.28089360389670365,0.31468082556552046,0.5327725697122075
original,global,thetao_0,0.0,0.0,0.0,0.0,0.029044610350279495,0.029044610350279495
original,global,thetao_1,0.0008213852856851726,0.0003456080129935408,4.356862630468052e-05,0.00043220864638695097,0.027675102410084258,0.027948585304476886
original,global,thetao_2,0.001726447169959963,0.0004953618563565657,0.00021424616147602948,0.001016839152127367,0.021645349755052407,0.022641841530216308
original,global,thetao_3,0.0031634117459899227,0.0008328741497426575,0.0003576133471648663,0.0019729242490823984,0.013387415705860124,0.01548652602943612
original,global,thetao_4,0.004254041380909683,0.0012724384134939854,0.0004752956813813432,0.0025063072860343548,0.008462493258033423,0.01072779523011616
original,global,thetao_5,0.00506965392555671,0.0017726810832038868,0.000567776982731658,0.0027291958596211635,0.0074204786096504,0.009825321273652125
original,global,thetao_6,0.006023101339732203,0.0022346136012326026,0.0006990306398289251,0.003089457098670674,0.005756702065722533,0.008177617769002908
original,global,thetao_7,0.006639763364829598,0.0027796708338340206,0.0006607908656165743,0.003199301665379004,0.004635307133567877,0.006386563093216424
original,global,thetao_8,0.007300423819975178,0.003456762984970953,0.0006183508403199305,0.0032253099946842954,0.004916145279471414,0.006327869775487354
original,global,thetao_9,0.007266878394098851,0.003309536042121926,0.0006753907368567813,0.0032819516151201436,0.005528722449274568,0.0069560220576852265
original,global,thetao_10,0.006880980882344337,0.0033682807022123256,0.0006037649261840834,0.0029089352539479274,0.0050278984502480206,0.005934194366543516
original,global,thetao_11,0.008684334190289298,0.004767119173355356,0.0010671079094944263,0.002850107107439521,0.0034916661879275316,0.004911586599916761
original,global,thetao_12,0.00843707177756223,0.0057681254123858,0.0007539130580169931,0.0019150333071594403,0.001852463185473555,0.002175614104692997
original,global,thetao_13,0.004236173521671685,0.0028018168216859575,0.0003427676567079581,0.001091589043277765,0.0012790148307763134,0.0008776299933484789
original,global,thetao_14,0.003007752104845188,0.0017904192245008508,0.00037123731479687824,0.0008460955655474584,0.001272369542238745,0.0007602193151228861
original,global,thetao_15,0.0026917555218049683,0.0013927420072750573,0.0004789049073724778,0.0008201086071574305,0.001334914273129176,0.000757788994317736
original,global,thetao_16,0.0046465995208288145,0.002569040787637445,0.0008279443165104737,0.0012496144166808964,0.001732222144636465,0.0008298297593824304
original,global,thetao_17,0.005055912906714555,0.0029784367499342975,0.00105820788157646,0.0010192682752037927,0.0018314024473192452,0.0002850461057775996
original,global,thetao_18,0.00455191419336654,0.0026498086190822443,0.0011166611075048478,0.0007854444667794388,0.0017384438599311104,0.00014309257269669185
original,global,so_0,0.011269985501361426,0.002416310885952365,0.0017941158794296365,0.007059558735979422,0.01633890716381917,0.023273160802380375
original,global,so_1,0.008987377244199431,0.00201059222180305,0.00110370217455274,0.005873082847843636,0.014072040003564192,0.018708610565594176
original,global,so_2,0.00740074355878113,0.0016332113976109733,0.0010636032895451422,0.004703928871625016,0.00862012370913437,0.013071763079868303
original,global,so_3,0.006249960798976574,0.0014426582467811978,0.0009097902209929388,0.0038975123312024445,0.0049933489928941895,0.008282375491599445
