model,region,box_width_cells,channel,prediction_anomaly_energy,target_anomaly_energy,cross_anomaly_moment,anomaly_mse
original,extratropics,0,thetao_9,0.011645823284381568,0.017623379995877094,0.010395408946682108,0.008478385575040423
original,extratropics,0,thetao_10,0.010715761551200742,0.016288134278823634,0.009344524750956382,0.00831484617759483
original,extratropics,0,thetao_11,0.00767630860773903,0.016282605214251414,0.006062331642353475,0.011834250668985677
original,extratropics,0,thetao_12,0.00447977747241355,0.013068486296694087,0.003016378584722377,0.011515506656106676
original,extratropics,0,thetao_13,0.003099514474866517,0.004040082215773638,0.0013652846600502881,0.0044090273822987025
original,extratropics,0,thetao_14,0.003053842639230719,0.0026619684002879597,0.0012645513645956538,0.0031867083232624063
original,extratropics,0,thetao_15,0.0033610956907987296,0.0022203175732019276,0.0013442248472887459,0.0028929636047005354
original,extratropics,0,thetao_16,0.004635899751023813,0.0034371805965260726,0.0014819963223705389,0.005109087766308074
original,extratropics,0,thetao_17,0.004912121331958909,0.007314699711372155,0.0032810529040153886,0.00566471517650467
original,extratropics,0,thetao_18,0.004579126122266506,0.009165961389439274,0.004360774266204299,0.005023538852298652
original,extratropics,0,so_0,0.0068769151664743525,0.008569189361437704,0.0022925799348005897,0.010860944618329859
original,extratropics,0,so_1,0.006019911107917627,0.007313864526686946,0.002155958905914855,0.00902185786628362
original,extratropics,0,so_2,0.004839169223689371,0.005650761598401299,0.0017841336790077164,0.006921663447612464
original,extratropics,0,so_3,0.003937951171526103,0.004638540868957838,0.0015975397698712922,0.0053814125313150765
original,extratropics,0,so_4,0.0037350052229194633,0.004561840972834916,0.0016006112517318644,0.0050956236969943005
