reference,candidate,region,lead_days,variable,origins,years,bootstrap_draws,reference_rmse,candidate_rmse,candidate_minus_reference_rmse,difference_ci_low,difference_ci_high,rmse_reduction_percent,reduction_ci_low,reduction_ci_high
C,D,global,10,so,99,9,4000,0.06856661300246852,0.06621787073478302,-0.0023487422676854997,-0.002569135140526475,-0.0021446752961397455,3.4254897024021624,3.1079807321350077,3.7600109106045307
C,D,global,10,sst,99,9,4000,0.02922712354871739,0.030112425279284663,0.0008853017305672714,0.0007835871697233032,0.0009649538201790714,-3.0290415992925146,-3.2960939680632673,-2.6891608052807596
C,D,global,10,thetao,99,9,4000,0.06449107219872514,0.0629650307322486,-0.0015260414664765437,-0.0018502164546458475,-0.001187097436067545,2.366283292320126,1.8538863158704777,2.868530505982091
C,D,global,10,ts,99,9,4000,0.06656004361466215,0.06461192420815776,-0.0019481194065043977,-0.002199175851708166,-0.001691118215708959,2.9268601712202913,2.5393670136810274,3.306291255027337
C,D,global,10,uo,99,9,4000,0.45591470609728196,0.4292433582946423,-0.02667134780263969,-0.027589144014178557,-0.025728323867179284,5.850074026115893,5.672530383698585,6.013968572378791
C,D,global,10,vo,99,9,4000,0.48016540735158386,0.46113888599673103,-0.019026521354852832,-0.01984856509286469,-0.01821977928310183,3.9624931458090984,3.8077529997867603,4.12453674779554
C,D,global,10,zos,99,9,4000,0.03477214513266844,0.03438071571902389,-0.0003914294136445548,-0.0005792469708482894,-0.00021191533500611957,1.125698205132608,0.6106510575497127,1.6757705438212291
C,D,global,15,so,99,9,4000,0.06946002540450669,0.06724840388887521,-0.002211621515631479,-0.002429443432903226,-0.002011772201998609,3.184020597101578,2.8809965241377826,3.512612398640255
C,D,global,15,sst,99,9,4000,0.03433544242799463,0.03498585001304716,0.0006504075850525329,0.000604610240520366,0.0006928507204865704,-1.8942746592431892,-2.0114628660962426,-1.7658732007559583
C,D,global,15,thetao,99,9,4000,0.06570168247781555,0.06413617311980763,-0.0015655093580079216,-0.0018805898072933459,-0.0012341417348891409,2.3827538336427256,1.8896907468394526,2.861860322892608
C,D,global,15,ts,99,9,4000,0.0676069752673879,0.06571071650825004,-0.0018962587591378616,-0.002143275539303953,-0.0016436653621185507,2.8048270931188557,2.429061122550174,3.171636743726706
C,D,global,15,uo,99,9,4000,0.4692948799365305,0.44704809047392824,-0.02224678946260228,-0.02280754712974059,-0.021673744940561186,4.740471378168676,4.640304716776503,4.837712858914685
C,D,global,15,vo,99,9,4000,0.5058654535212018,0.48999349353774446,-0.015871959983457362,-0.016643385049193722,-0.015206037764191955,3.1375852754871203,3.0091882757784365,3.2864615746972543
C,D,global,15,zos,99,9,4000,0.039051929883683265,0.03890551664080862,-0.00014641324287464202,-0.00028634138709788257,-5.340161751861064e-06,0.37491935305306034,0.013761754691856917,0.7312590585454067
C,D,global,20,so,99,9,4000,0.07027749191690522,0.06815665303009971,-0.002120838886805504,-0.0023476185238537157,-0.0019051611047088512,3.0178067386257057,2.700358219098717,3.358623330249376
C,D,global,20,sst,99,9,4000,0.03807245290034428,0.03849509432559797,0.00042264142525369475,0.0003588486784364688,0.00048654690066330666,-1.110097703344648,-1.2763141912599498,-0.9454052925745305
C,D,global,20,thetao,99,9,4000,0.06692934867367407,0.06534557548035054,-0.0015837731933235344,-0.001884937406855202,-0.0012704691135498598,2.3663358821038316,1.9078790456804027,2.813639492608695
C,D,global,20,ts,99,9,4000,0.06862384273710162,0.0667659104151347,-0.001857932321966918,-0.0021056123362433077,-0.0016077465527082207,2.707415160478066,2.339925509605792,3.071789994878758
C,D,global,20,uo,99,9,4000,0.4832454030338671,0.46433445528668166,-0.018910947747185436,-0.019500462067902093,-0.0182610036797331,3.9133218088491795,3.794255979304903,4.022089938592196
C,D,global,20,vo,99,9,4000,0.5309635380556391,0.517111191499494,-0.01385234655614509,-0.014471639480787366,-0.013306680409756248,2.6089073096943083,2.5093606471730796,2.7212137654016684
C,D,global,20,zos,99,9,4000,0.04193936939197733,0.041819322112945714,-0.00012004727903161538,-0.00029762134466996496,4.821545420931368e-05,0.28624006696338355,-0.11542210522371973,0.7005000226109757
C,D,global,25,so,99,9,4000,0.071230290758878,0.06920595397729858,-0.0020243367815794278,-0.002251098693553399,-0.0018063860369639468,2.8419605760588884,2.5191561149692063,3.180013573616073
C,D,global,25,sst,99,9,4000,0.041231000230846034,0.041537135920564634,0.0003061356897186007,0.00024535116652747225,0.0003720364439689256,-0.7424891174228065,-0.8989758196743581,-0.5962590536142035
C,D,global,25,thetao,99,9,4000,0.06830290742377602,0.06669383241716553,-0.0016090750066104914,-0.0019001291012269417,-0.0013069504794990527,2.355792845869953,1.9257158370313965,2.780897384664783
C,D,global,25,ts,99,9,4000,0.06978195140627415,0.06796150141218527,-0.0018204499940888824,-0.002059155624348433,-0.0015715061389081002,2.608769112073306,2.248542982387732,2.957317996948048
C,D,global,25,uo,99,9,4000,0.49637220840969,0.47971732686326635,-0.01665488154642364,-0.017355699472088874,-0.015960066669458654,3.3553211207741906,3.2265080364839673,3.4874218913099115
C,D,global,25,vo,99,9,4000,0.5528022944068925,0.5403838791585835,-0.012418415248309,-0.013241069555758203,-0.011684463406122586,2.246447848345645,2.110703138928172,2.3964950542118717
C,D,global,25,zos,99,9,4000,0.044445770708375264,0.044450319466995535,4.548758620270821e-06,-9.366908878621783e-05,0.00012173382226244523,-0.010234401491460154,-0.2745588774996586,0.20953994937521356
C,D,global,30,so,99,9,4000,0.07222842980859699,0.0702655195040007,-0.001962910304596291,-0.00218059959235226,-0.0017457997823557986,2.7176422217649487,2.402153808466769,3.0420277874011905
C,D,global,30,sst,99,9,4000,0.044094636557736516,0.04433889479378237,0.00024425823604585367,0.00019362340273288963,0.0003002405140192786,-0.5539409214225577,-0.677817353653101,-0.44176091885850055
C,D,global,30,thetao,99,9,4000,0.0696864141020577,0.06806949367049825,-0.0016169204315594488,-0.001900344948401305,-0.0013229963912870873,2.3202807209902088,1.9053204323223796,2.7212119659590077
C,D,global,30,ts,99,9,4000,0.07096880435451514,0.06917622134709692,-0.0017925830074182192,-0.0020236258128635545,-0.0015485792799994251,2.5258746060643933,2.179361129144434,2.861969858508775
C,D,global,30,uo,99,9,4000,0.5091625527078498,0.49418496910146276,-0.014977583606387068,-0.015490674268387357,-0.014398963227997854,2.941611382599263,2.8436146918108087,3.0257401539789597
C,D,global,30,vo,99,9,4000,0.5740474114446769,0.5627010416960195,-0.011346369748657326,-0.012371269655169687,-0.010436088677299935,1.9765562081540455,1.815007320724951,2.15494297550969
C,D,global,30,zos,99,9,4000,0.04698238861579393,0.04725458735470433,0.0002721987389103994,0.0001759032479943322,0.00035798266161420533,-0.5793633464155068,-0.7628699650773442,-0.37290874849274463
C,D,tropics,0,so,99,9,4000,0.06602846839125588,0.06371282115897661,-0.0023156472322792693,-0.0025401403440140436,-0.0020625613665477133,3.5070436869105492,3.1525059431095537,3.8317288619668313
C,D,tropics,0,sst,99,9,4000,0.0,0.0,0.0,0.0,0.0,,,
C,D,tropics,0,thetao,99,9,4000,0.053910770513458196,0.052176525618264386,-0.0017342448951938108,-0.0020921662017662672,-0.0014057828128420055,3.2168801867910157,2.6507929795077505,3.841809336792003
C,D,tropics,0,ts,99,9,4000,0.06027491109678151,0.05823106304039593,-0.0020438480563855776,-0.0022785079880955367,-0.001796384411136486,3.3908769323671595,3.011121825389969,3.7378051939110004
C,D,tropics,0,uo,99,9,4000,0.4844723554598387,0.4432242033234649,-0.041248152136373784,-0.04300723215524327,-0.03933704580995721,8.514036285356873,8.14188924328911,8.864195817298015
C,D,tropics,0,vo,99,9,4000,0.4852802715543244,0.4379299591049212,-0.04735031244940319,-0.04875901879114014,-0.046348435232855326,9.757312469708046,9.587398551930386,9.975234549940545
C,D,tropics,0,zos,99,9,4000,0.0,0.0,0.0,0.0,0.0,,,
C,D,tropics,5,so,99,9,4000,0.0665682630007238,0.06442372195160674,-0.0021445410491170575,-0.002344212041006088,-0.0019245173722699546,3.221566783399077,2.923833621269714,3.505335935655994
C,D,tropics,5,sst,99,9,4000,0.020103372648226224,0.021257239624625075,0.0011538669763988506,0.0010094118131460472,0.0013433767659671544,-5.739668644607554,-6.683907262107367,-5.010020934413046
C,D,tropics,5,thetao,99,9,4000,0.05445513042512676,0.05262579343797199,-0.0018293369871547685,-0.002209231842205192,-0.0014837221054608205,3.3593473615310177,2.771842398579183,4.0109565750252685
C,D,tropics,5,ts,99,9,4000,0.06081403977927752,0.05882129752510574,-0.0019927422541717796,-0.0022347784709481717,-0.0017415115629252661,3.276779936679708,2.904989153886944,3.634716259635435
C,D,tropics,5,uo,99,9,4000,0.48562336400445355,0.4554730737952646,-0.030150290209188968,-0.032164149201949536,-0.02819792613813149,6.20857488415909,5.8563085246842705,6.573343712682568
C,D,tropics,5,vo,99,9,4000,0.4827895042315587,0.4529979795449869,-0.029791524686571813,-0.03065188234988036,-0.02902524007266748,6.170706783278169,6.023293145766932,6.336062990996606
C,D,tropics,5,zos,99,9,4000,0.01671662642134549,0.016688444442038205,-2.8181979307286692e-05,-0.00027700830722321435,0.00020977427621495914,0.16858652336275703,-1.2753982551826641,1.6392951483197227
C,D,tropics,10,so,99,9,4000,0.06698263804796209,0.0649882382323766,-0.001994399815585496,-0.0021674431762207834,-0.0018058414374754934,2.977487709811355,2.736767301180512,3.212708385557267
C,D,tropics,10,sst,99,9,4000,0.025213807587305584,0.026177363559825133,0.0009635559725195489,0.0008523090878974853,0.001102789631861391,-3.821540912387511,-4.3927225343867,-3.3743945030775095
C,D,tropics,10,thetao,99,9,4000,0.05514223956785588,0.05338887193506122,-0.0017533676327946626,-0.002118570910819675,-0.0014206146898454728,3.1797178470363674,2.6091560095927,3.79881939646807
C,D,tropics,10,ts,99,9,4000,0.061348758685172707,0.059472021804569994,-0.0018767368806027127,-0.002105912508742032,-0.001641457982106448,3.0591277163955044,2.713025500411213,3.395216326085351
C,D,tropics,10,uo,99,9,4000,0.49558163914615333,0.46932360616586966,-0.026258032980283674,-0.02762015869300786,-0.024785509485100044,5.298427323805644,5.033870982509749,5.521320786239188
C,D,tropics,10,vo,99,9,4000,0.4924341003553911,0.4672943390947479,-0.025139761260643212,-0.02569022366993387,-0.02452341774711191,5.105203161702199,4.967325938835197,5.2310835308564565
C,D,tropics,10,zos,99,9,4000,0.020214656841615063,0.020382443580636584,0.0001677867390215207,-0.0001616856097570951,0.000496272982048573,-0.8300251660770419,-2.4862285885856386,0.7987724314194622
C,D,tropics,15,so,99,9,4000,0.06766742463849126,0.06586432672627589,-0.0018030979122153762,-0.001977290817183522,-0.00162506380024581,2.6646468693737213,2.435906524143711,2.89172992650611
