region,channel,mse,mean_bias_mse,temporal_amplitude_mse,temporal_pattern_mse,origins
global,uo_0,0.18773999523434734,0.020293834206730484,0.033703151553951885,0.133743009473665,99
global,uo_1,0.18962898093590708,0.02231278455687886,0.029308379784185025,0.13800781659484318,99
global,uo_2,0.19080823772287225,0.024625538602089388,0.028732254472569378,0.13745044464821346,99
global,uo_3,0.19432353969312718,0.026905996652511317,0.029699037248164046,0.13771850579245182,99
global,uo_4,0.18432559043110025,0.028286109450720492,0.027574257816158472,0.1284652231642213,99
global,uo_5,0.18305047377738073,0.03293785256229389,0.02759824578674591,0.12251437542834097,99
global,uo_6,0.18990031305399727,0.03234931022221543,0.030985483222545067,0.12656551960923676,99
global,uo_7,0.2382248053028637,0.032344232833641164,0.04255706183480956,0.16332351063441294,99
global,uo_8,0.26109328106662444,0.031104402460779865,0.050692063765044176,0.1792968148408004,99
global,uo_9,0.2673229299648237,0.031648206054480335,0.053674146775192,0.1820005771351514,99
global,uo_10,0.2748769636622182,0.032672189707376384,0.05894166718511568,0.1832631067697261,99
global,uo_11,0.28797606748748056,0.03364921974788982,0.06356552924525954,0.19076131849433114,99
global,uo_12,0.3117561062320804,0.03738290454816346,0.07010675662120681,0.20426644506271008,99
global,uo_13,0.33765647876467336,0.04438085419684048,0.07474618435478803,0.21852944021304485,99
global,uo_14,0.36947390868177904,0.055345187969406046,0.08200071722879042,0.2321280034835826,99
global,uo_15,0.4471454118429019,0.0676700786405197,0.11006700009261823,0.269408333109764,99
global,uo_16,0.5304247629887447,0.07955924192646492,0.14854135234394583,0.302324168718334,99
global,uo_17,0.5124309636147415,0.0926670613620185,0.13916251352906417,0.2806013887236589,99
global,uo_18,0.4050350918356015,0.0651502724375107,0.10602888904843788,0.23385593034965294,99
global,vo_0,0.3107377536330745,0.03169020436213547,0.06125736825744156,0.21779018101349745,99
global,vo_1,0.292080465672909,0.032076170634227096,0.05155345532702821,0.20845083971165368,99
