region,box_width_cells,channel,predicted_anomaly_second_moment,target_anomaly_second_moment,anomaly_cross_moment,anomaly_mse,origins
global,0,uo_0,0.2993675548620898,0.44721102353298303,0.27941929240419405,0.1877399943392686,99
global,0,uo_1,0.34034647182984784,0.4892850692826088,0.320001277959708,0.18962898143012114,99
global,0,uo_2,0.37068668399194277,0.5141384291528451,0.347008440079111,0.19080823915775377,99
global,0,uo_3,0.35564667287499013,0.4994141889943017,0.33036865956253475,0.19432354620610826,99
global,0,uo_4,0.28783369199796155,0.41877185425373037,0.2611399857383786,0.18432557793578716,99
global,0,uo_5,0.23356285059090817,0.35726736470906423,0.2038898728411607,0.18305046690834892,99
global,0,uo_6,0.22066142297152316,0.33777143317039565,0.18426627492663836,0.18990030869691057,99
global,0,uo_7,0.27840012342038783,0.4361954295273983,0.23818538074541573,0.2382247955209077,99
global,0,uo_8,0.2935651811686429,0.4782874265102425,0.25537966869094153,0.2610932764681903,99
global,0,uo_9,0.2876822153727214,0.474885123847711,0.24762220996798892,0.26732291717721957,99
global,0,uo_10,0.2753167110260087,0.46598353349801264,0.2332116353391397,0.2748769750498762,99
global,0,uo_11,0.26944573103177427,0.4623004673707365,0.22188506448509718,0.28797606958283317,99
global,0,uo_12,0.26653542467440017,0.4591639156293387,0.20697162413235867,0.3117560948988404,99
global,0,uo_13,0.2691846876734435,0.4531179103586409,0.19232305733844487,0.3376564844088121,99
global,0,uo_14,0.2761960974847428,0.4730939139621426,0.18990805985951664,0.3694738941361206,99
global,0,uo_15,0.28576129102947734,0.5348082880179087,0.18671208605019732,0.44714540002321956,99
global,0,uo_16,0.28296247124671936,0.591971294446425,0.17225450096708356,0.5304247613507088,99
global,0,uo_17,0.28320217674428766,0.5408051128339286,0.15578817463282382,0.5124309487415083,99
global,0,uo_18,0.223812042011155,0.4628845456272665,0.1408307571152244,0.40503506949453644,99
global,0,vo_0,0.4012680697922755,0.6371854534654906,0.36385788580383915,0.31073775405835624,99
global,0,vo_1,0.4196106430256005,0.6362425067810097,0.3818863434622986,0.2920804640861473,99
global,0,vo_2,0.4413598556109149,0.648544268174605,0.4063758606260473,0.2771524025334252,99
global,0,vo_3,0.4512364722863592,0.6636316661882882,0.4213632604088446,0.27214161088370314,99
global,0,vo_4,0.4369436032844312,0.6494225721166591,0.4082185427347819,0.26992909369444607,99
global,0,vo_5,0.40935909206216986,0.6217725180616283,0.3770478494239576,0.2770359082655473,99
global,0,vo_6,0.39914697589296283,0.6010017714115105,0.36175348541953345,0.27664178203452716,99
global,0,vo_7,0.401135109289728,0.6081744083250412,0.36666888118994356,0.2759717565895331,99
global,0,vo_8,0.40174542262096596,0.6197710308161649,0.3695926341143521,0.28233119062703066,99
global,0,vo_9,0.39771012555469165,0.6211628179357509,0.36561911395101837,0.2876347107718689,99
global,0,vo_10,0.3905527317764783,0.6176243183588741,0.3554224161186604,0.29733221217839406,99
global,0,vo_11,0.3823272603930849,0.6179243880088883,0.34149591790305245,0.31725981620827104,99
global,0,vo_12,0.373332770183833,0.6115481636740945,0.3182182050112522,0.3484445277488593,99
global,0,vo_13,0.36287322489902224,0.6008604271243317,0.28921159304151633,0.3853104617258515,99
global,0,vo_14,0.35409422474678115,0.6120739320311883,0.2663722054825889,0.4334237473179596,99
global,0,vo_15,0.3463245585109248,0.6541493498917782,0.23920218631474657,0.5220695312577065,99
global,0,vo_16,0.32148059961771724,0.6619076939544293,0.20546000894874034,0.5724682762767329,99
global,0,vo_17,0.3249413039949205,0.6014474726686574,0.19286830437303792,0.5406521670144013,99
global,0,vo_18,0.2812979212312987,0.5472261285541034,0.1784910646953968,0.47154192280287693,99
global,0,thetao_0,0.004692449471960315,0.004692449471960315,0.004692449471960315,0.0,99
global,0,thetao_1,0.00540157047693025,0.004617655645077577,0.003931264783434495,0.002156696519861468,99
global,0,thetao_2,0.004968967879040524,0.004567033011522709,0.0035366486802678367,0.0024627035453144196,99
global,0,thetao_3,0.006148791046474467,0.005106154850430109,0.0032125781795875443,0.00482978956359956,99
global,0,thetao_4,0.006836453480928233,0.006511206004881497,0.0035747870911063268,0.006198085402373714,99
global,0,thetao_5,0.007790402311718825,0.008594779946813078,0.004663379909941042,0.007058422542130104,99
global,0,thetao_6,0.007602734241935641,0.009852218935548357,0.004610218135922244,0.00823451689152856,99
global,0,thetao_7,0.007618783027723883,0.010582081841850522,0.004608284235188756,0.008984296441529736,99
global,0,thetao_8,0.009298819982719541,0.012330281416499856,0.00548299044991533,0.01066312026420627,99
global,0,thetao_9,0.011084123505185348,0.01264511344182973,0.0062475934050826715,0.011234050353217607,99
global,0,thetao_10,0.010642507518030177,0.011373987120359835,0.005507064658696904,0.011002365085813735,99
global,0,thetao_11,0.011193370615894144,0.010857388433633429,0.004217495603223491,0.013615767904228032,99
global,0,thetao_12,0.011251695444713336,0.00874126399632054,0.002539227276833521,0.014914505070809162,99
global,0,thetao_13,0.006649165785862039,0.003358381772131631,0.0005281205707102675,0.008951306465373498,99
global,0,thetao_14,0.005393728745555637,0.002070766046991327,0.0004948577531989701,0.0064747792085388094,99
global,0,thetao_15,0.005388875270845613,0.0014909403198727904,0.0006809291721443937,0.005517957186458086,99
global,0,thetao_16,0.008730431830491683,0.0024294304529750587,0.0006719259180674198,0.009816010463794675,99
global,0,thetao_17,0.008005597365248685,0.005719828687495355,0.0019693173940829706,0.009786791299855468,99
global,0,thetao_18,0.005077334346644806,0.007358547648170379,0.003026373451575637,0.0063831350587383665,99
global,0,so_0,0.014888724744921982,0.010010514530644875,0.002380623513917354,0.020137992235973026,99
global,0,so_1,0.012112834791869226,0.008220969642879385,0.0022532997407122618,0.015827204956851824,99
global,0,so_2,0.009578524919396097,0.007238024323614258,0.0020502380746877705,0.012716073185355977,99
global,0,so_3,0.006631604678025751,0.0063998075343216915,0.0015943981765891718,0.009842615772151586,99
global,0,so_4,0.005940143907950683,0.006201809065209495,0.0014890740611449335,0.009163804813241116,99
global,0,so_5,0.006211196345211279,0.006020669759523989,0.0012492289892491893,0.009733408049802588,99
global,0,so_6,0.007281772745302831,0.008865191380145273,0.0018379741778710122,0.012471015696799514,99
global,0,so_7,0.008417340494090259,0.011169775596095456,0.002726187756651956,0.01413474071093581,99
global,0,so_8,0.0071597734720192175,0.009192689622968736,0.0024797157384455204,0.011393031603985965,99
global,0,so_9,0.005438700191337954,0.005987436049664864,0.001499875254618625,0.008426385804672133,99
global,0,so_10,0.0035243948023164213,0.003247073127163781,0.0007216976214708252,0.005328072658316655,99
global,0,so_11,0.0033345114101063123,0.004086708428921422,0.0011687266529829363,0.005083766577746531,99
global,0,so_12,0.0028664382889565794,0.003555877319998061,0.0009779587524444467,0.0044663980805475,99
global,0,so_13,0.001581522587903145,0.0008070928901857274,0.00017746566072214545,0.0020336841369480497,99
global,0,so_14,0.0014641652709211815,0.0002785836290003675,5.641918039026393e-05,0.00162991054586577,99
global,0,so_15,0.0020026327310732066,0.00035754559535740153,0.00011669907417863306,0.002126780166902175,99
global,0,so_16,0.003483159135970654,0.0008594542477195236,0.00038897354938348546,0.0035646662534675514,99
global,0,so_17,0.008000047802172526,0.008903453639247503,0.003958772352868409,0.008985956679239418,99
global,0,so_18,0.005672194651619653,0.009725005530535874,0.005135566308962727,0.00512606766300671,99
global,0,zos,0.006809747335736198,0.006809747335736198,0.006809747335736198,0.0,99
global,3,uo_0,0.06424898785924671,0.1357585975919107,0.05478430994682842,0.09043896514357942,99
global,3,uo_1,0.07620484427069173,0.1651368833551503,0.06640062458587415,0.1085404780025434,99
global,3,uo_2,0.08941037952899933,0.19310436766557018,0.07878107833440857,0.12495258939687652,99
global,3,uo_3,0.09628972313319793,0.2088035914030942,0.08519127934870094,0.13471075425846407,99
global,3,uo_4,0.08965071667023379,0.1929820766954711,0.07919273021245243,0.12424733519855172,99
global,3,uo_5,0.08724914476124927,0.18577127926277393,0.07658539283456224,0.11984963639818057,99
global,3,uo_6,0.10269143680731456,0.2134924487333105,0.09081612271491928,0.13455164003552814,99
global,3,uo_7,0.14394394511526282,0.298437485791216,0.1300073731878791,0.18236668302555276,99
global,3,uo_8,0.1575867860305189,0.3321562003005635,0.14576292670134341,0.19821712901495925,99
global,3,uo_9,0.15654452566546623,0.32568685484654974,0.144141631370241,0.1939481192767018,99
global,3,uo_10,0.1510510230907286,0.3121235662638539,0.13640840547253388,0.190357779613649,99
global,3,uo_11,0.1458664479279759,0.3016504536975514,0.12898742610758002,0.18954205091553505,99
global,3,uo_12,0.14562396930925775,0.2922661942665023,0.11964076975680361,0.19860862421266962,99
global,3,uo_13,0.14968441246133862,0.28367112065204464,0.10872897874526304,0.21589757607440757,99
global,3,uo_14,0.15115198959605863,0.2954982558284143,0.10151008230568183,0.24363008066259248,99
global,3,uo_15,0.1480530355915879,0.3245864646001296,0.08918803230379567,0.2942634384439449,99
global,3,uo_16,0.14187039991821906,0.3582704816803788,0.07337690825865727,0.3533870683173941,99
global,3,uo_17,0.15007320723750375,0.3200020025474857,0.06504993991117285,0.33997532996264374,99
global,3,uo_18,0.10942228830823994,0.25980070052724896,0.05560808224283686,0.25800682182865914,99
global,3,vo_0,0.12755639504904698,0.24842068342247395,0.11303356312441104,0.14990994876081293,99
global,3,vo_1,0.13605725742650754,0.26838431499823173,0.12213572611411412,0.16017012373365538,99
global,3,vo_2,0.15071102871437264,0.2968813009334333,0.13684220137921246,0.17390792764196492,99
global,3,vo_3,0.16448860878896232,0.3261714589716208,0.1509742849703991,0.18871150368993933,99
global,3,vo_4,0.16840480102433097,0.3348247435959903,0.15562001126583178,0.19198952585157722,99
global,3,vo_5,0.17477674255467424,0.3430927600523438,0.16086538617659096,0.19613872769505086,99
global,3,vo_6,0.18568562046445983,0.35689466529422337,0.17011634448562005,0.20234759633589272,99
global,3,vo_7,0.1909764255538131,0.3684024666294907,0.17688699954687948,0.20560489128334353,99
global,3,vo_8,0.19290952730660488,0.37265488505363464,0.17872555599068152,0.20811330399127922,99
global,3,vo_9,0.1906899937776604,0.3665777685666325,0.17546636061836976,0.2063350429137548,99
global,3,vo_10,0.18594619405992102,0.35532290194973803,0.1681043714886964,0.20506035393536692,99
