step,selection_split,selection_field_mse,selection_current_field_mse,selection_ts_mse,elapsed
0,fitting_set,0.0019428395753493533,0.0019438287406477485,0.0018763187472359277,0
100,fitting_set,0.0007122565257304814,0.0007148722026702322,0.003709029682795517,30.079827337001916
200,fitting_set,0.0004421098165039439,0.000443247116661627,0.003809621528489515,59.07018761598738
300,fitting_set,0.0003460364623606438,0.0003463834490002233,0.004116337397135794,88.39028202102054
