step,selection_split,selection_field_mse,selection_current_field_mse,selection_ts_mse,elapsed
0,fitting_set,0.0021461592987179756,0.0021400009238887636,0.0020897448994219303,0
100,fitting_set,0.0002530341735109687,0.000254082873502691,0.005427610129117966,27.566615185991395
200,fitting_set,0.00012895464897155762,0.00012791976411624732,0.005387980490922928,55.75107144500362
300,fitting_set,8.288008393719792e-05,8.196844359897676e-05,0.0055490946397185326,83.89144108700566
