run,mode,region,lead_days,variable,normalized_mse,physical_mse,prediction_second_moment,target_second_moment,normalized_rmse,physical_rmse,prediction_rms,target_rms,rms_ratio
A-s2718,inferred,extratropics,0,so,0.005688777969405401,0.01526632170343855,1203.8673941953457,1203.8131713542705,0.07542398802374084,0.12355695732510796,34.6967922753004,34.69601088532038,1.0000225210322478
A-s2718,inferred,extratropics,0,sst,0.0,0.0,264.66212894940617,264.66212894940617,0.0,0.0,16.268439659334454,16.268439659334454,1.0
A-s2718,inferred,extratropics,0,thetao,0.005494731857624759,0.13084583792096735,91.21211165383743,91.88061453580991,0.07412645855310207,0.36172619192003136,9.550503214691748,9.585437628810169,0.9963554700921091
A-s2718,inferred,extratropics,0,ts,0.0055917549135150795,,,,0.07477803764150995,,,,
A-s2718,inferred,extratropics,0,uo,0.19180538393814528,0.00039685737190402556,0.0034263909303198746,0.0036498695552275684,0.43795591551906826,0.01992127937417739,0.05853538186703726,0.06041415028970919,0.9689018480991207
A-s2718,inferred,extratropics,0,vo,0.1849050021639756,0.00021348450463302515,0.002984459838893447,0.0030889873151848375,0.43000581643040087,0.014611108946039146,0.05463020994736746,0.05557865881059777,0.9829350170816021
A-s2718,inferred,extratropics,0,zos,0.0,0.0,0.48620438304814423,0.48620438304814423,0.0,0.0,0.697283574342709,0.697283574342709,1.0
A-s2718,inferred,extratropics,5,so,0.00578838974449844,0.0151656872002706,1203.8717960599,1203.8158635205882,0.07608146781246035,0.12314904465837564,34.69685570854944,34.69604968178061,1.0000232310818156
A-s2718,inferred,extratropics,5,sst,0.000674944098467302,0.09140271016142582,263.9244087296303,264.80069678720804,0.025979686265759677,0.3023288113320095,16.245750482191653,16.272697895161947,0.9983440107384832
A-s2718,inferred,extratropics,5,thetao,0.005518860074802615,0.13080146435115642,91.19527236433275,91.89021460419285,0.07428903064923256,0.36166485086493605,9.54962158225826,9.585938378906514,0.9962114510637615
A-s2718,inferred,extratropics,5,ts,0.005653624909650527,,,,0.07519059056591142,,,,
A-s2718,inferred,extratropics,5,uo,0.19032848708763328,0.0004368453972473531,0.003368238862244426,0.0036474312009881155,0.43626653216541067,0.020900846806944286,0.058036530411839975,0.06039396659425605,0.9609657004605443
A-s2718,inferred,extratropics,5,vo,0.19938837522754696,0.00028237652832279375,0.002916417872886204,0.003091959232748583,0.4465292546155817,0.01680406285166756,0.05400386905478351,0.05560538852259359,0.9711984843490599
A-s2718,inferred,extratropics,5,zos,0.0013724900452852353,0.00063622672160179,0.4846801519995988,0.4863526396679156,0.03704713275390196,0.02522353507345451,0.6961897385049558,0.6973898763732634,0.9982791005304681
A-s2718,inferred,extratropics,10,so,0.005824128687946132,0.01517350553864924,1203.864090444432,1203.8172161582934,0.07631597924383944,0.1231807839666936,34.69674466638667,34.69606917445106,1.0000194688318211
A-s2718,inferred,extratropics,10,sst,0.0010259496541975544,0.13893680816346946,263.8044761888909,264.84413516882694,0.03203044886038212,0.37274228115880476,16.242058865454553,16.274032541715865,0.9980352948060444
A-s2718,inferred,extratropics,10,thetao,0.005614383528632241,0.13535730494215675,91.18102433384468,91.89780742649144,0.0749291900972661,0.3679093705549734,9.548875553375103,9.58633441032032,0.996092473374923
A-s2718,inferred,extratropics,10,ts,0.005719256108289187,,,,0.0756257635220246,,,,
A-s2718,inferred,extratropics,10,uo,0.1987337146522769,0.0004717101638087182,0.0033609298223015215,0.003650042322148721,0.44579559738996627,0.02171888956205446,0.057973526909284395,0.060415580127552534,0.9595790818674198
A-s2718,inferred,extratropics,10,vo,0.2332810130265404,0.0003752509348689115,0.002890152106893208,0.0030950805369513337,0.4829917318407639,0.019371394757964937,0.05376013492257258,0.05563344800523633,0.9663275754095374
A-s2718,inferred,extratropics,10,zos,0.0017133579116709282,0.0007942382480261919,0.4849501736838408,0.4864606968682222,0.04139272776310989,0.028182232843161875,0.6963836397301711,0.697467344660825,0.9984462284306932
