reference,candidate,region,lead_days,variable,origins,years,bootstrap_draws,reference_rmse,candidate_rmse,candidate_minus_reference_rmse,difference_ci_low,difference_ci_high,rmse_reduction_percent,reduction_ci_low,reduction_ci_high
A-s2718,D-s2718,tropics,15,thetao,99,9,4000,0.06396253306479209,0.05499650067857094,-0.008966032386221151,-0.00973062282906043,-0.008283184222706267,14.017631817581133,12.971526785094209,15.167519482246824
A-s2718,D-s2718,tropics,15,ts,99,9,4000,0.069145110252482,0.06085005720496975,-0.008295053047512255,-0.009034246166497012,-0.0076203355085311154,11.996586623729478,10.95554860208436,13.099239702426402
A-s2718,D-s2718,tropics,15,uo,99,9,4000,0.5214165394375979,0.484378988693573,-0.03703755074402493,-0.04018755505144654,-0.0341776906938398,7.103255831503496,6.58484091604073,7.657648725894158
A-s2718,D-s2718,tropics,15,vo,99,9,4000,0.5163613991251684,0.4851930557541876,-0.031168343370980844,-0.031815750955132845,-0.030427075816595175,6.036148988632184,5.8761071437164745,6.173199440896667
A-s2718,D-s2718,tropics,15,zos,99,9,4000,0.02446506527000272,0.02381404879712991,-0.0006510164728728077,-0.0008298213368545541,-0.0004900196551021949,2.661004439138104,2.001637531818203,3.4131005857452563
A-s2718,D-s2718,tropics,20,so,99,9,4000,0.0742290246084282,0.0669198957300347,-0.007309128878393495,-0.008096871527212696,-0.00655020075074739,9.846726286584662,8.74547627416328,11.01199033452628
A-s2718,D-s2718,tropics,20,sst,99,9,4000,0.032829547139639315,0.032902344779101034,7.279763946171913e-05,-0.0001126030195765102,0.00024740932373286157,-0.22174426942922487,-0.7550463236481827,0.342017700219525
A-s2718,D-s2718,tropics,20,thetao,99,9,4000,0.06467888524319436,0.056213228291792164,-0.008465656951402195,-0.009228768552200523,-0.007783174109175157,13.088749009156686,12.062665292818838,14.206843094777188
A-s2718,D-s2718,tropics,20,ts,99,9,4000,0.06961790822274445,0.06179886519792999,-0.00781904302481446,-0.008549019314079634,-0.007153162967122772,11.231367365703104,10.215552007186274,12.3102572460794
A-s2718,D-s2718,tropics,20,uo,99,9,4000,0.5279429254269953,0.49392848863151706,-0.03401443679547822,-0.03728661240323782,-0.030982376392702904,6.44282462312904,5.889342358001183,7.018832214211468
A-s2718,D-s2718,tropics,20,vo,99,9,4000,0.5286939996380075,0.49972936820856484,-0.02896463142944261,-0.02931283846930799,-0.028455993091454298,5.478524713591315,5.389424480237247,5.53617457510965
A-s2718,D-s2718,tropics,20,zos,99,9,4000,0.027276707691457007,0.026766541448696467,-0.0005101662427605402,-0.0007039135127984248,-0.00032883413518044053,1.87033658362048,1.2057968550349512,2.5896327206459238
