model,mode,region,lead_days,variable,normalized_rmse,levels,origins
direct,climatology,global,10,so,0.07633027615099028,19,99
direct,climatology,global,10,sst,0.0681091770773959,1,99
direct,climatology,global,10,thetao,0.08436965259178023,18,99
direct,climatology,global,10,uo,0.6853624611495056,19,99
direct,climatology,global,10,vo,0.7901112800972054,19,99
direct,climatology,global,10,zos,0.08244427799102488,1,99
direct,climatology,global,15,so,0.0763561028604226,19,99
direct,climatology,global,15,sst,0.06705864384902022,1,99
direct,climatology,global,15,thetao,0.08428514810386635,18,99
direct,climatology,global,15,uo,0.6858246103837411,19,99
direct,climatology,global,15,vo,0.7888379893271225,19,99
direct,climatology,global,15,zos,0.08261114880742833,1,99
direct,climatology,global,20,so,0.07631692699833953,19,99
direct,climatology,global,20,sst,0.06662947637494432,1,99
direct,climatology,global,20,thetao,0.08419681250356019,18,99
direct,climatology,global,20,uo,0.6831585719331482,19,99
direct,climatology,global,20,vo,0.7877653033577998,19,99
direct,climatology,global,20,zos,0.08233251201809438,1,99
direct,climatology,global,25,so,0.0764453833852514,19,99
direct,climatology,global,25,sst,0.06762060417917864,1,99
direct,climatology,global,25,thetao,0.08435892546004878,18,99
direct,climatology,global,25,uo,0.6831993674824403,19,99
direct,climatology,global,25,vo,0.7875128134702445,19,99
direct,climatology,global,25,zos,0.08261238043577743,1,99
direct,climatology,global,30,so,0.07662199478358388,19,99
direct,climatology,global,30,sst,0.06844550905111267,1,99
direct,climatology,global,30,thetao,0.08454231653536613,18,99
direct,climatology,global,30,uo,0.6845750382517554,19,99
direct,climatology,global,30,vo,0.789518487959805,19,99
direct,climatology,global,30,zos,0.08275047973550655,1,99
direct,climatology,tropics,5,so,0.07461797863422093,19,99
direct,climatology,tropics,5,sst,0.059226151912158166,1,99
direct,climatology,tropics,5,thetao,0.07086486419218768,18,99
direct,climatology,tropics,5,uo,0.6830241430189998,19,99
direct,climatology,tropics,5,vo,0.6655967962814003,19,99
direct,climatology,tropics,5,zos,0.06704439653399763,1,99
direct,climatology,tropics,10,so,0.07452491452476968,19,99
direct,climatology,tropics,10,sst,0.05812214363678443,1,99
direct,climatology,tropics,10,thetao,0.0706667521886007,18,99
direct,climatology,tropics,10,uo,0.6833509510200916,19,99
direct,climatology,tropics,10,vo,0.6653111614134519,19,99
direct,climatology,tropics,10,zos,0.06678541012579786,1,99
direct,climatology,tropics,15,so,0.07452659679430838,19,99
direct,climatology,tropics,15,sst,0.057912421704860405,1,99
direct,climatology,tropics,15,thetao,0.0707037509530242,18,99
direct,climatology,tropics,15,uo,0.6842934811792902,19,99
direct,climatology,tropics,15,vo,0.6636689144640557,19,99
direct,climatology,tropics,15,zos,0.0669592871105956,1,99
direct,climatology,tropics,20,so,0.07431641037288808,19,99
direct,climatology,tropics,20,sst,0.057808302472422954,1,99
direct,climatology,tropics,20,thetao,0.07056615930989106,18,99
direct,climatology,tropics,20,uo,0.676365328089799,19,99
direct,climatology,tropics,20,vo,0.6616603369232852,19,99
direct,climatology,tropics,20,zos,0.06647163566034078,1,99
direct,climatology,tropics,25,so,0.0744494187231777,19,99
direct,climatology,tropics,25,sst,0.05806178366144246,1,99
direct,climatology,tropics,25,thetao,0.07070741686336111,18,99
direct,climatology,tropics,25,uo,0.676589131854119,19,99
direct,climatology,tropics,25,vo,0.6617340625623731,19,99
direct,climatology,tropics,25,zos,0.06680968047532145,1,99
direct,climatology,tropics,30,so,0.07478826569062497,19,99
direct,climatology,tropics,30,sst,0.05943384329059927,1,99
direct,climatology,tropics,30,thetao,0.07105686037185101,18,99
direct,climatology,tropics,30,uo,0.6806279966251438,19,99
direct,climatology,tropics,30,vo,0.6653104128723157,19,99
direct,climatology,tropics,30,zos,0.0671291344544142,1,99
direct,inferred,extratropics,5,so,0.07776767558114503,19,99
direct,inferred,extratropics,5,sst,0.05558516323236623,1,99
direct,inferred,extratropics,5,thetao,0.0776926544072899,18,99
direct,inferred,extratropics,5,uo,0.5125674336359708,19,99
direct,inferred,extratropics,5,vo,0.6119194903722471,19,99
direct,inferred,extratropics,5,zos,0.053484436939899044,1,99
direct,inferred,extratropics,10,so,0.07724771970825454,19,99
direct,inferred,extratropics,10,sst,0.0470988397893293,1,99
direct,inferred,extratropics,10,thetao,0.07669706360572974,18,99
direct,inferred,extratropics,10,uo,0.4803212579722206,19,99
direct,inferred,extratropics,10,vo,0.5531550873086236,19,99
direct,inferred,extratropics,10,zos,0.04951765054987781,1,99
direct,inferred,extratropics,15,so,0.07740928862018799,19,99
direct,inferred,extratropics,15,sst,0.04436795920523561,1,99
direct,inferred,extratropics,15,thetao,0.07681176966309765,18,99
direct,inferred,extratropics,15,uo,0.46820849294145733,19,99
direct,inferred,extratropics,15,vo,0.5348180830132369,19,99
direct,inferred,extratropics,15,zos,0.04886570199817164,1,99
direct,inferred,extratropics,20,so,0.07792869844973904,19,99
direct,inferred,extratropics,20,sst,0.044947321567559435,1,99
direct,inferred,extratropics,20,thetao,0.07760719205012317,18,99
direct,inferred,extratropics,20,uo,0.46922962179268046,19,99
direct,inferred,extratropics,20,vo,0.5393895569042269,19,99
direct,inferred,extratropics,20,zos,0.05047090773797291,1,99
direct,inferred,extratropics,25,so,0.07910238464478488,19,99
direct,inferred,extratropics,25,sst,0.05014039711188659,1,99
direct,inferred,extratropics,25,thetao,0.07909334071984703,18,99
direct,inferred,extratropics,25,uo,0.48063894766013254,19,99
direct,inferred,extratropics,25,vo,0.5581646051056498,19,99
direct,inferred,extratropics,25,zos,0.05457395235277452,1,99
direct,inferred,extratropics,30,so,0.08253490714759831,19,99
direct,inferred,extratropics,30,sst,0.06151632994513605,1,99
direct,inferred,extratropics,30,thetao,0.08168340651294412,18,99
direct,inferred,extratropics,30,uo,0.5091694281844892,19,99
direct,inferred,extratropics,30,vo,0.5971490172657233,19,99
direct,inferred,extratropics,30,zos,0.06415595921995412,1,99
direct,inferred,global,5,so,0.07763665308818547,19,99
direct,inferred,global,5,sst,0.05849940333612311,1,99
direct,inferred,global,5,thetao,0.0743093950519484,18,99
direct,inferred,global,5,uo,0.5652047410198916,19,99
direct,inferred,global,5,vo,0.6441899346526039,19,99
direct,inferred,global,5,zos,0.04761241984419461,1,99
direct,inferred,global,10,so,0.07688647360844181,19,99
direct,inferred,global,10,sst,0.04855863110922376,1,99
direct,inferred,global,10,thetao,0.07321420912239249,18,99
direct,inferred,global,10,uo,0.5261321614489469,19,99
direct,inferred,global,10,vo,0.5881201723996126,19,99
direct,inferred,global,10,zos,0.04349642077512754,1,99
direct,inferred,global,15,so,0.07685584391912649,19,99
direct,inferred,global,15,sst,0.043712224308585956,1,99
direct,inferred,global,15,thetao,0.07315376520653251,18,99
direct,inferred,global,15,uo,0.4993799091326731,19,99
direct,inferred,global,15,vo,0.5538221492074349,19,99
direct,inferred,global,15,zos,0.04238824177831268,1,99
direct,inferred,global,20,so,0.07724679021656514,19,99
direct,inferred,global,20,sst,0.042483722901942876,1,99
direct,inferred,global,20,thetao,0.07373236278496942,18,99
direct,inferred,global,20,uo,0.49076159718031587,19,99
direct,inferred,global,20,vo,0.541801296024005,19,99
direct,inferred,global,20,zos,0.0437221290376304,1,99
direct,inferred,global,25,so,0.07836687653444206,19,99
direct,inferred,global,25,sst,0.046676336451478465,1,99
direct,inferred,global,25,thetao,0.07508234341045807,18,99
direct,inferred,global,25,uo,0.5024901545884355,19,99
direct,inferred,global,25,vo,0.5577847783341069,19,99
direct,inferred,global,25,zos,0.04742057029431317,1,99
direct,inferred,global,30,so,0.08151715906644509,19,99
direct,inferred,global,30,sst,0.056939516201134174,1,99
direct,inferred,global,30,thetao,0.07778616266526464,18,99
direct,inferred,global,30,uo,0.5417000516392264,19,99
direct,inferred,global,30,vo,0.6057542150619133,19,99
direct,inferred,global,30,zos,0.05662166960648098,1,99
direct,inferred,tropics,5,so,0.07763461726816051,19,99
direct,inferred,tropics,5,sst,0.06323266857791333,1,99
direct,inferred,tropics,5,thetao,0.06861025446054561,18,99
direct,inferred,tropics,5,uo,0.6471269234592761,19,99
direct,inferred,tropics,5,vo,0.6989485081871708,19,99
direct,inferred,tropics,5,zos,0.03518703060266892,1,99
direct,inferred,tropics,10,so,0.07650329875927178,19,99
direct,inferred,tropics,10,sst,0.050989649543355546,1,99
direct,inferred,tropics,10,thetao,0.06731418489182321,18,99
direct,inferred,tropics,10,uo,0.5978194120000536,19,99
direct,inferred,tropics,10,vo,0.6456924783031337,19,99
direct,inferred,tropics,10,zos,0.03035334263064927,1,99
direct,inferred,tropics,15,so,0.07614989265552972,19,99
direct,inferred,tropics,15,sst,0.04255188633283874,1,99
direct,inferred,tropics,15,thetao,0.06691500605849647,18,99
direct,inferred,tropics,15,uo,0.5502542677993207,19,99
direct,inferred,tropics,15,vo,0.5874541800894099,19,99
direct,inferred,tropics,15,zos,0.027791459016750102,1,99
direct,inferred,tropics,20,so,0.07632317320475152,19,99
direct,inferred,tropics,20,sst,0.03783616670133053,1,99
direct,inferred,tropics,20,thetao,0.06707744508692194,18,99
direct,inferred,tropics,20,uo,0.5275810020314994,19,99
direct,inferred,tropics,20,vo,0.5494186038602326,19,99
direct,inferred,tropics,20,zos,0.028459478324136252,1,99
direct,inferred,tropics,25,so,0.07735401726744465,19,99
direct,inferred,tropics,25,sst,0.039968115182004105,1,99
direct,inferred,tropics,25,thetao,0.06817472355196907,18,99
direct,inferred,tropics,25,uo,0.5399314894493916,19,99
direct,inferred,tropics,25,vo,0.5608747143764551,19,99
direct,inferred,tropics,25,zos,0.03137297016738342,1,99
direct,inferred,tropics,30,so,0.08001334458681887,19,99
direct,inferred,tropics,30,sst,0.047984718905495646,1,99
direct,inferred,tropics,30,thetao,0.07113418864544796,18,99
direct,inferred,tropics,30,uo,0.5952180897173035,19,99
direct,inferred,tropics,30,vo,0.623443906253235,19,99
direct,inferred,tropics,30,zos,0.04036061334057818,1,99
direct,inferred_persistence,extratropics,5,so,0.07538147043696318,19,99
direct,inferred_persistence,extratropics,5,sst,0.02841371515891395,1,99
direct,inferred_persistence,extratropics,5,thetao,0.07638803631005414,18,99
direct,inferred_persistence,extratropics,5,uo,0.48284838022841253,19,99
direct,inferred_persistence,extratropics,5,vo,0.5344497767184407,19,99
direct,inferred_persistence,extratropics,5,zos,0.044239142706359126,1,99
direct,inferred_persistence,extratropics,10,so,0.07643521811550855,19,99
direct,inferred_persistence,extratropics,10,sst,0.04839705684238154,1,99
direct,inferred_persistence,extratropics,10,thetao,0.07911453873225201,18,99
direct,inferred_persistence,extratropics,10,uo,0.5543259533911269,19,99
direct,inferred_persistence,extratropics,10,vo,0.6734378735038978,19,99
direct,inferred_persistence,extratropics,10,zos,0.057149076569035326,1,99
direct,inferred_persistence,extratropics,15,so,0.07776548411482616,19,99
direct,inferred_persistence,extratropics,15,sst,0.06619737185139715,1,99
direct,inferred_persistence,extratropics,15,thetao,0.08231979760229217,18,99
direct,inferred_persistence,extratropics,15,uo,0.6082098235782156,19,99
direct,inferred_persistence,extratropics,15,vo,0.7786067628741545,19,99
direct,inferred_persistence,extratropics,15,zos,0.06527392507630105,1,99
direct,inferred_persistence,extratropics,20,so,0.07921951820151694,19,99
direct,inferred_persistence,extratropics,20,sst,0.08281777731706629,1,99
direct,inferred_persistence,extratropics,20,thetao,0.08576270357711474,18,99
direct,inferred_persistence,extratropics,20,uo,0.6500951928924268,19,99
direct,inferred_persistence,extratropics,20,vo,0.8592520192322078,19,99
direct,inferred_persistence,extratropics,20,zos,0.07204113061913052,1,99
direct,inferred_persistence,extratropics,25,so,0.08077409537509132,19,99
direct,inferred_persistence,extratropics,25,sst,0.09923927421500993,1,99
direct,inferred_persistence,extratropics,25,thetao,0.08936806279076795,18,99
direct,inferred_persistence,extratropics,25,uo,0.6849933946276734,19,99
direct,inferred_persistence,extratropics,25,vo,0.9228769875160227,19,99
direct,inferred_persistence,extratropics,25,zos,0.07708215280329067,1,99
direct,inferred_persistence,extratropics,30,so,0.08241855845739167,19,99
direct,inferred_persistence,extratropics,30,sst,0.1157499836392319,1,99
direct,inferred_persistence,extratropics,30,thetao,0.09308635255639514,18,99
direct,inferred_persistence,extratropics,30,uo,0.7140588897794817,19,99
direct,inferred_persistence,extratropics,30,vo,0.9739603730973166,19,99
direct,inferred_persistence,extratropics,30,zos,0.0823841140675002,1,99
direct,inferred_persistence,global,5,so,0.07493608131688657,19,99
direct,inferred_persistence,global,5,sst,0.025359535899418674,1,99
direct,inferred_persistence,global,5,thetao,0.07248208112924026,18,99
direct,inferred_persistence,global,5,uo,0.5130712896421383,19,99
direct,inferred_persistence,global,5,vo,0.5743329767344154,19,99
direct,inferred_persistence,global,5,zos,0.037565142952707804,1,99
direct,inferred_persistence,global,10,so,0.07595188606004045,19,99
direct,inferred_persistence,global,10,sst,0.04295475688580569,1,99
direct,inferred_persistence,global,10,thetao,0.07492645061694148,18,99
direct,inferred_persistence,global,10,uo,0.590339448365856,19,99
direct,inferred_persistence,global,10,vo,0.7187260027966902,19,99
direct,inferred_persistence,global,10,zos,0.049552073482523544,1,99
direct,inferred_persistence,global,15,so,0.07719070912058393,19,99
direct,inferred_persistence,global,15,sst,0.05821737364638349,1,99
direct,inferred_persistence,global,15,thetao,0.07773298558700596,18,99
direct,inferred_persistence,global,15,uo,0.6486961826021149,19,99
direct,inferred_persistence,global,15,vo,0.8092010025750238,19,99
direct,inferred_persistence,global,15,zos,0.05745005208217262,1,99
direct,inferred_persistence,global,20,so,0.07855163983175935,19,99
direct,inferred_persistence,global,20,sst,0.07234724371591508,1,99
direct,inferred_persistence,global,20,thetao,0.08068737419466768,18,99
direct,inferred_persistence,global,20,uo,0.6891907078374908,19,99
direct,inferred_persistence,global,20,vo,0.8610091829350637,19,99
direct,inferred_persistence,global,20,zos,0.06386472058562741,1,99
direct,inferred_persistence,global,25,so,0.08001857851746254,19,99
direct,inferred_persistence,global,25,sst,0.08624644180141926,1,99
direct,inferred_persistence,global,25,thetao,0.08373121924232439,18,99
direct,inferred_persistence,global,25,uo,0.7221159813285261,19,99
direct,inferred_persistence,global,25,vo,0.8948730310295888,19,99
direct,inferred_persistence,global,25,zos,0.06864108553587987,1,99
direct,inferred_persistence,global,30,so,0.08164909457882795,19,99
direct,inferred_persistence,global,30,sst,0.10027833309935996,1,99
direct,inferred_persistence,global,30,thetao,0.08691950651804273,18,99
direct,inferred_persistence,global,30,uo,0.7532279919499748,19,99
direct,inferred_persistence,global,30,vo,0.9298277238378818,19,99
direct,inferred_persistence,global,30,zos,0.0735712606140695,1,99
direct,inferred_persistence,tropics,5,so,0.07441086123932202,19,99
direct,inferred_persistence,tropics,5,sst,0.018933589586011927,1,99
direct,inferred_persistence,tropics,5,thetao,0.06575005109984855,18,99
direct,inferred_persistence,tropics,5,uo,0.562402359814672,19,99
direct,inferred_persistence,tropics,5,vo,0.6388944382042208,19,99
direct,inferred_persistence,tropics,5,zos,0.021562883272816077,1,99
direct,inferred_persistence,tropics,10,so,0.07536385387569944,19,99
direct,inferred_persistence,tropics,10,sst,0.03136079303496169,1,99
direct,inferred_persistence,tropics,10,thetao,0.0676636955159513,18,99
direct,inferred_persistence,tropics,10,uo,0.6498213607471233,19,99
direct,inferred_persistence,tropics,10,vo,0.7934876628939888,19,99
direct,inferred_persistence,tropics,10,zos,0.03241262404471978,1,99
direct,inferred_persistence,tropics,15,so,0.07644523840319765,19,99
direct,inferred_persistence,tropics,15,sst,0.04084892969571453,1,99
direct,inferred_persistence,tropics,15,thetao,0.06970349023080112,18,99
direct,inferred_persistence,tropics,15,uo,0.7156411748876068,19,99
direct,inferred_persistence,tropics,15,vo,0.8632627868131526,19,99
direct,inferred_persistence,tropics,15,zos,0.04045329452842325,1,99
direct,inferred_persistence,tropics,20,so,0.07764483568515458,19,99
direct,inferred_persistence,tropics,20,sst,0.049178220224800374,1,99
direct,inferred_persistence,tropics,20,thetao,0.07170076927853054,18,99
direct,inferred_persistence,tropics,20,uo,0.7548136912909975,19,99
direct,inferred_persistence,tropics,20,vo,0.8696325010020609,19,99
direct,inferred_persistence,tropics,20,zos,0.046399287980373835,1,99
direct,inferred_persistence,tropics,25,so,0.0789589120219739,19,99
direct,inferred_persistence,tropics,25,sst,0.05711229400702502,1,99
direct,inferred_persistence,tropics,25,thetao,0.07362470284588592,18,99
direct,inferred_persistence,tropics,25,uo,0.7855013957510438,19,99
direct,inferred_persistence,tropics,25,vo,0.8522154433637057,19,99
direct,inferred_persistence,tropics,25,zos,0.05079209917889704,1,99
direct,inferred_persistence,tropics,30,so,0.08056499221008027,19,99
direct,inferred_persistence,tropics,30,sst,0.06529417166941172,1,99
direct,inferred_persistence,tropics,30,thetao,0.07574411505259222,18,99
direct,inferred_persistence,tropics,30,uo,0.8201421795089509,19,99
direct,inferred_persistence,tropics,30,vo,0.8575376700660956,19,99
direct,inferred_persistence,tropics,30,zos,0.05505268958723926,1,99
direct,true,extratropics,5,so,0.029368898162074088,19,99
direct,true,extratropics,5,sst,0.05078366622311657,1,99
direct,true,extratropics,5,thetao,0.03219469102992882,18,99
direct,true,extratropics,5,uo,0.42983758349533907,19,99
direct,true,extratropics,5,vo,0.5586431037123624,19,99
direct,true,extratropics,5,zos,0.053084467491388884,1,99
direct,true,extratropics,10,so,0.03078778135536684,19,99
direct,true,extratropics,10,sst,0.043450222392786786,1,99
direct,true,extratropics,10,thetao,0.03079331168058293,18,99
direct,true,extratropics,10,uo,0.39827851911840734,19,99
direct,true,extratropics,10,vo,0.49312812869072054,19,99
direct,true,extratropics,10,zos,0.04869081263480621,1,99
direct,true,extratropics,15,so,0.03382793291577093,19,99
direct,true,extratropics,15,sst,0.04133137295819465,1,99
direct,true,extratropics,15,thetao,0.0323647873980472,18,99
direct,true,extratropics,15,uo,0.3938987167852734,19,99
direct,true,extratropics,15,vo,0.4762202594097111,19,99
direct,true,extratropics,15,zos,0.04777206902403741,1,99
direct,true,extratropics,20,so,0.03732642731235325,19,99
direct,true,extratropics,20,sst,0.04288574486512813,1,99
direct,true,extratropics,20,thetao,0.03565513413995321,18,99
direct,true,extratropics,20,uo,0.4063445523689599,19,99
direct,true,extratropics,20,vo,0.4878633091800288,19,99
direct,true,extratropics,20,zos,0.0493227912055484,1,99
direct,true,extratropics,25,so,0.041501841626617186,19,99
direct,true,extratropics,25,sst,0.047792230042273925,1,99
direct,true,extratropics,25,thetao,0.04022755402490954,18,99
direct,true,extratropics,25,uo,0.42960979954655876,19,99
direct,true,extratropics,25,vo,0.5156727316999301,19,99
direct,true,extratropics,25,zos,0.05342922458233397,1,99
direct,true,extratropics,30,so,0.04858121098520192,19,99
direct,true,extratropics,30,sst,0.05889496073446374,1,99
direct,true,extratropics,30,thetao,0.046609325024670044,18,99
direct,true,extratropics,30,uo,0.47143582635667597,19,99
direct,true,extratropics,30,vo,0.5666434004447696,19,99
direct,true,extratropics,30,zos,0.0631311002524386,1,99
direct,true,global,5,so,0.030728469093515818,19,99
direct,true,global,5,sst,0.05441922349888655,1,99
direct,true,global,5,thetao,0.03292519482359145,18,99
direct,true,global,5,uo,0.475122931996553,19,99
direct,true,global,5,vo,0.5995271902071297,19,99
direct,true,global,5,zos,0.04737892826431119,1,99
direct,true,global,10,so,0.032506196413148856,19,99
direct,true,global,10,sst,0.04505585045352938,1,99
direct,true,global,10,thetao,0.03145730550222615,18,99
direct,true,global,10,uo,0.42953132136479927,19,99
direct,true,global,10,vo,0.53516387494371,19,99
direct,true,global,10,zos,0.0428356050378072,1,99
direct,true,global,15,so,0.03573305673639255,19,99
direct,true,global,15,sst,0.04058582183125657,1,99
direct,true,global,15,thetao,0.03271015425569801,18,99
direct,true,global,15,uo,0.40196403134292474,19,99
direct,true,global,15,vo,0.49298036701470865,19,99
direct,true,global,15,zos,0.04140296469781622,1,99
direct,true,global,20,so,0.03938003099667695,19,99
direct,true,global,20,sst,0.040299146560463184,1,99
direct,true,global,20,thetao,0.03565308595080583,18,99
direct,true,global,20,uo,0.3997163577269944,19,99
direct,true,global,20,vo,0.47795706415319794,19,99
direct,true,global,20,zos,0.04261024563883978,1,99
direct,true,global,25,so,0.043662975164994657,19,99
direct,true,global,25,sst,0.04432079386353054,1,99
direct,true,global,25,thetao,0.0399146410259043,18,99
direct,true,global,25,uo,0.42578675788252995,19,99
direct,true,global,25,vo,0.5042828227092305,19,99
direct,true,global,25,zos,0.04630382811368481,1,99
direct,true,global,30,so,0.05040989179775839,19,99
direct,true,global,30,sst,0.054269178448252915,1,99
direct,true,global,30,thetao,0.04614243326551248,18,99
direct,true,global,30,uo,0.4865887112487337,19,99
direct,true,global,30,vo,0.5730906768296644,19,99
direct,true,global,30,zos,0.05561953570685092,1,99
direct,true,tropics,5,so,0.03296895337373527,19,99
direct,true,tropics,5,sst,0.06020212081118218,1,99
direct,true,tropics,5,thetao,0.03423514715523422,18,99
direct,true,tropics,5,uo,0.5468561147713084,19,99
direct,true,tropics,5,vo,0.6660511185787961,19,99
direct,true,tropics,5,zos,0.035374836083898464,1,99
direct,true,tropics,10,so,0.035323787761359526,19,99
direct,true,tropics,10,sst,0.04771069549238693,1,99
direct,true,tropics,10,thetao,0.03267292837503517,18,99
direct,true,tropics,10,uo,0.481539255170299,19,99
direct,true,tropics,10,vo,0.6020722364433418,19,99
direct,true,tropics,10,zos,0.030102066901062704,1,99
direct,true,tropics,15,so,0.038860658359560984,19,99
direct,true,tropics,15,sst,0.039260228222685045,1,99
direct,true,tropics,15,thetao,0.03343056327150025,18,99
direct,true,tropics,15,uo,0.41972261741686134,19,99
direct,true,tropics,15,vo,0.5233469429253556,19,99
direct,true,tropics,15,zos,0.027016490761622592,1,99
direct,true,tropics,20,so,0.042754233364495,19,99
direct,true,tropics,20,sst,0.03537127843373625,1,99
direct,true,tropics,20,thetao,0.03581216684233259,18,99
direct,true,tropics,20,uo,0.3934226839111135,19,99
direct,true,tropics,20,vo,0.4655480062960362,19,99
direct,true,tropics,20,zos,0.027315859961260167,1,99
direct,true,tropics,25,so,0.047225058997762505,19,99
direct,true,tropics,25,sst,0.037552144942109636,1,99
direct,true,tropics,25,thetao,0.03956287651681485,18,99
direct,true,tropics,25,uo,0.4241487671982859,19,99
direct,true,tropics,25,vo,0.4893285718408539,19,99
direct,true,tropics,25,zos,0.030207141264018713,1,99
direct,true,tropics,30,so,0.05349791032803622,19,99
direct,true,tropics,30,sst,0.04514351361580014,1,99
direct,true,tropics,30,thetao,0.0455489659942883,18,99
direct,true,tropics,30,uo,0.5152382639946752,19,99
direct,true,tropics,30,vo,0.5875570995695626,19,99
direct,true,tropics,30,zos,0.039340083484773344,1,99
