index,date,members,mean_mse,sample_mse,d_mse,climatology_mse,crps,d_mae,spread_variance,coverage90,anomaly_correlation,mean_anomaly_m2,sample_anomaly_m2,truth_anomaly_m2,run,climatology_mae,fair_crps,coverage_minmax,calibrated_minmax_reference,calibrated_spread_rmse_reference,specialist_mse,specialist_mae
438,2020-11-03 12:00:00,16,0.0015810655382183,0.0018092213532488,0.0021373979251175,0.003231480802782,0.0220430339302886,0.0326884043110569,0.000228155800393,0.3322285413742065,0.7204034972270749,0.0013146981333417,0.0015428540654706,0.003231480802782,diffusion,0.037208833860415846,0.021647866136841217,0.4087156350088321,0.8823529411764706,0.9393364366277243,0.0016230112636565356,0.027091098223272433
444,2020-12-03 12:00:00,16,0.0016267986003587,0.0018590856512612,0.0021531865530966,0.0032605666705766,0.0222416886774612,0.0324075416780453,0.0002322870509024,0.3430185914039612,0.7103100274643714,0.0014090802450284,0.0016413674130294,0.0032605666705766,diffusion,0.03740810356064444,0.021844566410573543,0.4171604858238993,0.8823529411764706,0.9393364366277243,0.0016497905523203235,0.02710792318681162
450,2021-01-03 12:00:00,16,0.0015706621541882,0.0018011961231111,0.0021435277985707,0.0032754473166127,0.0221357420328022,0.032742729623796,0.0002305339689228,0.3220317661762237,0.7275686318769921,0.0013177727892457,0.00154830664107,0.0032754473166127,diffusion,0.037623021393675675,0.021742486644220634,0.3933066781467005,0.8823529411764706,0.9393364366277243,0.0016547232547280497,0.02723721827490011
456,2021-02-02 12:00:00,16,0.0016304348607763,0.0018582115107911,0.0021523127639221,0.0032472670887907,0.0224974189513769,0.0327138563395998,0.0002277767671132,0.3311360478401184,0.7102332343362366,0.0012709865429945,0.0014987631930092,0.0032472670887907,diffusion,0.03757059134848843,0.022100925796256023,0.4052382567369932,0.8823529411764706,0.9393364366277243,0.0016431690890376387,0.02702695244327226
462,2021-03-04 12:00:00,16,0.0016067844721969,0.0018412179390159,0.0021160429017751,0.0032194447140534,0.0220231642285373,0.0321013591113037,0.0002344333204458,0.3397451937198639,0.7135215795633225,0.0012297675117961,0.0014642007444181,0.0032194447140534,diffusion,0.037599998604533065,0.021627386332691675,0.4139917434791869,0.8823529411764706,0.9393364366277243,0.0015688875437747522,0.026424625993687438
468,2021-04-03 12:00:00,16,0.0015693035771307,0.0017989342480514,0.0020570727884599,0.0032535267074069,0.021868219654942,0.0320196558276499,0.0002296306562833,0.3416119813919067,0.7227720146064477,0.00135608121957,0.0015857118904907,0.0032535267074069,diffusion,0.03776777000316164,0.021478590132853206,0.41529056522432484,0.8823529411764706,0.9393364366277243,0.001507046811883061,0.025921319607315082
474,2021-05-03 12:00:00,16,0.001688267361946,0.0019198452641965,0.0021915564601452,0.003221351546393,0.0225402572991892,0.0327227014082693,0.0002315779168878,0.3285524249076843,0.6937354520608173,0.001229740813333,0.001461318598485,0.003221351546393,diffusion,0.03759718165209082,0.02214784563270147,0.39905589154369636,0.8823529411764706,0.9393364366277243,0.0016639547724267524,0.02708856305974546
480,2021-06-02 12:00:00,16,0.0017182961070433,0.0019412539186621,0.0023049115770306,0.0032399266508124,0.022661488634645,0.0335553531354801,0.0002229578994426,0.3343563079833984,0.6901332831680277,0.0011999391222707,0.0014228971680865,0.0032399266508124,diffusion,0.03759161751208447,0.022271412860709758,0.4120930921616832,0.8823529411764706,0.9393364366277243,0.001702508713223932,0.02727611225387953
486,2021-07-02 12:00:00,16,0.0016012296695874,0.0018280582899643,0.0021271684323932,0.0032341066200495,0.0217043758538039,0.0323119235268043,0.0002268285911023,0.3486466705799103,0.7158475348766452,0.0012721510878002,0.0014989797081772,0.0032341066200495,diffusion,0.037578121821325514,0.02131307406937203,0.4238552925874046,0.8823529411764706,0.9393364366277243,0.0016595859050571333,0.026866753505626378
492,2021-08-01 12:00:00,16,0.0016654556329843,0.0018945769253323,0.0022772812438701,0.0032698973150426,0.0220438832999353,0.0329217445141918,0.000229121248436,0.3561044335365295,0.7046613967866109,0.0012678821440657,0.0014970034364138,0.0032698973150426,diffusion,0.03740202692800201,0.021649302956894184,0.4305834122821466,0.8823529411764706,0.9393364366277243,0.0016758039797619,0.02682735861664566
498,2021-08-31 12:00:00,16,0.0017080291427919,0.0019379683683192,0.0022829794921696,0.0033245867747711,0.0225424051608464,0.0328384296738211,0.0002299394011751,0.3368740379810333,0.7014280046297261,0.0012862629820364,0.0015162022075637,0.0033245867747711,diffusion,0.03759670792444179,0.02214871634998446,0.4104697439288998,0.8823529411764706,0.9393364366277243,0.00169903431103639,0.027071395779178033
504,2021-09-30 12:00:00,16,0.0017144276402556,0.0019468146932963,0.0022883664925964,0.0033043718226433,0.0228190777463939,0.0333190698599146,0.0002323870091287,0.3215831220149994,0.697257875023138,0.001413133376186,0.0016455203121281,0.0033043718226433,diffusion,0.037768339531562084,0.02242339332478102,0.3941017550394008,0.8823529411764706,0.9393364366277243,0.0017505122125864468,0.02778751929867333
510,2021-10-30 12:00:00,16,0.0017243162591811,0.0019574815490019,0.0022423924416969,0.0033862267343982,0.0231334924618733,0.0332179592063546,0.0002331653044581,0.3153261244297027,0.7052202327446084,0.0013093798697475,0.0015425450424699,0.0033862267343982,diffusion,0.03838302535487882,0.02273638651910275,0.3902076725774464,0.8823529411764706,0.9393364366277243,0.0017718963002351742,0.028124872945218777
516,2021-11-29 12:00:00,16,0.0017111101220161,0.0019428347487152,0.0022120332445692,0.0033534206465454,0.0228094110479883,0.032786661716659,0.0002317248023469,0.3294849693775177,0.7049806710671435,0.0012955296907091,0.0015272545516053,0.0033534206465454,diffusion,0.03832880990232117,0.022414094491248947,0.402086494961452,0.8823529411764706,0.9393364366277243,0.0017529524138162177,0.02787907711622832
522,2021-12-29 12:00:00,16,0.0017778237264239,0.002010768519727,0.0023340299982144,0.0034208715032506,0.0234902462067725,0.033756998509216,0.0002329451299613,0.3202856481075287,0.6979081156098519,0.0012880462754348,0.0015209914200334,0.0034208715032506,diffusion,0.03847084880117045,0.023095433758483632,0.3936656045927407,0.8823529411764706,0.9393364366277243,0.0018439805879304657,0.028848524498821203
528,2022-01-28 12:00:00,16,0.0018743367970222,0.0021127753846046,0.002415841817713,0.0034137884478246,0.0244149865118246,0.0348006188620548,0.0002384382070122,0.3070627748966217,0.6763759068508357,0.0012390394899023,0.0014774777261891,0.0034137884478246,diffusion,0.038559655123829244,0.02401570145632965,0.3811958443773733,0.8823529411764706,0.9393364366277243,0.0018982693284671677,0.029681360358601246
534,2022-02-27 12:00:00,16,0.0019659586623377,0.0021977160766232,0.0025185163783656,0.0033906104346847,0.0251256037671174,0.0351677103470089,0.0002317572240003,0.2976078689098358,0.6511185891313268,0.0011517414875283,0.0013834986676167,0.0033906104346847,diffusion,0.03847919786300994,0.024731477471248348,0.37106522837217426,0.8823529411764706,0.9393364366277243,0.001951254436288494,0.029871588456500894
540,2022-03-29 12:00:00,16,0.001884281974534,0.0021169234826639,0.0024278683043628,0.0033681080800194,0.0251004000768226,0.0351240847141118,0.0002326417130523,0.2888407409191131,0.6673944604546928,0.0012074778080475,0.001440119433276,0.0033681080800194,diffusion,0.038327632268189346,0.02470963131943215,0.3574356825611176,0.8823529411764706,0.9393364366277243,0.001930047623306177,0.02980070523973527
546,2022-04-28 12:00:00,16,0.0018154259355594,0.0020348079095981,0.0023947643178689,0.003388119046521,0.0237517093955665,0.0341735700691734,0.0002193818569401,0.305754005908966,0.6824188122704009,0.0014511515192732,0.0016705333762134,0.003388119046521,diffusion,0.03806885306826911,0.02336194281518771,0.3786948842053448,0.8823529411764706,0.9393364366277243,0.0018775208502408679,0.02922989959348675
552,2022-05-28 12:00:00,16,0.0017518451850211,0.0019788015598861,0.0022644753494548,0.0033579270660834,0.0235214285082976,0.0336672929217989,0.0002269563602276,0.3103972375392914,0.6925213115553491,0.0014369824809581,0.001663938855823,0.0033579270660834,diffusion,0.03797378255889614,0.023131684891568815,0.3846379745475019,0.8823529411764706,0.9393364366277243,0.0017498104851290303,0.0279686614604408
558,2022-06-27 12:00:00,16,0.001686113217527,0.001905809718197,0.0021657650421812,0.0032918097273518,0.0224360899716595,0.0321147640929133,0.0002196966324058,0.3400376737117767,0.6981086427325983,0.0014847304573742,0.0017044270751427,0.0032918097273518,diffusion,0.03764048236399379,0.02204728060405523,0.4179213536971247,0.8823529411764706,0.9393364366277243,0.0016664992278639047,0.027197661076210022
564,2022-07-27 12:00:00,16,0.0016941782611622,0.0019098738566157,0.002201235589814,0.0033220956208045,0.0223401362995938,0.0325921256857515,0.0002156954051683,0.3411468863487243,0.6994419342117852,0.0015178447485381,0.0017335401097945,0.0033220956208045,diffusion,0.0379094928357832,0.021954412630882648,0.41228337434097284,0.8823529411764706,0.9393364366277243,0.0016405136174167752,0.026878078472277155
570,2022-08-26 12:00:00,16,0.0017251827882472,0.0019554038699181,0.0023309758345518,0.0033401154440304,0.0227587024912254,0.0335522013532452,0.000230220906023,0.3370277881622314,0.6966444320378101,0.0013869592802507,0.0016171802448231,0.0033401154440304,diffusion,0.0376383485162342,0.02236666413074679,0.41140794560521954,0.8823529411764706,0.9393364366277243,0.0017141696924440246,0.02755514080839931
576,2022-09-25 12:00:00,16,0.0016862576000051,0.0019148078028592,0.0022674899338168,0.003416654317063,0.0223679607509759,0.0331534044713071,0.0002285503053152,0.3479581773281097,0.7132192553046385,0.0015083393930767,0.0017368898301278,0.003416654317063,diffusion,0.038196346960611666,0.021973260680391717,0.4257325633581104,0.8823529411764706,0.9393364366277243,0.0017104802970754741,0.027253234775196318
582,2022-10-25 12:00:00,16,0.0016658131347734,0.0018984787651989,0.0021873844739873,0.0034205539320577,0.0223061298109696,0.0327600631051403,0.0002326656889748,0.3351587951183319,0.7182508585684944,0.0015456042413689,0.0017782698717945,0.0034205539320577,diffusion,0.03841197449374249,0.021907575485000448,0.4124063905769617,0.8823529411764706,0.9393364366277243,0.0016967261079777823,0.027141870054999583
588,2022-11-24 12:00:00,16,0.0018251248548784,0.0020557961803681,0.0023726771945641,0.0034579294384536,0.0234242991923974,0.0338098285086736,0.0002306714133135,0.3254498243331909,0.6869579663490695,0.0015276228264584,0.0017582941519481,0.0034579294384536,diffusion,0.03849169906935174,0.023028436102853947,0.3980571650087654,0.8823529411764706,0.9393364366277243,0.0017265865916961263,0.027057300453674046
0,2014-11-04 12:00:00,1,0.0011061916845756,0.0011061916845756,0.0016638382681922,0.0027990015324046,0.0215896964210663,0.0288574486700405,0.0,0.0,0.7784771168953982,0.0014927988968666,0.0014927988968666,0.0027990015324046,deterministic,0.03432235652107516,0.021589696814366125,0.0,0.0,0.0,0.0009872940136205115,0.02138127736408698
6,2014-12-04 12:00:00,1,0.0010340641470807,0.0010340641470807,0.0015911415147797,0.0027737593065109,0.0206691355958933,0.0280336631466693,0.0,0.0,0.792483441448666,0.0015515240400729,0.0015515240400729,0.0027737593065109,deterministic,0.034267037115093796,0.020669135276089805,0.0,0.0,0.0,0.0009711168517701384,0.020777662961601193
12,2015-01-03 12:00:00,1,0.0011025469930643,0.0011025469930643,0.0015966525225418,0.0028068668059606,0.0214403724817584,0.0282986479831743,0.0,0.0,0.7799396531074778,0.001504400784274,0.001504400784274,0.0028068668059606,deterministic,0.03450630690144569,0.02144037352985208,0.0,0.0,0.0,0.0010281044258178833,0.021436424830480947
18,2015-02-02 12:00:00,1,0.0011412938402567,0.0011412938402567,0.001640906044851,0.0027541982325325,0.021590053077061,0.0287269284273441,0.0,0.0,0.766419480273907,0.0014063183592779,0.0014063183592779,0.0027541982325325,deterministic,0.03405753895932414,0.02159005202067353,0.0,0.0,0.0,0.0010827554878091407,0.02169907796087913
24,2015-03-04 12:00:00,1,0.0012163724947144,0.0012163724947144,0.0017716911597047,0.0027605824439765,0.0229622896587105,0.0295712097818796,0.0,0.0,0.7487215065606149,0.0013713390399469,0.0013713390399469,0.0027605824439765,deterministic,0.03413349504341151,0.022962287952029137,0.0,0.0,0.0,0.0011083875842488673,0.02207757160698987
30,2015-04-03 12:00:00,1,0.00125106773303,0.00125106773303,0.0017515676615229,0.0027925842991772,0.0232765432185182,0.0297922678093143,0.0,0.0,0.743921457709763,0.0013729602689902,0.0013729602689902,0.0027925842991772,deterministic,0.03408696204193903,0.023276543801279772,0.0,0.0,0.0,0.0010836011116539474,0.021656104230601974
36,2015-05-03 12:00:00,1,0.0012363685897037,0.0012363685897037,0.0017331247613354,0.0028034023290753,0.0227968250542185,0.0295977317784068,0.0,0.0,0.7478453482976903,0.0014185563258592,0.0014185563258592,0.0028034023290753,deterministic,0.034130883431165715,0.022796825874113073,0.0,0.0,0.0,0.0010969817012410124,0.021793071046149776
42,2015-06-02 12:00:00,1,0.0012387937001037,0.0012387937001037,0.0016812073749289,0.0027786994589761,0.0223009411267203,0.0287223103926863,0.0,0.0,0.7448224552001128,0.0013979414822773,0.0013979414822773,0.0027786994589761,deterministic,0.034031773723693995,0.022300939791753592,0.0,0.0,0.0,0.0011271247781352164,0.022203626306888647
48,2015-07-02 12:00:00,1,0.0012007473362726,0.0012007473362726,0.0017203515374079,0.0027906643518031,0.0222008343937381,0.0288470713015418,0.0,0.0,0.7558856699210073,0.0013782119035251,0.0013782119035251,0.0027906643518031,deterministic,0.03412569828009785,0.022200833740085125,0.0,0.0,0.0,0.0011461377568741501,0.022156495829280757
54,2015-08-01 12:00:00,1,0.001131912375032,0.001131912375032,0.0016210898131921,0.0027324525685192,0.0214965061724857,0.0281161272964451,0.0,0.0,0.7656858549619037,0.0014406796326074,0.0014406796326074,0.0027324525685192,deterministic,0.033580184129216026,0.021496504947580763,0.0,0.0,0.0,0.0011024869693064645,0.021894350608426892
60,2015-08-31 12:00:00,1,0.0012943434826766,0.0012943434826766,0.0018934738572508,0.0027363140093956,0.0236689282182398,0.0306047116720529,0.0,0.0,0.7259312974243438,0.001296830772392,0.001296830772392,0.0027363140093956,deterministic,0.033856521066899,0.023668927386314813,0.0,0.0,0.0,0.001234257672140552,0.023491479488345374
66,2015-09-30 12:00:00,1,0.0015254686820394,0.0015254686820394,0.0021505679959375,0.0028860329014429,0.0254125427615208,0.0327366374110267,0.0,0.0,0.6856303669413986,0.0013173919848507,0.0013173919848507,0.0028860329014429,deterministic,0.034486631414471745,0.02541254197097211,0.0,0.0,0.0,0.001375354846187722,0.02486301005792362
72,2015-10-30 12:00:00,1,0.0014448625089279,0.0014448625089279,0.002042005018985,0.0029829492593525,0.0245929314342361,0.0315446191035182,0.0,0.0,0.7179819579051817,0.0014206918516132,0.0014206918516132,0.0029829492593525,deterministic,0.03505320711355107,0.02459292990255167,0.0,0.0,0.0,0.0013478991539249154,0.024640251954256176
78,2015-11-29 12:00:00,1,0.0013608711346309,0.0013608711346309,0.001929267713904,0.0029934159936833,0.0242734416360463,0.0309184791229493,0.0,0.0,0.738908999713591,0.001469835876614,0.001469835876614,0.0029934159936833,deterministic,0.035040376618427835,0.024273440068857316,0.0,0.0,0.0,0.0013702617831314763,0.024793446375711008
84,2015-12-29 12:00:00,1,0.0014096950122713,0.0014096950122713,0.0019819913236376,0.0028865795173457,0.0247007736394597,0.0310952034892899,0.0,0.0,0.7162670591014215,0.0014037303648332,0.0014037303648332,0.0028865795173457,deterministic,0.034868948425122843,0.024700772169812805,0.0,0.0,0.0,0.0013834744968976309,0.02503691685432635
90,2016-01-28 12:00:00,1,0.0014176052516599,0.0014176052516599,0.0019603353570926,0.0029009421195184,0.0253067585934816,0.0316258653391194,0.0,0.0,0.7176707396807438,0.0014224952859575,0.0014224952859575,0.0029009421195184,deterministic,0.03505837025172666,0.02530675730851719,0.0,0.0,0.0,0.001320186743683418,0.024342958729646896
96,2016-02-27 12:00:00,1,0.0014175283179306,0.0014175283179306,0.0019723573939985,0.0028659179514533,0.0250881073335373,0.0314888671668001,0.0,0.0,0.7105392264070662,0.0014028563414616,0.0014028563414616,0.0028659179514533,deterministic,0.03486700328312103,0.025088108665360712,0.0,0.0,0.0,0.0013055903339030902,0.024548563320344465
102,2016-03-28 12:00:00,1,0.0013867405402108,0.0013867405402108,0.0019085607137849,0.0028177988898195,0.0251273764795061,0.0310870004014109,0.0,3.1190280424198136e-05,0.7139001531642352,0.0013659454820028,0.0013659454820028,0.0028177988898195,deterministic,0.034669882415104,0.02512737493610316,3.1190280424198136e-05,0.0,0.0,0.0013091120352014558,0.024535632441550118
108,2016-04-27 12:00:00,1,0.001325605860708,0.001325605860708,0.0018389479841582,0.0027848026339662,0.0241636576370736,0.0306702782533669,0.0,0.0,0.72522818975866,0.0013929453567184,0.0013929453567184,0.0027848026339662,deterministic,0.03453268959577911,0.024163658818714094,0.0,0.0,0.0,0.0012883467076207646,0.02414442185089574
114,2016-05-27 12:00:00,1,0.0014052128321274,0.0014052128321274,0.0019607928610198,0.0027564516764986,0.025095280081876,0.0316259313865259,0.0,0.0,0.7035871891459583,0.0013483139574773,0.0013483139574773,0.0027564516764986,deterministic,0.03448976293107074,0.025095279766093496,0.0,0.0,0.0,0.0012769145224973367,0.024438918971538267
120,2016-06-26 12:00:00,1,0.0013398925830382,0.0013398925830382,0.0018811255838613,0.0026743033158464,0.0242594105250237,0.0308501623276313,0.0,0.0,0.7089713169499015,0.0012901876561148,0.0012901876561148,0.0026743033158464,deterministic,0.03423534561233677,0.0242594088735545,0.0,0.0,0.0,0.001256798768049351,0.02414770400486515
126,2016-07-26 12:00:00,1,0.0014000910598539,0.0014000910598539,0.0019328437856812,0.0027501920578824,0.0243219891216708,0.0307894647611195,0.0,0.0,0.701678532195685,0.0012742054642781,0.0012742054642781,0.0027501920578824,deterministic,0.03461867584329546,0.02432198896957971,0.0,0.0,0.0,0.0012499468197852731,0.02402704996615326
132,2016-08-25 12:00:00,1,0.001261916442741,0.001261916442741,0.0018301165306935,0.0026828620468523,0.0227969412976538,0.029940953730676,0.0,0.0,0.7287530512231826,0.0013610747689614,0.0013610747689614,0.0026828620468523,deterministic,0.03409079127266909,0.02279694175670913,0.0,0.0,0.0,0.001242820270243558,0.02374453294627403
138,2016-09-24 12:00:00,1,0.0013161348151136,0.0013161348151136,0.0018428418613253,0.0027563584660747,0.0237582982848323,0.0303356081192827,0.0,0.0,0.7258181268975007,0.0014377917488467,0.0014377917488467,0.0027563584660747,deterministic,0.034641003226389334,0.023758299244301423,0.0,0.0,0.0,0.001273465059031983,0.024043614394723696
144,2016-10-24 12:00:00,1,0.0013147042224649,0.0013147042224649,0.0018689597499698,0.0028121331949093,0.0235203585403134,0.0305321784103083,0.0,0.0,0.7311456399103456,0.0014894087775432,0.0014894087775432,0.0028121331949093,deterministic,0.035128756198084296,0.023520359014806598,0.0,0.0,0.0,0.001241864948403112,0.02366128768687065
150,2016-11-23 12:00:00,1,0.0014123907373566,0.0014123907373566,0.0020471559487905,0.0028125013526639,0.0245179649860385,0.0317219088356579,0.0,0.0,0.7054996194626524,0.0014212451421318,0.0014212451421318,0.0028125013526639,deterministic,0.035097921953972086,0.02451796588703426,0.0,0.0,0.0,0.001266891841779935,0.024265036257456473
156,2016-12-23 12:00:00,1,0.0014419544842213,0.0014419544842213,0.0019271905032143,0.0027959497107124,0.0250076140383694,0.031106959927635,0.0,0.0,0.6954257705970474,0.0013911341938716,0.0013911341938716,0.0027959497107124,deterministic,0.034971461699996056,0.025007614999227497,0.0,0.0,0.0,0.001279005645020014,0.024137747049489004
162,2017-01-23 12:00:00,1,0.0013227597811198,0.0013227597811198,0.0018196329341755,0.0027929421522618,0.0236532881923965,0.0300985454843212,0.0,0.0,0.7257074698042233,0.0014826738560244,0.0014826738560244,0.0027929421522618,deterministic,0.035180950747844886,0.023653286252429847,0.0,0.0,0.0,0.001264924694645317,0.023791328524475915
168,2017-02-22 12:00:00,1,0.0014060624990063,0.0014060624990063,0.0018889211837965,0.0027883610238665,0.023846571964478,0.0303107875039452,0.0,0.0,0.7041061120872225,0.0014894677951985,0.0014894677951985,0.0027883610238665,deterministic,0.035267348854831806,0.02384657080362453,0.0,0.0,0.0,0.0012621193971873916,0.023360233636985497
174,2017-03-24 12:00:00,1,0.0013213794237372,0.0013213794237372,0.001770341950529,0.0027903538065215,0.0232752407636633,0.0293150462369777,0.0,0.0,0.7250448780278815,0.0014578370252155,0.0014578370252155,0.0027903538065215,deterministic,0.035461478794476024,0.02327524013787393,0.0,0.0,0.0,0.00125914824143414,0.023290841695524735
180,2017-04-23 12:00:00,1,0.0013643368995998,0.0013643368995998,0.0018691067086155,0.002832118633933,0.0233378061508291,0.0299227272883968,0.0,0.0,0.7194642847859005,0.0014389025454307,0.0014389025454307,0.002832118633933,deterministic,0.03549180283521546,0.023337805701426833,0.0,0.0,0.0,0.0012265754397359694,0.023103171076936668
186,2017-05-23 12:00:00,1,0.0012670256854725,0.0012670256854725,0.0018580615075838,0.0028165951170087,0.0230278456724395,0.0306445673189907,0.0,0.0,0.7416084126528452,0.0014789546898528,0.0014789546898528,0.0028165951170087,deterministic,0.035273615078858525,0.023027846745143157,0.0,0.0,0.0,0.001205508389729925,0.02305616948859559
192,2017-06-22 12:00:00,1,0.0012171359770808,0.0012171359770808,0.001799714124211,0.0027506433555879,0.0224883757404881,0.0297064880797355,0.0,0.0,0.746931597207646,0.0015327064246135,0.0015327064246135,0.0027506433555879,deterministic,0.03510724006019649,0.022488376844255035,0.0,0.0,0.0,0.001154060712841001,0.022469293355003812
198,2017-07-22 12:00:00,1,0.0011717460136112,0.0011717460136112,0.0017394500722226,0.0028600349216854,0.0222549219358141,0.0292581979133128,0.0,0.0,0.7682551702148271,0.001623754272972,0.001623754272972,0.0028600349216854,deterministic,0.035291839233279075,0.02225492307405029,0.0,0.0,0.0,0.0011458879927412,0.022407048762240624
204,2017-08-21 12:00:00,1,0.0012641489260715,0.0012641489260715,0.0018343885189895,0.0028817056426443,0.0230668004327536,0.0299993026514151,0.0,0.0,0.7490177472497173,0.0015317181130841,0.0015317181130841,0.0028817056426443,deterministic,0.03502047450155283,0.023066797571795236,0.0,0.0,0.0,0.0011830900578533208,0.02287446228148685
210,2017-09-20 12:00:00,1,0.0013660794427124,0.0013660794427124,0.0018877719788971,0.0029210392705326,0.0239017241907457,0.0303485402014622,0.0,0.0,0.7293899522370663,0.001493585681839,0.001493585681839,0.0029210392705326,deterministic,0.03557655776356969,0.02390172159715797,0.0,0.0,0.0,0.0012600949097480618,0.023666799142946886
216,2017-10-20 12:00:00,1,0.0013728386036254,0.0013728386036254,0.0018985856761499,0.0030164464626849,0.0236291227673308,0.0301846501671396,0.0,0.0,0.7385010466070879,0.0015662557367884,0.0015662557367884,0.0030164464626849,deterministic,0.036317060668236596,0.02362912357831275,0.0,0.0,0.0,0.0012671231086167378,0.02375638675942293
222,2017-11-19 12:00:00,1,0.001382224752791,0.001382224752791,0.0018450374586212,0.0029806520205391,0.0239788649195631,0.0301737919735221,0.0,0.0,0.7334626491185573,0.0014344765725776,0.0014344765725776,0.0029806520205391,deterministic,0.03612370323053153,0.023978864149650354,0.0,0.0,0.0,0.001261848111793407,0.0238748559167668
228,2017-12-19 12:00:00,1,0.0014460559770687,0.0014460559770687,0.0019502898261471,0.0029720996128533,0.0250269025229441,0.0313141638510963,0.0,0.0,0.7176173999388094,0.0013818558924452,0.0013818558924452,0.0029720996128533,deterministic,0.036086394632095085,0.025026902885153923,0.0,0.0,0.0,0.0012909869684032754,0.024142867451870772
234,2018-01-18 12:00:00,1,0.0014090057703681,0.0014090057703681,0.0018743597483326,0.0030311641075777,0.0242395513908575,0.0302893564415058,0.0,3.149165786453523e-05,0.7319755636321486,0.0014946306690533,0.0014946306690533,0.0030311641075777,deterministic,0.036428383979989314,0.024239551252984638,3.149165786453523e-05,0.0,0.0,0.0012593883630884362,0.02360673869506868
240,2018-02-17 12:00:00,1,0.0014326890636324,0.0014326890636324,0.0019415967831359,0.0030330721109025,0.0242437546478029,0.0305299380822821,0.0,0.0,0.7270219554864656,0.0014763490135312,0.0014763490135312,0.0030330721109025,deterministic,0.036232318452302854,0.024243753169732374,0.0,0.0,0.0,0.001287811808268866,0.023545506679881485
246,2018-03-19 12:00:00,1,0.0014412287075792,0.0014412287075792,0.0020291871805204,0.0030115386294119,0.0244497776436372,0.0315534271856401,0.0,0.0,0.7231041861179476,0.0013806426346541,0.0013806426346541,0.0030115386294119,deterministic,0.036167155811036085,0.02444977660186123,0.0,0.0,0.0,0.0013048210951912722,0.02407819024046717
252,2018-04-18 12:00:00,1,0.001446847680179,0.001446847680179,0.0019834414717397,0.0030061839481773,0.0243849719284452,0.0311677103320719,0.0,0.0,0.7218741097876823,0.0013645351473984,0.0013645351473984,0.0030061839481773,deterministic,0.03605659615631485,0.024384969696088422,0.0,0.0,0.0,0.0013218054288912857,0.02412156663762667
258,2018-05-18 12:00:00,1,0.0014793799916864,0.0014793799916864,0.0019982080638148,0.0030019229671423,0.0247962729053692,0.0309437277254804,0.0,0.0,0.7131699385212714,0.0013392157535784,0.0013392157535784,0.0030019229671423,deterministic,0.03610809951115531,0.02479627260732435,0.0,0.0,0.0,0.0013320716761603217,0.024299238192935037
264,2018-06-17 12:00:00,1,0.0014445039532521,0.0014445039532521,0.001969929239037,0.0029488087167378,0.0245566608405194,0.0310327675550408,0.0,0.0,0.7146127704564823,0.0013554706678739,0.0013554706678739,0.0029488087167378,deterministic,0.03574690537300832,0.02455665974196828,0.0,0.0,0.0,0.0013555237434246536,0.02419325367772253
270,2018-07-17 12:00:00,1,0.0014531869257904,0.0014531869257904,0.001982686654664,0.0029245320852603,0.0239842253270692,0.0304250442332816,0.0,0.0,0.7100246974646123,0.001330432778902,0.001330432778902,0.0029245320852603,deterministic,0.035558245750445534,0.023984225256527616,0.0,0.0,0.0,0.0013749216714623509,0.024296072251736443
276,2018-08-16 12:00:00,1,0.0014932218567297,0.0014932218567297,0.0020172644431615,0.0028679006636355,0.0247788099711083,0.0308978855416235,0.0,0.0,0.692975339330879,0.0012773119709802,0.0012773119709802,0.0028679006636355,deterministic,0.035069778010158016,0.02477880855970246,0.0,0.0,0.0,0.0013892277081270319,0.024699608115602827
282,2018-09-15 12:00:00,1,0.0015808389525774,0.0015808389525774,0.0021448638927119,0.0029473356173254,0.0258180421342637,0.03207113581812,0.0,0.0,0.6809989713597016,0.0012635949329618,0.0012635949329618,0.0029473356173254,deterministic,0.0354168597815851,0.025818042950981935,0.0,0.0,0.0,0.00148003836799364,0.025335083125091355
288,2018-10-15 12:00:00,1,0.0015500461396211,0.0015500461396211,0.0020900758360275,0.0029501747881007,0.0257568161885004,0.0318432220698976,0.0,0.0,0.6901667726753379,0.0012673090638969,0.0012673090638969,0.0029501747881007,deterministic,0.035710328985659824,0.02575681553746363,0.0,0.0,0.0,0.0014794742291025546,0.02587247440848379
294,2018-11-14 12:00:00,1,0.0015292173570386,0.0015292173570386,0.0020462521823943,0.0029473866722812,0.0259241829582976,0.0321889221208562,0.0,0.0,0.6949707705379631,0.0013152906518653,0.0013152906518653,0.0029473866722812,deterministic,0.035721903780383056,0.0259241823263479,0.0,0.0,0.0,0.0014618535442075308,0.025915904919448254
300,2018-12-14 12:00:00,1,0.0014855311770707,0.0014855311770707,0.0019914629547246,0.0028651467405845,0.0257518916938768,0.0318573588567705,0.0,0.0,0.6957595830317607,0.0013350278420215,0.0013350278420215,0.0028651467405845,deterministic,0.03544241310029403,0.025751890025537114,0.0,0.0,0.0,0.0014583154958614053,0.026137655396444102
306,2019-01-13 12:00:00,1,0.0014765881287141,0.0014765881287141,0.0019656724735489,0.0028977036427815,0.0254622368301209,0.0314240482421268,0.0,0.0,0.7003211754198436,0.0013942953855837,0.0013942953855837,0.0028977036427815,deterministic,0.03564531088604888,0.025462236817978847,0.0,0.0,0.0,0.0013712291917035932,0.025266607040638978
