index,date,members,mean_mse,sample_mse,d_mse,climatology_mse,crps,d_mae,spread_variance,coverage90,anomaly_correlation,mean_anomaly_m2,sample_anomaly_m2,truth_anomaly_m2,run,climatology_mae,fair_crps,coverage_minmax,calibrated_minmax_reference,calibrated_spread_rmse_reference,specialist_mse,specialist_mae
336,2019-06-12 12:00:00,16,0.0014877525360416,0.0017189844121583,0.0020196305359061,0.0029295605300114,0.0214181937626782,0.0315274943319783,0.0002312317882927,0.3524828851222992,0.7035032549520618,0.0012421578235552,0.0014733896996718,0.0029295605300114,diffusion,0.03535427607393718,0.021026214907546758,0.4298032143170758,0.8823529411764706,0.9393364366277243,0.0014023746336453374,0.025097269842215227
342,2019-07-12 12:00:00,16,0.0014577078655452,0.0016822104408722,0.0019488696552668,0.0028892760621207,0.0210211841235582,0.0310927359581856,0.0002245025167777,0.3541458547115326,0.7039958576626837,0.0013449362505972,0.0015694387088257,0.0028892760621207,diffusion,0.03523545084355847,0.020631477359540025,0.4324064271096404,0.8823529411764706,0.9393364366277243,0.001392209985684656,0.025227595169171182
348,2019-08-11 12:00:00,16,0.0014419739225761,0.0016731990069784,0.0019908168050777,0.0028502105898488,0.0208125813160287,0.031247640903337,0.0002312250258531,0.3726342618465423,0.7035951179503768,0.0012954586119059,0.0015266836963083,0.0028502105898488,diffusion,0.0347427540319083,0.020419059494302515,0.4495262047408346,0.8823529411764706,0.9393364366277243,0.0013883547830915444,0.025092737304598666
354,2019-09-10 12:00:00,16,0.0014261801422619,0.0016550674717621,0.0020074590812855,0.002946488760811,0.0204175636666866,0.0311401474284194,0.000228887183127,0.3743420243263244,0.7213043580426806,0.001318243759503,0.0015471310890032,0.002946488760811,diffusion,0.03518989060664549,0.020023767097784705,0.4491506919011954,0.8823529411764706,0.9393364366277243,0.0014530579585325396,0.025572256791920527
360,2019-10-10 12:00:00,16,0.0015170756454427,0.0017490186608862,0.0020230987599441,0.0030680894872533,0.0217843196345502,0.0318664866083395,0.0002319431179047,0.3506704270839691,0.7128723401271949,0.0013842920101063,0.0016162350255498,0.0030680894872533,diffusion,0.03607160473347843,0.021387404115977084,0.4248045360695869,0.8823529411764706,0.9393364366277243,0.001464174188905063,0.025962368594783528
366,2019-11-09 12:00:00,16,0.00159596000188,0.001836365259147,0.0021160988748688,0.0030252192497899,0.0220006935799207,0.0322629903243263,0.0002404052865416,0.3529715538024902,0.6891983160146519,0.0012223802344087,0.0014627853745772,0.0030252192497899,diffusion,0.03611063590055781,0.02160417245385941,0.42879578140428976,0.8823529411764706,0.9393364366277243,0.0015479442039276307,0.026555285175928426
372,2019-12-09 12:00:00,16,0.0017188023239559,0.0019482858020338,0.0022268527651765,0.0030081825857585,0.0227292770507114,0.0329362009705118,0.0002294834195286,0.3586947023868561,0.6547832406805942,0.0011112078339819,0.0013406911949613,0.0030081825857585,diffusion,0.036062909721680206,0.022336260502457603,0.43228537748279905,0.8823529411764706,0.9393364366277243,0.0016146357396273532,0.026863285531634033
378,2020-01-08 12:00:00,16,0.0015952705257798,0.001835687024505,0.0021285750198449,0.0030686845819444,0.0223364270772485,0.0327035238833375,0.0002404164548131,0.3452946841716766,0.6953513024393119,0.0012295132909039,0.0014699296725305,0.0030686845819444,diffusion,0.03640474543125998,0.021937879970036052,0.42224113238046357,0.8823529411764706,0.9393364366277243,0.0015989421899583987,0.026944459721473975
384,2020-02-07 12:00:00,16,0.0016486429784264,0.0018843662854702,0.0021885343814778,0.0030556519847897,0.0221390747849308,0.0324482902859182,0.0002357233363184,0.3388645350933075,0.6791135449331139,0.0012264996433301,0.0014622230674724,0.0030556519847897,diffusion,0.03628701056953235,0.021746373144834217,0.4121291007865011,0.8823529411764706,0.9393364366277243,0.0015761763006689642,0.026698131051593584
390,2020-03-08 12:00:00,16,0.0017232743165283,0.0019617225061895,0.0022642587171883,0.0030485836837775,0.0234635339937148,0.0337230052300732,0.0002384482042985,0.3274180293083191,0.6610547972066749,0.0011386081856443,0.0013770563753055,0.0030485836837775,diffusion,0.03626376969492294,0.023070853768984427,0.39764559022444246,0.8823529411764706,0.9393364366277243,0.0015883014273674523,0.02704167178315856
396,2020-04-07 12:00:00,16,0.0016765021220997,0.0019004722504451,0.002209956619372,0.0030770835905657,0.0232415143160424,0.0334354163291905,0.0002239702747185,0.3184888660907745,0.6766624357678565,0.0011648526577916,0.0013888229032355,0.0030770835905657,diffusion,0.03640034193766005,0.022856411271069233,0.3874539439750606,0.8823529411764706,0.9393364366277243,0.0015979059949878523,0.02726294474483308
402,2020-05-07 12:00:00,16,0.0017177624890765,0.0019383201322806,0.0022103556911365,0.0030659369822136,0.0235459532312543,0.0334527075401946,0.000220557687116,0.3206452131271362,0.6647045512514429,0.0011611519931866,0.0013817098705877,0.0030659369822136,diffusion,0.036405846988728695,0.02315976122786612,0.38878388037699096,0.8823529411764706,0.9393364366277243,0.0016205942162369267,0.027429445473576015
408,2020-06-06 12:00:00,16,0.0015530460866677,0.0017766747557217,0.002058648700375,0.0030449355964091,0.0220345098520143,0.0321427576256558,0.00022362858123,0.3277437388896942,0.7017868553716737,0.0012869816156687,0.0015106102847226,0.0030449355964091,diffusion,0.036205039776340736,0.021646166578705845,0.4025830379279114,0.8823529411764706,0.9393364366277243,0.0015091992339468288,0.026129995791077578
414,2020-07-06 12:00:00,16,0.0015687893975187,0.0017874585928512,0.0020521804121919,0.003039396367903,0.0213927179570689,0.0314870178394199,0.0002186691660579,0.3590277731418609,0.6963051756079669,0.0013042563409962,0.0015229254192302,0.003039396367903,diffusion,0.03625745660110822,0.02100308968170972,0.43084114959196995,0.8823529411764706,0.9393364366277243,0.0015383360525681393,0.026159160096504167
420,2020-08-05 12:00:00,16,0.0015962391647576,0.0018130272894255,0.0020800201175105,0.0030345124227286,0.0217237554837994,0.0316814957486097,0.000216788271041,0.3618993759155273,0.690251387451259,0.0012135789923628,0.0014303673512278,0.0030345124227286,diffusion,0.03589076727404318,0.021336187737118845,0.4324104098297994,0.8823529411764706,0.9393364366277243,0.0015319084034910902,0.02606987229566969
426,2020-09-04 12:00:00,16,0.0016148094681375,0.00183864985132,0.002179011461238,0.0030957699385814,0.0218560457969883,0.0325688769986871,0.0002238402368093,0.3543033301830292,0.6941628892125776,0.0012364473970093,0.0014602875459948,0.0030957699385814,diffusion,0.03620804494872648,0.021466521469804344,0.42971402391651736,0.8823529411764706,0.9393364366277243,0.001532982175176682,0.026209895825159795
432,2020-10-04 12:00:00,16,0.0014988819309109,0.001730214980151,0.0020195895514233,0.0031748505521424,0.0209928603537835,0.031367796987016,0.0002313329760534,0.3493493795394897,0.7311919777615075,0.0015334382903789,0.0017647712225204,0.0031748505521424,diffusion,0.036927858218526434,0.020598960052976106,0.4239540979867229,0.8823529411764706,0.9393364366277243,0.0015578989433420228,0.026452111887563964
