run,field,zonal_wavenumber,power
deterministic,specialist,99,9.655417434830576e-07
deterministic,specialist,100,9.496676992032487e-07
deterministic,specialist,101,9.197239502760708e-07
deterministic,specialist,102,9.118452400895997e-07
deterministic,specialist,103,9.008042657460926e-07
deterministic,specialist,104,8.378448245366364e-07
deterministic,specialist,105,8.330301756724701e-07
deterministic,specialist,106,7.676260338306825e-07
deterministic,specialist,107,7.713747132187373e-07
deterministic,specialist,108,7.202057115964683e-07
deterministic,specialist,109,6.892679829698785e-07
deterministic,specialist,110,6.794565007035301e-07
deterministic,specialist,111,6.526278981666958e-07
deterministic,specialist,112,6.461928307307911e-07
deterministic,specialist,113,6.214283261301193e-07
deterministic,specialist,114,5.956153007618788e-07
deterministic,specialist,115,5.703960049676001e-07
deterministic,specialist,116,5.453963827725035e-07
deterministic,specialist,117,5.478091742663369e-07
deterministic,specialist,118,5.178029191499146e-07
deterministic,specialist,119,4.97417667028781e-07
deterministic,specialist,120,4.831008567402567e-07
deterministic,specialist,121,4.6004101803268205e-07
deterministic,specialist,122,4.57483802697867e-07
deterministic,specialist,123,4.380313404580132e-07
deterministic,specialist,124,4.299308379434354e-07
deterministic,specialist,125,4.0905541448411975e-07
deterministic,specialist,126,3.9677694444014396e-07
deterministic,specialist,127,3.71846489677502e-07
deterministic,specialist,128,3.6749470676605616e-07
deterministic,specialist,129,3.631187892821357e-07
deterministic,specialist,130,3.4655842065226814e-07
deterministic,specialist,131,3.330059823905057e-07
deterministic,specialist,132,3.2339741857700583e-07
deterministic,specialist,133,3.2070298278792834e-07
deterministic,specialist,134,3.061225365510247e-07
deterministic,specialist,135,2.96914810397039e-07
deterministic,specialist,136,2.847593431357214e-07
deterministic,specialist,137,2.9076750594890714e-07
deterministic,specialist,138,2.7831771748951283e-07
deterministic,specialist,139,2.713355647475169e-07
deterministic,specialist,140,2.6356509553399315e-07
deterministic,specialist,141,2.452774600602817e-07
deterministic,specialist,142,2.443245054212008e-07
deterministic,specialist,143,2.3530332237753873e-07
deterministic,specialist,144,2.3528578841091885e-07
deterministic,specialist,145,2.2157300992471153e-07
deterministic,specialist,146,2.214886671522238e-07
deterministic,specialist,147,2.0740912949094e-07
deterministic,specialist,148,2.059320808640565e-07
deterministic,specialist,149,1.9797818257487073e-07
deterministic,specialist,150,1.972202231300634e-07
deterministic,specialist,151,1.850174037217729e-07
deterministic,specialist,152,1.8589653585551749e-07
deterministic,specialist,153,1.8226685849275407e-07
deterministic,specialist,154,1.7783758249937148e-07
deterministic,specialist,155,1.7969788095818258e-07
deterministic,specialist,156,1.7692290393625307e-07
deterministic,specialist,157,1.676324601635374e-07
deterministic,specialist,158,1.72422683922454e-07
deterministic,specialist,159,1.6280182515532022e-07
deterministic,specialist,160,1.548009249048205e-07
deterministic,specialist,161,1.5285687712992028e-07
deterministic,specialist,162,1.5383247912191985e-07
deterministic,specialist,163,1.4928364545352242e-07
deterministic,specialist,164,1.490512324730243e-07
deterministic,specialist,165,1.4842420370779275e-07
deterministic,specialist,166,1.500126180540154e-07
deterministic,specialist,167,1.4619157324798504e-07
deterministic,specialist,168,1.46663741261185e-07
deterministic,specialist,169,1.4295871879961788e-07
deterministic,specialist,170,1.4631875165957976e-07
deterministic,specialist,171,1.409266273696373e-07
deterministic,specialist,172,1.4001514490736673e-07
deterministic,specialist,173,1.3717124316328057e-07
deterministic,specialist,174,1.3649365273835757e-07
deterministic,specialist,175,1.313914409354856e-07
deterministic,specialist,176,1.3057619058217047e-07
deterministic,specialist,177,1.3529286175008613e-07
deterministic,specialist,178,1.309743553308684e-07
deterministic,specialist,179,1.3226479693933516e-07
deterministic,specialist,180,1.3699321269278694e-07
deterministic,truth,0,0.0001286100411459364
deterministic,truth,1,0.00010677401578578752
deterministic,truth,2,0.00011689641840569338
deterministic,truth,3,5.359378730516877e-05
deterministic,truth,4,4.323629268247072e-05
deterministic,truth,5,3.6487826108736185e-05
deterministic,truth,6,4.313501760651247e-05
deterministic,truth,7,2.756339809569999e-05
deterministic,truth,8,2.2216812264735252e-05
deterministic,truth,9,1.831340435822724e-05
deterministic,truth,10,1.993040140370573e-05
deterministic,truth,11,1.9119849088802775e-05
deterministic,truth,12,1.507891416836835e-05
deterministic,truth,13,1.4093234790374462e-05
deterministic,truth,14,1.3406672382198982e-05
deterministic,truth,15,1.2096556408185049e-05
deterministic,truth,16,9.449979981192754e-06
deterministic,truth,17,8.621665076624494e-06
deterministic,truth,18,9.427614416008849e-06
deterministic,truth,19,9.269705740765838e-06
deterministic,truth,20,8.35028772986287e-06
deterministic,truth,21,8.033070547495914e-06
deterministic,truth,22,8.359181355483415e-06
deterministic,truth,23,6.887802240197154e-06
deterministic,truth,24,6.515747989353679e-06
deterministic,truth,25,5.863005914224416e-06
deterministic,truth,26,6.4781556565371664e-06
deterministic,truth,27,5.876897417375092e-06
deterministic,truth,28,6.118571329157307e-06
deterministic,truth,29,5.501576103593184e-06
deterministic,truth,30,6.303122291929703e-06
deterministic,truth,31,5.289832687103577e-06
deterministic,truth,32,5.537035565041132e-06
deterministic,truth,33,5.388607603396705e-06
deterministic,truth,34,5.184829861632557e-06
deterministic,truth,35,4.750515800360447e-06
deterministic,truth,36,4.769279291181335e-06
deterministic,truth,37,4.825025272428101e-06
deterministic,truth,38,4.983717577331468e-06
deterministic,truth,39,4.9945281727564855e-06
deterministic,truth,40,4.4253180604662235e-06
deterministic,truth,41,4.597789039133155e-06
deterministic,truth,42,4.338662196656793e-06
deterministic,truth,43,4.292300226464478e-06
deterministic,truth,44,4.230488566768224e-06
deterministic,truth,45,4.0961150225535124e-06
deterministic,truth,46,4.2107231896429754e-06
deterministic,truth,47,4.234974046730393e-06
deterministic,truth,48,4.1478393469892436e-06
deterministic,truth,49,3.8806461962439786e-06
deterministic,truth,50,3.82212861689782e-06
deterministic,truth,51,3.81748460819136e-06
deterministic,truth,52,3.6578458373661885e-06
deterministic,truth,53,3.59592409090679e-06
deterministic,truth,54,3.672801962470966e-06
deterministic,truth,55,3.7062247965926464e-06
deterministic,truth,56,3.588447388380091e-06
deterministic,truth,57,3.507733005214261e-06
deterministic,truth,58,3.4944599390657893e-06
deterministic,truth,59,3.4431224295729586e-06
deterministic,truth,60,3.335193931985422e-06
deterministic,truth,61,3.257531861604618e-06
deterministic,truth,62,3.3623642779476313e-06
deterministic,truth,63,3.2865355463858453e-06
deterministic,truth,64,3.2810767838463002e-06
deterministic,truth,65,3.217073955263742e-06
deterministic,truth,66,3.1293709481852403e-06
deterministic,truth,67,3.0956035270112616e-06
deterministic,truth,68,2.913232508080123e-06
deterministic,truth,69,2.93619137026275e-06
deterministic,truth,70,3.003646342442789e-06
deterministic,truth,71,2.842567995879977e-06
deterministic,truth,72,2.769108656202911e-06
deterministic,truth,73,2.749769770200282e-06
deterministic,truth,74,2.807833498376816e-06
deterministic,truth,75,2.7022852890558155e-06
deterministic,truth,76,2.630132801929994e-06
deterministic,truth,77,2.557496203659317e-06
deterministic,truth,78,2.5378722643735573e-06
deterministic,truth,79,2.568707401620379e-06
deterministic,truth,80,2.5407194168111994e-06
deterministic,truth,81,2.3727387496493363e-06
deterministic,truth,82,2.307731554611072e-06
deterministic,truth,83,2.13209296062531e-06
deterministic,truth,84,2.193460355180801e-06
deterministic,truth,85,2.22070755511971e-06
deterministic,truth,86,2.1147388791884584e-06
deterministic,truth,87,2.1053529636976756e-06
deterministic,truth,88,2.095231145092045e-06
deterministic,truth,89,2.0824347012242606e-06
deterministic,truth,90,2.119553266682251e-06
deterministic,truth,91,1.9236300437082393e-06
deterministic,truth,92,1.8779843083807476e-06
deterministic,truth,93,1.8747044994876055e-06
deterministic,truth,94,1.8092140654972876e-06
deterministic,truth,95,1.7292422849631207e-06
deterministic,truth,96,1.6324280223919402e-06
deterministic,truth,97,1.61242123080877e-06
deterministic,truth,98,1.577948721141944e-06
deterministic,truth,99,1.5464968339941943e-06
deterministic,truth,100,1.498958621388764e-06
deterministic,truth,101,1.4474276955446431e-06
deterministic,truth,102,1.443616420433461e-06
deterministic,truth,103,1.353483353711515e-06
deterministic,truth,104,1.328809594202944e-06
deterministic,truth,105,1.3190910956641814e-06
deterministic,truth,106,1.2370409460538637e-06
deterministic,truth,107,1.2012479803804061e-06
deterministic,truth,108,1.1621974240228397e-06
deterministic,truth,109,1.1556546693329754e-06
deterministic,truth,110,1.1174736148783466e-06
deterministic,truth,111,1.103400563742712e-06
deterministic,truth,112,1.0789165438228886e-06
deterministic,truth,113,1.0434591062597415e-06
deterministic,truth,114,9.9411064934968e-07
deterministic,truth,115,9.875391621074288e-07
deterministic,truth,116,9.16473847312003e-07
deterministic,truth,117,9.848038184008435e-07
deterministic,truth,118,9.322214608331878e-07
deterministic,truth,119,8.892913904752072e-07
deterministic,truth,120,8.592615120722439e-07
deterministic,truth,121,8.553591731407327e-07
deterministic,truth,122,8.185553177854081e-07
deterministic,truth,123,8.161542700991184e-07
deterministic,truth,124,7.748620211391797e-07
deterministic,truth,125,7.406779162332628e-07
deterministic,truth,126,7.289229147815168e-07
deterministic,truth,127,6.846753516924684e-07
deterministic,truth,128,6.91305184399775e-07
deterministic,truth,129,6.800889566799969e-07
deterministic,truth,130,6.703143590704221e-07
deterministic,truth,131,6.595621584652632e-07
deterministic,truth,132,6.358731492178846e-07
deterministic,truth,133,6.046671943050113e-07
deterministic,truth,134,6.153504055279792e-07
deterministic,truth,135,6.071866904845786e-07
deterministic,truth,136,5.792801032891306e-07
deterministic,truth,137,5.894503485419626e-07
deterministic,truth,138,5.751606031304908e-07
deterministic,truth,139,5.591289123411813e-07
deterministic,truth,140,5.408327757586377e-07
deterministic,truth,141,5.14774723487626e-07
deterministic,truth,142,5.129293207402037e-07
deterministic,truth,143,5.058038981935375e-07
deterministic,truth,144,5.013950925916704e-07
deterministic,truth,145,4.984307905714909e-07
deterministic,truth,146,4.789647502423048e-07
deterministic,truth,147,4.624855596328336e-07
deterministic,truth,148,4.722924862135888e-07
deterministic,truth,149,4.3060299463108016e-07
deterministic,truth,150,4.2736514041307345e-07
deterministic,truth,151,4.1141679552843763e-07
deterministic,truth,152,4.114392678546414e-07
deterministic,truth,153,4.0647294824504315e-07
deterministic,truth,154,4.1082156186821493e-07
deterministic,truth,155,4.095227216725523e-07
deterministic,truth,156,4.068162189624671e-07
deterministic,truth,157,4.187312735247308e-07
deterministic,truth,158,4.1223934109027294e-07
deterministic,truth,159,3.9470344437960905e-07
deterministic,truth,160,3.7140107735539003e-07
deterministic,truth,161,3.670124165392196e-07
deterministic,truth,162,3.7690803852235906e-07
deterministic,truth,163,3.6639329773481673e-07
deterministic,truth,164,3.9560496936028234e-07
deterministic,truth,165,3.755251803109543e-07
deterministic,truth,166,3.692329437424714e-07
deterministic,truth,167,3.8024742390828767e-07
deterministic,truth,168,3.616697760970579e-07
deterministic,truth,169,3.3937824996092316e-07
deterministic,truth,170,3.7251868627090454e-07
deterministic,truth,171,3.69791579911126e-07
deterministic,truth,172,3.698893656813697e-07
deterministic,truth,173,3.4843645533269926e-07
deterministic,truth,174,3.542713977287057e-07
deterministic,truth,175,3.4370666026768153e-07
deterministic,truth,176,3.568628243087343e-07
deterministic,truth,177,3.5727337352948636e-07
deterministic,truth,178,3.3975739909097076e-07
deterministic,truth,179,3.641062915151369e-07
deterministic,truth,180,3.6769653076334154e-07
diffusion,D,0,5.22458694821568e-05
diffusion,D,1,4.862094302986041e-05
diffusion,D,2,4.153815632950583e-05
diffusion,D,3,2.171632914186909e-05
diffusion,D,4,1.915895006868262e-05
diffusion,D,5,1.5613814159300793e-05
diffusion,D,6,1.436986596044367e-05
diffusion,D,7,1.2650295504839234e-05
diffusion,D,8,1.0701506320022311e-05
diffusion,D,9,1.0047739574463971e-05
diffusion,D,10,9.492378846058116e-06
diffusion,D,11,8.229571056020725e-06
diffusion,D,12,7.762335993350727e-06
diffusion,D,13,6.88823585580216e-06
diffusion,D,14,6.7409092982842e-06
diffusion,D,15,5.868357497294924e-06
diffusion,D,16,6.228901295668097e-06
diffusion,D,17,5.801857974544736e-06
diffusion,D,18,5.732076940043006e-06
diffusion,D,19,5.3910663589654465e-06
diffusion,D,20,4.941498524673203e-06
diffusion,D,21,5.25684439729366e-06
diffusion,D,22,4.7525618391168315e-06
diffusion,D,23,4.74912094292736e-06
diffusion,D,24,4.307751241416142e-06
diffusion,D,25,4.0418537259999215e-06
diffusion,D,26,4.199878791926013e-06
diffusion,D,27,3.9314552614552605e-06
diffusion,D,28,4.078776807601647e-06
diffusion,D,29,3.770242906855281e-06
diffusion,D,30,3.705547114417881e-06
diffusion,D,31,3.4992006074374363e-06
diffusion,D,32,3.5839235848185207e-06
diffusion,D,33,3.5598297396402046e-06
diffusion,D,34,3.437720379554464e-06
diffusion,D,35,3.269799462381354e-06
diffusion,D,36,3.3669980002679894e-06
diffusion,D,37,3.454409861155451e-06
diffusion,D,38,3.2582233090023236e-06
diffusion,D,39,3.2409192791511474e-06
diffusion,D,40,3.0595802887395173e-06
diffusion,D,41,3.0318519568075954e-06
diffusion,D,42,2.8968808184618513e-06
diffusion,D,43,2.840128695782523e-06
diffusion,D,44,2.944873928860547e-06
diffusion,D,45,2.7617894538605323e-06
diffusion,D,46,2.8537343501452875e-06
diffusion,D,47,2.825005013497904e-06
diffusion,D,48,2.7664778981407826e-06
diffusion,D,49,2.7639139976883555e-06
diffusion,D,50,2.7010586774270886e-06
diffusion,D,51,2.643879307639105e-06
diffusion,D,52,2.506273145669545e-06
diffusion,D,53,2.5506211455226466e-06
diffusion,D,54,2.6035715576234772e-06
diffusion,D,55,2.5848017184385923e-06
diffusion,D,56,2.44276489116653e-06
diffusion,D,57,2.3654230449970882e-06
diffusion,D,58,2.4959815737815178e-06
diffusion,D,59,2.392902104145941e-06
diffusion,D,60,2.375656085694685e-06
diffusion,D,61,2.285840918163824e-06
diffusion,D,62,2.4177537194169222e-06
diffusion,D,63,2.3295831013709336e-06
diffusion,D,64,2.364336410377826e-06
diffusion,D,65,2.2408435196921278e-06
diffusion,D,66,2.2806698237614516e-06
diffusion,D,67,2.270160847583046e-06
diffusion,D,68,2.108268808163125e-06
diffusion,D,69,2.1112564402482624e-06
diffusion,D,70,2.108433051246659e-06
diffusion,D,71,2.098691850953282e-06
diffusion,D,72,2.0080225725225497e-06
diffusion,D,73,2.0227188469357597e-06
diffusion,D,74,1.9842502438931173e-06
diffusion,D,75,1.8995375004095701e-06
diffusion,D,76,1.8304836968661658e-06
diffusion,D,77,1.8486083573729053e-06
diffusion,D,78,1.762205459997598e-06
diffusion,D,79,1.7502809997775693e-06
diffusion,D,80,1.7937231175294682e-06
diffusion,D,81,1.7132991501827627e-06
diffusion,D,82,1.6833557650032177e-06
diffusion,D,83,1.5829210592213701e-06
diffusion,D,84,1.5283516408207226e-06
diffusion,D,85,1.5666525032044339e-06
diffusion,D,86,1.5077269958783153e-06
diffusion,D,87,1.5367516652062669e-06
diffusion,D,88,1.4444444432623914e-06
diffusion,D,89,1.4538037281831767e-06
diffusion,D,90,1.437263418080949e-06
diffusion,D,91,1.3462944159674009e-06
diffusion,D,92,1.3592937035294936e-06
diffusion,D,93,1.3242883258235639e-06
diffusion,D,94,1.2463592526800828e-06
diffusion,D,95,1.2227827638226875e-06
diffusion,D,96,1.1298441595316487e-06
diffusion,D,97,1.1470858997959067e-06
diffusion,D,98,1.1181835507384454e-06
diffusion,D,99,1.0704226869882658e-06
diffusion,D,100,1.0654939221685686e-06
diffusion,D,101,1.0285039933874568e-06
diffusion,D,102,1.0049884743183908e-06
diffusion,D,103,9.667491760885438e-07
diffusion,D,104,9.384089880157382e-07
diffusion,D,105,9.087260029264676e-07
diffusion,D,106,8.873922673980235e-07
diffusion,D,107,8.419233415711682e-07
diffusion,D,108,7.921507048033418e-07
diffusion,D,109,7.845196728463646e-07
diffusion,D,110,7.489209890469493e-07
diffusion,D,111,7.387590348699696e-07
diffusion,D,112,7.191496496398956e-07
diffusion,D,113,7.394687452198614e-07
diffusion,D,114,6.888347832643876e-07
diffusion,D,115,6.964904818997022e-07
diffusion,D,116,6.417299149290013e-07
diffusion,D,117,6.455495095905273e-07
diffusion,D,118,6.30469952912462e-07
diffusion,D,119,6.283042848312525e-07
diffusion,D,120,5.557433703210708e-07
diffusion,D,121,5.553373520201958e-07
diffusion,D,122,5.436504007465689e-07
diffusion,D,123,5.043092800054534e-07
diffusion,D,124,5.280990699684e-07
diffusion,D,125,5.029931251443001e-07
diffusion,D,126,4.844770391469911e-07
diffusion,D,127,4.685591176526456e-07
diffusion,D,128,4.798849846693776e-07
diffusion,D,129,4.601582313132667e-07
diffusion,D,130,4.447282469807477e-07
diffusion,D,131,4.275457860406728e-07
diffusion,D,132,4.237176741292215e-07
diffusion,D,133,4.069663275625284e-07
diffusion,D,134,4.1546471738015855e-07
diffusion,D,135,4.0300130058233965e-07
diffusion,D,136,3.953989996330073e-07
diffusion,D,137,3.923563010000226e-07
diffusion,D,138,4.035965741806503e-07
diffusion,D,139,3.787302783695788e-07
diffusion,D,140,3.558113545495813e-07
diffusion,D,141,3.736576166173812e-07
diffusion,D,142,3.565454711244637e-07
diffusion,D,143,3.3645914398918895e-07
diffusion,D,144,3.52587492397922e-07
diffusion,D,145,3.243281619683662e-07
diffusion,D,146,3.3428179556112375e-07
diffusion,D,147,3.2460915162223547e-07
diffusion,D,148,3.1607312532498447e-07
diffusion,D,149,3.152812124308402e-07
diffusion,D,150,3.0068793080661183e-07
diffusion,D,151,2.969080664670037e-07
diffusion,D,152,3.0044060188262063e-07
diffusion,D,153,2.928499478102824e-07
diffusion,D,154,2.845170731595991e-07
diffusion,D,155,2.7607573554336746e-07
diffusion,D,156,2.9339406238399865e-07
diffusion,D,157,2.9482410978743785e-07
diffusion,D,158,2.890896884903826e-07
diffusion,D,159,2.879460136761333e-07
diffusion,D,160,2.7409906188489075e-07
diffusion,D,161,2.6841539263766364e-07
diffusion,D,162,2.815477143142527e-07
diffusion,D,163,2.5970310987174744e-07
diffusion,D,164,2.815862362930587e-07
diffusion,D,165,2.8183115564714623e-07
diffusion,D,166,2.833688190357963e-07
diffusion,D,167,2.6958329669789353e-07
diffusion,D,168,2.5857074579377863e-07
diffusion,D,169,2.570840127319602e-07
diffusion,D,170,2.71586990709606e-07
diffusion,D,171,2.6754559173944656e-07
diffusion,D,172,2.530604804995686e-07
diffusion,D,173,2.590549865993971e-07
diffusion,D,174,2.565161251043742e-07
diffusion,D,175,2.675912514990996e-07
diffusion,D,176,2.576634280294946e-07
diffusion,D,177,2.533756162618852e-07
diffusion,D,178,2.4994328079269844e-07
diffusion,D,179,2.4720336376348105e-07
diffusion,D,180,2.685570387843601e-07
diffusion,mean,0,4.761563152841353e-05
diffusion,mean,1,4.0895700931949215e-05
diffusion,mean,2,3.625569178754212e-05
diffusion,mean,3,1.894995576491979e-05
diffusion,mean,4,1.590119580941415e-05
diffusion,mean,5,1.1873807356381746e-05
diffusion,mean,6,1.2112849068335185e-05
diffusion,mean,7,1.004973329529722e-05
diffusion,mean,8,8.147711391955216e-06
diffusion,mean,9,7.5233041215746065e-06
diffusion,mean,10,7.582432186092421e-06
diffusion,mean,11,6.647400956712149e-06
diffusion,mean,12,5.853084772563831e-06
diffusion,mean,13,5.169012866842198e-06
diffusion,mean,14,4.7844607153341515e-06
diffusion,mean,15,4.453978590901538e-06
diffusion,mean,16,4.354783509880094e-06
diffusion,mean,17,4.061110544965906e-06
diffusion,mean,18,4.293358212471131e-06
diffusion,mean,19,4.056406054271718e-06
diffusion,mean,20,3.848624221080671e-06
diffusion,mean,21,3.921276616149404e-06
diffusion,mean,22,3.7182858792740547e-06
diffusion,mean,23,3.6292659714641356e-06
diffusion,mean,24,3.363251010247896e-06
diffusion,mean,25,3.2686977279758608e-06
diffusion,mean,26,3.3573648800354287e-06
diffusion,mean,27,3.1619855796669557e-06
diffusion,mean,28,3.2566945914789667e-06
diffusion,mean,29,3.078318760707798e-06
diffusion,mean,30,3.186383654888402e-06
diffusion,mean,31,2.915017382790001e-06
diffusion,mean,32,3.0065490788297186e-06
diffusion,mean,33,2.950477797166125e-06
diffusion,mean,34,2.9304990640977346e-06
diffusion,mean,35,2.7919165954948647e-06
diffusion,mean,36,2.8568844262672475e-06
diffusion,mean,37,2.969509888290816e-06
diffusion,mean,38,2.8813878110820055e-06
diffusion,mean,39,2.9254964606408538e-06
diffusion,mean,40,2.7385107832690845e-06
diffusion,mean,41,2.8273980891906476e-06
diffusion,mean,42,2.6550042982822785e-06
diffusion,mean,43,2.697084092306227e-06
diffusion,mean,44,2.6412640811216573e-06
diffusion,mean,45,2.575179901498011e-06
diffusion,mean,46,2.7064324161073355e-06
diffusion,mean,47,2.699315583094907e-06
diffusion,mean,48,2.635447554571515e-06
diffusion,mean,49,2.5067635157281e-06
diffusion,mean,50,2.5355547848116844e-06
diffusion,mean,51,2.4903055235514438e-06
diffusion,mean,52,2.4683627336281823e-06
diffusion,mean,53,2.44106238966297e-06
diffusion,mean,54,2.45240502785238e-06
diffusion,mean,55,2.4371452483950546e-06
diffusion,mean,56,2.3301466153389023e-06
diffusion,mean,57,2.308240840377186e-06
diffusion,mean,58,2.39852757469386e-06
diffusion,mean,59,2.353587925057666e-06
diffusion,mean,60,2.3367759075251665e-06
diffusion,mean,61,2.231806203802187e-06
diffusion,mean,62,2.3731317656637775e-06
diffusion,mean,63,2.2856988605804425e-06
diffusion,mean,64,2.3333120971604483e-06
diffusion,mean,65,2.224133941948776e-06
diffusion,mean,66,2.260154659916122e-06
diffusion,mean,67,2.197388913668837e-06
diffusion,mean,68,2.118977971247754e-06
diffusion,mean,69,2.1057570778169204e-06
diffusion,mean,70,2.0938018938696425e-06
diffusion,mean,71,2.0563053914352422e-06
diffusion,mean,72,2.0253069579940843e-06
diffusion,mean,73,1.963119759508991e-06
diffusion,mean,74,1.952026029889879e-06
diffusion,mean,75,1.8910231093710983e-06
diffusion,mean,76,1.8487277755737721e-06
diffusion,mean,77,1.8775173807432826e-06
diffusion,mean,78,1.7998235445123876e-06
diffusion,mean,79,1.7834291264882962e-06
diffusion,mean,80,1.822135676426123e-06
diffusion,mean,81,1.7462771763021787e-06
diffusion,mean,82,1.6689358797547816e-06
diffusion,mean,83,1.5684955185128994e-06
diffusion,mean,84,1.5509063070458365e-06
diffusion,mean,85,1.6120417696560118e-06
diffusion,mean,86,1.513549955943447e-06
diffusion,mean,87,1.5250107558480917e-06
diffusion,mean,88,1.4820610912594472e-06
diffusion,mean,89,1.5143419685762147e-06
diffusion,mean,90,1.498364475026551e-06
diffusion,mean,91,1.3664660745690432e-06
diffusion,mean,92,1.3405675787423099e-06
diffusion,mean,93,1.323394018093716e-06
diffusion,mean,94,1.2523987843618013e-06
diffusion,mean,95,1.1953440256078695e-06
diffusion,mean,96,1.0887758944334707e-06
diffusion,mean,97,1.0957617468960909e-06
diffusion,mean,98,1.0572904892791295e-06
diffusion,mean,99,1.0329793408507217e-06
diffusion,mean,100,1.0139629360451498e-06
diffusion,mean,101,9.971747624417697e-07
diffusion,mean,102,9.652145071348535e-07
diffusion,mean,103,9.487043288760169e-07
diffusion,mean,104,9.057968874407222e-07
diffusion,mean,105,8.938701833768982e-07
diffusion,mean,106,8.273942126437342e-07
diffusion,mean,107,7.976446704301729e-07
diffusion,mean,108,7.650655922771271e-07
diffusion,mean,109,7.373381483718099e-07
diffusion,mean,110,7.219997690551598e-07
diffusion,mean,111,6.929516612892267e-07
diffusion,mean,112,6.842538298016923e-07
diffusion,mean,113,6.576615370783799e-07
diffusion,mean,114,6.287657633698883e-07
diffusion,mean,115,6.059566698284783e-07
diffusion,mean,116,5.821574177830477e-07
diffusion,mean,117,5.75206921168458e-07
diffusion,mean,118,5.576856418279252e-07
diffusion,mean,119,5.390059991435087e-07
diffusion,mean,120,5.294344086957819e-07
diffusion,mean,121,4.961254863051012e-07
diffusion,mean,122,4.881064246950694e-07
diffusion,mean,123,4.745513973090496e-07
diffusion,mean,124,4.6558634703452497e-07
diffusion,mean,125,4.3599922320681916e-07
diffusion,mean,126,4.3014043221844825e-07
diffusion,mean,127,3.975476113719249e-07
diffusion,mean,128,4.02134744336953e-07
diffusion,mean,129,3.8697903832941756e-07
diffusion,mean,130,3.747982860564744e-07
diffusion,mean,131,3.5928481072974557e-07
diffusion,mean,132,3.415208094304161e-07
diffusion,mean,133,3.4283372328867043e-07
diffusion,mean,134,3.274531440642952e-07
diffusion,mean,135,3.171840391414768e-07
diffusion,mean,136,3.071755435590846e-07
diffusion,mean,137,3.129680098287485e-07
diffusion,mean,138,2.9361240343110454e-07
diffusion,mean,139,2.907644422653137e-07
diffusion,mean,140,2.82026672035418e-07
diffusion,mean,141,2.6485170881800496e-07
diffusion,mean,142,2.598879318845594e-07
diffusion,mean,143,2.493583963911757e-07
diffusion,mean,144,2.4876960881796895e-07
diffusion,mean,145,2.3994864243337173e-07
diffusion,mean,146,2.3191065840796762e-07
diffusion,mean,147,2.2353724491800767e-07
diffusion,mean,148,2.2124278365644754e-07
diffusion,mean,149,2.139858837321531e-07
diffusion,mean,150,2.096072688939758e-07
diffusion,mean,151,1.974762720031023e-07
diffusion,mean,152,1.957867813577037e-07
diffusion,mean,153,1.894981219889737e-07
diffusion,mean,154,1.8768579730032168e-07
diffusion,mean,155,1.8501486450392335e-07
diffusion,mean,156,1.8187837243527873e-07
diffusion,mean,157,1.7712491697263743e-07
diffusion,mean,158,1.7434812188283945e-07
diffusion,mean,159,1.6662443059543957e-07
diffusion,mean,160,1.596387859752679e-07
diffusion,mean,161,1.6104062960313518e-07
diffusion,mean,162,1.6195307466554756e-07
diffusion,mean,163,1.5375081007495118e-07
diffusion,mean,164,1.5486003163904695e-07
diffusion,mean,165,1.512383205968449e-07
diffusion,mean,166,1.5313052427832448e-07
diffusion,mean,167,1.5130768223887918e-07
diffusion,mean,168,1.483538954253318e-07
diffusion,mean,169,1.4235030862058687e-07
diffusion,mean,170,1.4609549204201352e-07
diffusion,mean,171,1.4030643821394862e-07
diffusion,mean,172,1.4104391580442291e-07
diffusion,mean,173,1.372554560798139e-07
diffusion,mean,174,1.3809760283695925e-07
diffusion,mean,175,1.342709132492358e-07
diffusion,mean,176,1.345832617218009e-07
diffusion,mean,177,1.3894618991091162e-07
diffusion,mean,178,1.3517353846173625e-07
diffusion,mean,179,1.3514190781339384e-07
diffusion,mean,180,1.3383503663316867e-07
diffusion,sample0,0,4.910981540718757e-05
diffusion,sample0,1,4.3113274038403825e-05
diffusion,sample0,2,3.808421097611217e-05
diffusion,sample0,3,2.0685418347084567e-05
diffusion,sample0,4,1.746585593397035e-05
diffusion,sample0,5,1.348492076333251e-05
diffusion,sample0,6,1.3593588897571117e-05
diffusion,sample0,7,1.1302528922483914e-05
diffusion,sample0,8,9.406151293794156e-06
diffusion,sample0,9,8.71709164724103e-06
diffusion,sample0,10,8.700575927826581e-06
diffusion,sample0,11,7.735470447242097e-06
diffusion,sample0,12,6.878007981414004e-06
diffusion,sample0,13,6.129156731875805e-06
diffusion,sample0,14,5.779492084613292e-06
diffusion,sample0,15,5.357068738975461e-06
diffusion,sample0,16,5.263126008799672e-06
diffusion,sample0,17,4.907713802958243e-06
diffusion,sample0,18,5.123738435945381e-06
diffusion,sample0,19,4.870012983343327e-06
diffusion,sample0,20,4.662868524841608e-06
diffusion,sample0,21,4.703093051461002e-06
diffusion,sample0,22,4.4585822582210855e-06
diffusion,sample0,23,4.374872917874584e-06
diffusion,sample0,24,4.06489127960184e-06
diffusion,sample0,25,3.935643743843952e-06
diffusion,sample0,26,4.0045356656624344e-06
diffusion,sample0,27,3.8127101866277406e-06
diffusion,sample0,28,3.872748784548772e-06
diffusion,sample0,29,3.7185782705512406e-06
diffusion,sample0,30,3.8173806445113815e-06
