run,field,zonal_wavenumber,power
deterministic,specialist,66,2.1776436916601698e-06
deterministic,specialist,67,2.1245487675569484e-06
deterministic,specialist,68,2.0116506433006467e-06
deterministic,specialist,69,2.0143340258374395e-06
deterministic,specialist,70,2.050462044624122e-06
deterministic,specialist,71,1.99800329845191e-06
deterministic,specialist,72,1.9560004508043164e-06
deterministic,specialist,73,1.8885178427366511e-06
deterministic,specialist,74,1.847859552116021e-06
deterministic,specialist,75,1.823232626942132e-06
deterministic,specialist,76,1.7504022345742384e-06
deterministic,specialist,77,1.7734332644088848e-06
deterministic,specialist,78,1.7142992104857854e-06
deterministic,specialist,79,1.6511998786849745e-06
deterministic,specialist,80,1.7344029469835058e-06
deterministic,specialist,81,1.6169450608768785e-06
deterministic,specialist,82,1.5704400626302284e-06
deterministic,specialist,83,1.4855331654567129e-06
deterministic,specialist,84,1.4414945344205387e-06
deterministic,specialist,85,1.5121444284440732e-06
deterministic,specialist,86,1.426371617641729e-06
deterministic,specialist,87,1.4362108985529531e-06
deterministic,specialist,88,1.4089805796399577e-06
deterministic,specialist,89,1.3911328185144117e-06
deterministic,specialist,90,1.3950123113639439e-06
deterministic,specialist,91,1.285244416156693e-06
deterministic,specialist,92,1.2832493705942025e-06
deterministic,specialist,93,1.2607653436678173e-06
deterministic,specialist,94,1.1818969114992283e-06
deterministic,specialist,95,1.1414845823649947e-06
deterministic,specialist,96,1.0116880305893293e-06
deterministic,specialist,97,1.0427987212795242e-06
deterministic,specialist,98,9.94107996587179e-07
