region,box_width_cells,channel,predicted_anomaly_second_moment,target_anomaly_second_moment,anomaly_cross_moment,anomaly_mse,origins
global,0,uo_0,0.4098369117939111,0.44721102353298303,0.40717566224059676,0.04269660331986167,99
global,0,uo_1,0.44632964332898456,0.4892850692826088,0.4435764566214398,0.04846180614196893,99
global,0,uo_2,0.4708203173647023,0.5141384291528451,0.46630745764934656,0.052343834229189944,99
global,0,uo_3,0.4495038932020014,0.4994141889943017,0.4438207309053402,0.06127661406391799,99
global,0,uo_4,0.36411344071831364,0.41877185425373037,0.357959612752452,0.06696607116045374,99
global,0,uo_5,0.29970970644493294,0.35726736470906423,0.2916597415401478,0.07365758875102708,99
global,0,uo_6,0.2837178838072401,0.33777143317039565,0.27162275410661796,0.07824381501084626,99
global,0,uo_7,0.37216354199130125,0.4361954295273983,0.3539797215148656,0.10039953526222345,99
global,0,uo_8,0.4030549761020776,0.4782874265102425,0.3828766939013895,0.1155890202281451,99
global,0,uo_9,0.39133765841975354,0.474885123847711,0.37021863580954195,0.12578551034734706,99
global,0,uo_10,0.3703182815301298,0.46598353349801264,0.3479488771973234,0.14040405792419355,99
global,0,uo_11,0.3537033329708408,0.4623004673707365,0.3282263188651114,0.1595511611061867,99
global,0,uo_12,0.3375126264914118,0.4591639156293387,0.30492564012305906,0.18682525630551156,99
global,0,uo_13,0.32227543688783744,0.4531179103586409,0.28256785884650065,0.21025763692879917,99
global,0,uo_14,0.33469708128408954,0.4730939139621426,0.2893060316341092,0.2291789339347319,99
global,0,uo_15,0.36622737242717934,0.5348082880179087,0.308931126438006,0.2831734066659754,99
global,0,uo_16,0.39298324512712884,0.591971294446425,0.3214691464949136,0.3420162441754582,99
global,0,uo_17,0.346230779332344,0.5408051128339286,0.27359957737152024,0.33983674525010465,99
global,0,uo_18,0.2679900164254988,0.4628845456272665,0.22195816115297454,0.2869582362849303,99
global,0,vo_0,0.5954067433121228,0.6371854534654906,0.5845413623434125,0.0635094770578423,99
global,0,vo_1,0.5956201538293049,0.6362425067810097,0.5845995750090088,0.06266352696099667,99
global,0,vo_2,0.6111129943770591,0.648544268174605,0.6018892376109807,0.05587878736733186,99
global,0,vo_3,0.621177380735224,0.6636316661882882,0.6125740327618339,0.059660975943611125,99
global,0,vo_4,0.6022449247162751,0.6494225721166591,0.5918905885532649,0.06788630824950007,99
global,0,vo_5,0.566813327146299,0.6217725180616283,0.554349766837226,0.0798863186830222,99
global,0,vo_6,0.5451122471178421,0.6010017714115105,0.5304417164638789,0.08523058477375242,99
global,0,vo_7,0.5558169706903323,0.6081744083250412,0.5381465789043542,0.08769822572216843,99
global,0,vo_8,0.5638966172030477,0.6197710308161649,0.5442697655672979,0.09512812681872436,99
global,0,vo_9,0.5591268795307236,0.6211628179357509,0.5375825961430868,0.10512450194419032,99
global,0,vo_10,0.5428211279589721,0.6176243183588741,0.5197730859120687,0.12089927103182282,99
global,0,vo_11,0.5264736907650726,0.6179243880088883,0.5003117997236927,0.14377447586468975,99
global,0,vo_12,0.5022637467793744,0.6115481636740945,0.4694180503638104,0.1749758149939354,99
global,0,vo_13,0.4735440066968552,0.6008604271243317,0.4308066184472556,0.21279120385044753,99
global,0,vo_14,0.4684651361571418,0.6120739320311883,0.4150620692908162,0.2504149323159998,99
global,0,vo_15,0.4785545835591326,0.6541493498917782,0.40932523060326625,0.3140534764588481,99
global,0,vo_16,0.4597653900132035,0.6619076939544293,0.38039834360883695,0.3608763955458246,99
global,0,vo_17,0.4075156269651471,0.6014474726686574,0.3276305812777895,0.3537019304554872,99
global,0,vo_18,0.3365750394084237,0.5472261285541034,0.28190234634611344,0.31999647165789746,99
global,0,thetao_0,0.004692449471960315,0.004692449471960315,0.004692449471960315,0.0,99
global,0,thetao_1,0.004449716682141327,0.004617655645077577,0.004294951371095999,0.0004774696937987976,99
global,0,thetao_2,0.004343086714865734,0.004567033011522709,0.0039176551197100465,0.0010748095616387825,99
global,0,thetao_3,0.004547487123577733,0.005106154850430109,0.003875595999580592,0.0019024499513284124,99
global,0,thetao_4,0.005361004278647026,0.006511206004881497,0.004644649698295527,0.0025829109222148404,99
global,0,thetao_5,0.006961150210106162,0.008594779946813078,0.006197959222275801,0.0031600117053121627,99
global,0,thetao_6,0.006899068273152366,0.009852218935548357,0.006280829113992778,0.004189629091250926,99
global,0,thetao_7,0.006812864298358409,0.010582081841850522,0.0062463780573446944,0.0049021900607969125,99
global,0,thetao_8,0.007810431476117987,0.012330281416499856,0.007330428225675014,0.005479856431860514,99
global,0,thetao_9,0.008678380371720501,0.01264511344182973,0.007799946086838691,0.005723601752760435,99
global,0,thetao_10,0.007462554065642332,0.011373987120359835,0.006506869545902567,0.005822801995420396,99
global,0,thetao_11,0.005054333214318812,0.010857388433633429,0.004084623486951294,0.007742474645827756,99
global,0,thetao_12,0.0027918520035466765,0.00874126399632054,0.002095293039644156,0.007342529962911751,99
global,0,thetao_13,0.002063197589413536,0.003358381772131631,0.001154249213574774,0.0031130809214605826,99
global,0,thetao_14,0.0017990734383482674,0.002070766046991327,0.0008987345535195235,0.0020723703653655117,99
global,0,thetao_15,0.0018229934344576163,0.0014909403198727904,0.0008155780684466314,0.0016827776350758293,99
global,0,thetao_16,0.002552188714175965,0.0024294304529750587,0.0009215241450948095,0.003138570867554106,99
global,0,thetao_17,0.0032091964802921117,0.005719828687495355,0.002378274705449138,0.004172475763944665,99
global,0,thetao_18,0.0034535236849515425,0.007358547648170379,0.003495114366288739,0.0038218426181831295,99
global,0,so_0,0.006194339044429738,0.010010514530644875,0.004224776379726451,0.007755300956731191,99
global,0,so_1,0.005437588493217423,0.008220969642879385,0.0036387727454756246,0.006381012588701766,99
global,0,so_2,0.0047813795172995084,0.007238024323614258,0.0033268358657193003,0.005365732144752536,99
global,0,so_3,0.004248516290740232,0.0063998075343216915,0.0029829809644419435,0.004682361764475854,99
global,0,so_4,0.003787868578607837,0.006201809065209495,0.0026362907562423685,0.004717096140739893,99
global,0,so_5,0.0035353191667283424,0.006020669759523989,0.0023155317658257453,0.004924925406359964,99
global,0,so_6,0.0043513279789212074,0.008865191380145273,0.00325895746878226,0.006698604329780798,99
global,0,so_7,0.005336153283338956,0.011169775596095456,0.004478303431015875,0.007549322040920908,99
global,0,so_8,0.004668037571727929,0.009192689622968736,0.004055506942530322,0.005749713342561565,99
global,0,so_9,0.003200750435805983,0.005987436049664864,0.002581656783480536,0.00402487295143532,99
global,0,so_10,0.0016341478495642242,0.003247073127163781,0.0010708202866630422,0.002739580421040606,99
