2026/09/21 19:18:14.241, 0, 0, 0
2026/09/21 19:18:14.244, 1, 0, 0
2026/09/21 19:18:29.248, 0, 0, 559
2026/09/21 19:18:29.250, 1, 0, 559
2026/09/21 19:18:44.251, 0, 0, 59725
2026/09/21 19:18:44.252, 1, 0, 60539
2026/09/21 19:18:59.252, 0, 0, 61353
2026/09/21 19:18:59.253, 1, 0, 61353
2026/09/21 19:19:14.254, 0, 0, 61353
2026/09/21 19:19:14.254, 1, 21, 61353
2026/09/21 19:19:29.254, 0, 0, 61353
2026/09/21 19:19:29.254, 1, 0, 61353
2026/09/21 19:19:44.255, 0, 0, 61353
2026/09/21 19:19:44.255, 1, 0, 61353
2026/09/21 19:19:59.257, 0, 0, 61353
2026/09/21 19:19:59.257, 1, 0, 61353
2026/09/21 19:20:14.258, 0, 0, 61353
2026/09/21 19:20:14.258, 1, 0, 61353
2026/09/21 19:20:29.260, 0, 0, 61353
2026/09/21 19:20:29.260, 1, 0, 61353
2026/09/21 19:20:44.261, 0, 35, 61353
2026/09/21 19:20:44.261, 1, 0, 61353
2026/09/21 19:20:59.262, 0, 0, 61353
2026/09/21 19:20:59.263, 1, 0, 61353
2026/09/21 19:21:14.264, 0, 0, 61353
2026/09/21 19:21:14.264, 1, 0, 61353
2026/09/21 19:21:29.265, 0, 0, 61449
2026/09/21 19:21:29.265, 1, 0, 61449
2026/09/21 19:21:44.266, 0, 98, 90351
2026/09/21 19:21:44.266, 1, 98, 90351
2026/09/21 19:21:59.267, 0, 97, 90351
2026/09/21 19:21:59.268, 1, 96, 90351
2026/09/21 19:22:14.269, 0, 97, 90351
2026/09/21 19:22:14.269, 1, 97, 90351
2026/09/21 19:22:29.270, 0, 97, 90351
2026/09/21 19:22:29.270, 1, 97, 90351
2026/09/21 19:22:44.271, 0, 97, 90351
2026/09/21 19:22:44.271, 1, 98, 90351
2026/09/21 19:22:59.272, 0, 97, 90351
2026/09/21 19:22:59.272, 1, 98, 90351
2026/09/21 19:23:14.273, 0, 96, 90351
2026/09/21 19:23:14.273, 1, 98, 90351
2026/09/21 19:23:29.275, 0, 97, 90351
2026/09/21 19:23:29.275, 1, 98, 90351
2026/09/21 19:23:44.276, 0, 97, 90351
2026/09/21 19:23:44.276, 1, 99, 90351
2026/09/21 19:23:59.277, 0, 97, 90351
2026/09/21 19:23:59.277, 1, 98, 90351
2026/09/21 19:24:14.278, 0, 96, 90351
2026/09/21 19:24:14.278, 1, 97, 90351
2026/09/21 19:24:29.279, 0, 90, 90351
2026/09/21 19:24:29.279, 1, 98, 90351
2026/09/21 19:24:44.280, 0, 97, 90351
2026/09/21 19:24:44.280, 1, 97, 90351
2026/09/21 19:24:59.281, 0, 97, 90351
2026/09/21 19:24:59.281, 1, 98, 90351
2026/09/21 19:25:14.282, 0, 93, 90351
2026/09/21 19:25:14.282, 1, 95, 90351
2026/09/21 19:25:29.282, 0, 97, 90351
2026/09/21 19:25:29.283, 1, 97, 90351
2026/09/21 19:25:44.283, 0, 96, 90351
2026/09/21 19:25:44.284, 1, 96, 90351
2026/09/21 19:25:59.284, 0, 96, 90351
2026/09/21 19:25:59.284, 1, 97, 90351
2026/09/21 19:26:14.285, 0, 96, 90351
2026/09/21 19:26:14.285, 1, 97, 90351
2026/09/21 19:26:29.286, 0, 96, 90351
2026/09/21 19:26:29.286, 1, 97, 90351
2026/09/21 19:26:44.287, 0, 97, 90351
2026/09/21 19:26:44.287, 1, 97, 90351
2026/09/21 19:26:59.288, 0, 94, 90351
2026/09/21 19:26:59.288, 1, 97, 90351
2026/09/21 19:27:14.289, 0, 97, 90351
2026/09/21 19:27:14.290, 1, 98, 90351
2026/09/21 19:27:29.290, 0, 98, 90351
2026/09/21 19:27:29.290, 1, 95, 90351
2026/09/21 19:27:44.292, 0, 3, 90351
2026/09/21 19:27:44.292, 1, 100, 90351
2026/09/21 19:27:59.293, 0, 96, 90351
2026/09/21 19:27:59.293, 1, 96, 90351
2026/09/21 19:28:14.294, 0, 96, 90351
2026/09/21 19:28:14.294, 1, 98, 90351
2026/09/21 19:28:29.295, 0, 96, 90351
2026/09/21 19:28:29.295, 1, 97, 90351
2026/09/21 19:28:44.297, 0, 95, 90351
2026/09/21 19:28:44.297, 1, 98, 90351
2026/09/21 19:28:59.298, 0, 96, 90351
2026/09/21 19:28:59.298, 1, 96, 90351
2026/09/21 19:29:14.299, 0, 96, 90351
2026/09/21 19:29:14.299, 1, 97, 90351
2026/09/21 19:29:29.300, 0, 96, 90351
2026/09/21 19:29:29.300, 1, 97, 90351
2026/09/21 19:29:44.301, 0, 96, 90351
2026/09/21 19:29:44.301, 1, 96, 90351
2026/09/21 19:29:59.301, 0, 95, 90351
2026/09/21 19:29:59.301, 1, 99, 90351
2026/09/21 19:30:14.302, 0, 95, 90351
2026/09/21 19:30:14.302, 1, 97, 90351
2026/09/21 19:30:29.303, 0, 97, 90351
2026/09/21 19:30:29.303, 1, 97, 90351
2026/09/21 19:30:44.304, 0, 97, 90351
2026/09/21 19:30:44.304, 1, 99, 90351
2026/09/21 19:30:59.304, 0, 97, 90351
2026/09/21 19:30:59.304, 1, 99, 90351
2026/09/21 19:31:14.305, 0, 96, 90351
2026/09/21 19:31:14.305, 1, 98, 90351
2026/09/21 19:31:29.306, 0, 95, 90351
2026/09/21 19:31:29.306, 1, 98, 90351
2026/09/21 19:31:44.307, 0, 96, 90351
2026/09/21 19:31:44.307, 1, 97, 90351
2026/09/21 19:31:59.307, 0, 97, 90351
2026/09/21 19:31:59.308, 1, 98, 90351
2026/09/21 19:32:14.308, 0, 97, 90351
2026/09/21 19:32:14.308, 1, 98, 90351
2026/09/21 19:32:29.309, 0, 95, 90351
2026/09/21 19:32:29.309, 1, 98, 90351
2026/09/21 19:32:44.310, 0, 97, 90351
2026/09/21 19:32:44.310, 1, 98, 90351
2026/09/21 19:32:59.311, 0, 98, 90351
2026/09/21 19:32:59.311, 1, 97, 90351
2026/09/21 19:33:14.311, 0, 96, 90351
2026/09/21 19:33:14.311, 1, 97, 90351
2026/09/21 19:33:29.312, 0, 97, 90351
