region,channel,mse,mean_bias_mse,temporal_amplitude_mse,temporal_pattern_mse,origins
global,uo_0,0.05074091956631013,0.0037747325574234046,0.0030364843244660607,0.043929702684420674,99
global,uo_1,0.0574500488643576,0.004202958089124369,0.0031123019395098333,0.05013478883572339,99
global,uo_2,0.06103497371582561,0.0041854390909456946,0.002944822814690835,0.053904711810189083,99
global,uo_3,0.0711040869034784,0.004109586288927133,0.003384525163495388,0.06360997545105587,99
global,uo_4,0.07767986167994058,0.0047463201680269474,0.004347866295289459,0.06858567521662416,99
global,uo_5,0.08299068271866158,0.006357086871953094,0.0049862474737827674,0.07164734837292573,99
global,uo_6,0.08693995774866244,0.00620611227713933,0.005611793142446618,0.07512205232907647,99
global,uo_7,0.11130562572031805,0.007048493703038871,0.007191138454923028,0.09706599356235616,99
global,uo_8,0.12795296632444442,0.007792543823454381,0.008751165701162309,0.11140925679982774,99
global,uo_9,0.14050378539356886,0.008888029309250532,0.009814379738057865,0.12180137634626047,99
global,uo_10,0.15707652516950368,0.009570853788846482,0.012000565504899063,0.13550510587575812,99
global,uo_11,0.17994497709647628,0.011195321614554986,0.013658792455377808,0.15509086302654346,99
global,uo_12,0.21033800235737415,0.012243642390140686,0.01669598742206933,0.18139837254516417,99
global,uo_13,0.23973411141397535,0.014926933653656785,0.01899428982458271,0.20581288793573585,99
global,uo_14,0.26769862083848606,0.018313975117747964,0.0197369495818458,0.2296476961388923,99
global,uo_15,0.33630213796961284,0.022685120257316543,0.027396795827569397,0.28622022188472696,99
global,uo_16,0.40748484589220313,0.02493581305206446,0.03496170305995256,0.34758732978018614,99
global,uo_17,0.4069838867552085,0.023957555251304524,0.035202799998742894,0.34782353150516115,99
global,uo_18,0.3375884523547215,0.022483930671532388,0.03413583847214491,0.2809686832110442,99
global,vo_0,0.07375967743806064,0.004892233117283885,0.004177947458154819,0.06468949686262193,99
global,vo_1,0.07356552503779971,0.004922681401762733,0.0038232510127123374,0.06481959262332464,99
global,vo_2,0.06384131683224023,0.003989617287002607,0.0035744831306239034,0.056277216414613716,99
global,vo_3,0.06890480462543881,0.00344393153393643,0.004503025056646523,0.06095784803485586,99
global,vo_4,0.07632393794386244,0.0036141729179144004,0.005550237993106114,0.06715952703284193,99
global,vo_5,0.09066373986721979,0.00406233244896646,0.008149891517315096,0.07845151590093824,99
global,vo_6,0.09609407177837741,0.0044689408249665675,0.00837397412738077,0.08325115682603004,99
global,vo_7,0.09748934467380953,0.004219302678236591,0.008510381953523282,0.08475966004204968,99
global,vo_8,0.10460299097119043,0.00468472825717857,0.009383709155065104,0.09053455355894674,99
global,vo_9,0.11581684033719342,0.0055107750693574355,0.010045066504871514,0.10026099876296446,99
global,vo_10,0.13399215172341117,0.0067854727670297954,0.0122533391881807,0.11495333976820067,99
global,vo_11,0.16058499967249407,0.00820237494297072,0.014056230988887232,0.1383263937406361,99
global,vo_12,0.19752881311245163,0.01042441431976397,0.01711030146050717,0.16999409733218052,99
global,vo_13,0.24248067830883133,0.013559696023668636,0.021510956895401858,0.20741002538976083,99
global,vo_14,0.288437008936907,0.01715239382914653,0.023637509784934247,0.24764710532282616,99
global,vo_15,0.36511617218040876,0.020476400802905664,0.029838317058564053,0.314801454318939,99
global,vo_16,0.4196473995389069,0.020981542260920274,0.03631604495263087,0.3623498123253557,99
global,vo_17,0.41643092027984563,0.023594881452639094,0.03379398248211042,0.35904205634509606,99
global,vo_18,0.3803150961810309,0.026369074016538974,0.03309155054127363,0.32085447162321834,99
global,thetao_0,0.0,0.0,0.0,0.0,99
global,thetao_1,0.0005800963531481258,0.00014192968433081785,4.364254330475091e-05,0.00039452412551255585,99
global,thetao_2,0.0013284051064409983,0.0002182800502973309,0.00020753223659535314,0.000902592819548313,99
global,thetao_3,0.0024557520029238234,0.00041865898307956684,0.0003096789487432239,0.001727414071101031,99
