candidate,reader,workload,trial,wall_seconds,process_cpu_seconds,byte_metrics_valid,observed_data_returned_bytes,observed_data_calls,observed_unique_data_objects
D,tensorstore,independent_four_752,2,0.7054921390954405,1.6285590110000001,False,,,
E,zarr-python,aligned_720,0,0.29319490608759224,,False,3460,1,1
E,zarr-python,aligned_720,1,0.23900631722062826,,False,3460,1,1
E,zarr-python,aligned_720,2,0.24310426297597587,,False,3460,1,1
E,zarr-python,halo_16_752,0,0.3084706941153854,,False,31140,9,9
E,zarr-python,halo_16_752,1,0.28418642305769026,,False,31140,9,9
E,zarr-python,halo_16_752,2,0.2904477238189429,,False,31140,9,9
E,zarr-python,halo_32_784,0,0.31034648208878934,,False,31140,9,9
E,zarr-python,halo_32_784,1,0.3081964801531285,,False,31140,9,9
E,zarr-python,halo_32_784,2,0.3034934119787067,,False,31140,9,9
E,zarr-python,union_1472,0,1.1036632708273828,,False,55360,16,16
E,zarr-python,union_1472,1,1.063979031983763,,False,55360,16,16
E,zarr-python,union_1472,2,1.088807611959055,,False,55360,16,16
E,zarr-python,misaligned_720,0,0.24719307688064873,,False,13840,4,4
E,zarr-python,misaligned_720,1,0.23079622187651694,,False,13840,4,4
E,zarr-python,misaligned_720,2,0.22784329811111093,,False,13840,4,4
E,zarr-python,shallow_17_halo,0,0.0891914980020374,,False,31140,9,9
E,zarr-python,shallow_17_halo,1,0.09252971294336021,,False,31140,9,9
E,zarr-python,shallow_17_halo,2,0.08975533512420952,,False,31140,9,9
E,zarr-python,point_series,0,0.005453346995636821,,False,13840,4,4
E,zarr-python,point_series,1,0.004107124172151089,,False,13840,4,4
E,zarr-python,point_series,2,0.004205329110845923,,False,13840,4,4
E,zarr-python,pair_aligned,0,0.5331291020847857,,False,126298315,1,1
E,zarr-python,pair_aligned,1,0.5115540239494294,,False,126298315,1,1
E,zarr-python,pair_aligned,2,0.4933401639573276,,False,126298315,1,1
E,zarr-python,pair_offset,0,0.5051671729888767,,False,6920,2,2
E,zarr-python,pair_offset,1,0.4893443991895765,,False,6920,2,2
E,zarr-python,pair_offset,2,0.4928701790049672,,False,6920,2,2
E,zarr-python,independent_four_752,0,1.034941378980875,,False,124560,36,16
E,zarr-python,independent_four_752,1,1.0299617948476225,,False,124560,36,16
E,zarr-python,independent_four_752,2,1.0137821640819311,,False,124560,36,16
E,zarrs,aligned_720,0,0.2157927320804447,0.4350228240000007,False,,,
E,zarrs,aligned_720,1,0.18454137817025185,0.33774967499999775,False,,,
E,zarrs,aligned_720,2,0.18077515391632915,0.3326495190000003,False,,,
E,zarrs,halo_16_752,0,0.3276702780276537,0.5092323999999948,False,,,
E,zarrs,halo_16_752,1,0.3109998181462288,0.47992330299999963,False,,,
E,zarrs,halo_16_752,2,0.32714358414523304,0.4906031430000013,False,,,
E,zarrs,halo_32_784,0,0.3365397599991411,0.5064379989999992,False,,,
E,zarrs,halo_32_784,1,0.3080415038857609,0.47831820700000094,False,,,
E,zarrs,halo_32_784,2,0.31115305912680924,0.48415133199999616,False,,,
E,zarrs,union_1472,0,1.008884612005204,1.5450242799999998,False,,,
E,zarrs,union_1472,1,1.063845117809251,1.579845591999998,False,,,
E,zarrs,union_1472,2,1.18989545898512,1.6965656449999997,False,,,
E,zarrs,misaligned_720,0,0.23679947317577899,0.3651075979999945,False,,,
E,zarrs,misaligned_720,1,0.2512038790155202,0.3852684049999979,False,,,
E,zarrs,misaligned_720,2,0.26763359690085053,0.40289519200000257,False,,,
E,zarrs,shallow_17_halo,0,0.11035403702408075,0.17338485399999826,False,,,
E,zarrs,shallow_17_halo,1,0.09626580402255058,0.15552120899999977,False,,,
E,zarrs,shallow_17_halo,2,0.09141437290236354,0.15337678099999863,False,,,
E,zarrs,point_series,0,0.003377338871359825,0.014257768000000226,False,,,
E,zarrs,point_series,1,0.002450800035148859,0.010476905999993846,False,,,
E,zarrs,point_series,2,0.002179694129154086,0.009382809999998187,False,,,
E,zarrs,pair_aligned,0,0.38706090091727674,0.6078971769999981,False,,,
E,zarrs,pair_aligned,1,0.4299851469695568,0.651678528000005,False,,,
E,zarrs,pair_aligned,2,0.45056271692737937,0.6927457740000023,False,,,
E,zarrs,pair_offset,0,0.47520688315853477,0.6849710669999993,False,,,
E,zarrs,pair_offset,1,0.4970248998142779,0.6921915490000004,False,,,
E,zarrs,pair_offset,2,0.44807576993480325,0.6336889240000048,False,,,
E,zarrs,independent_four_752,0,1.1510506260674447,1.7758183340000002,False,,,
E,zarrs,independent_four_752,1,1.1016659601591527,1.7444004159999977,False,,,
E,zarrs,independent_four_752,2,1.0325974740553647,1.6407499869999995,False,,,
E,tensorstore,aligned_720,0,0.17579567502252758,0.318124957000002,False,,,
E,tensorstore,aligned_720,1,0.16367708588950336,0.33394480799999826,False,,,
E,tensorstore,aligned_720,2,0.17783527402207255,0.3055027760000044,False,,,
E,tensorstore,halo_16_752,0,0.19460909999907017,0.43589512000000497,False,,,
E,tensorstore,halo_16_752,1,0.18604529183357954,0.4398016860000027,False,,,
E,tensorstore,halo_16_752,2,0.1826049699448049,0.41557823600000177,False,,,
E,tensorstore,halo_32_784,0,0.20517543284222484,0.4390289549999977,False,,,
E,tensorstore,halo_32_784,1,0.2047670150641352,0.4671138490000004,False,,,
E,tensorstore,halo_32_784,2,0.20355064515024424,0.42938059600000145,False,,,
E,tensorstore,union_1472,0,0.6928856167942286,1.3779108829999984,False,,,
E,tensorstore,union_1472,1,0.7098499790299684,1.3453491109999973,False,,,
E,tensorstore,union_1472,2,0.7177485800348222,1.4362596399999958,False,,,
E,tensorstore,misaligned_720,0,0.1716835480183363,0.33732547700000026,False,,,
E,tensorstore,misaligned_720,1,0.16363673890009522,0.3463403799999938,False,,,
E,tensorstore,misaligned_720,2,0.1657852039206773,0.3566353080000013,False,,,
E,tensorstore,shallow_17_halo,0,0.05666276812553406,0.14824269299999315,False,,,
E,tensorstore,shallow_17_halo,1,0.05672533414326608,0.12389538899999764,False,,,
E,tensorstore,shallow_17_halo,2,0.055728294886648655,0.14415553300000283,False,,,
E,tensorstore,point_series,0,0.0017964739818125963,0.007098550000002035,False,,,
E,tensorstore,point_series,1,0.001204857835546136,0.006725779999996462,False,,,
E,tensorstore,point_series,2,0.001055403845384717,0.00616373799999792,False,,,
E,tensorstore,pair_aligned,0,0.3670563430059701,0.6575904299999991,False,,,
E,tensorstore,pair_aligned,1,0.3692301958799362,0.6765119249999998,False,,,
E,tensorstore,pair_aligned,2,0.37710633291862905,0.7234498850000008,False,,,
E,tensorstore,pair_offset,0,0.33963059610687196,0.620402416999994,False,,,
E,tensorstore,pair_offset,1,0.35115418396890163,0.6453925240000018,False,,,
E,tensorstore,pair_offset,2,0.34660097188316286,0.6347651330000019,False,,,
E,tensorstore,independent_four_752,0,0.6838097828440368,1.442359930000002,False,,,
E,tensorstore,independent_four_752,1,0.6759038490708917,1.5704781450000027,False,,,
E,tensorstore,independent_four_752,2,0.6706855020020157,1.528086284000004,False,,,
